Paris,巴黎
Peyzac-le-Moustier,佩扎克莱穆斯蒂耶
Peyruis,佩吕伊
Peyrolles-en-Provence,普罗旺斯地区佩罗莱
Peyrignac,佩里尼亚克
Peyrelongue-Abos,佩雷隆盖阿博
Peypin,佩潘
Peynier,佩涅
Peumerit,珀梅里
Petit-Mars,佩蒂马尔
Petit-Fayt,珀蒂费
Petite-Rosselle,佩蒂特罗塞尔
Petit-Auverné,佩蒂奥韦尔内
Pessac-sur-Dordogne,多尔多尼河畔佩萨克
Perros-Guirec,佩罗斯-吉雷克
Perrigny-lès-Dijon,佩尔里尼莱迪容
Perpezac-le-Blanc,佩尔佩扎克莱布朗克
Pérouges,佩鲁日
Péronnas,佩罗纳斯
Pérols-sur-Vézère,韦泽尔河畔佩罗尔
Pernes-lès-Boulogne,佩尔讷莱布洛涅
Pérenchies,佩朗希
Péone,佩翁
Penvénan,庞韦南
Penmarch,庞马尔克
Pénestin,佩内斯坦
Pélussin,佩吕桑
Peltre,佩尔特尔
Pellegrue,佩莱格吕埃
Pélissanne,佩利萨讷
Peipin,佩潘
Peillon,佩隆
Peille,佩尔
Péguilhan,佩吉扬
Pégomas,佩戈马
Pecquencourt,佩克库尔
Pechbonnieu,佩克博尼厄
Péaule,佩奥尔
Paziols,帕齐奥尔
Paussac,波萨克和圣维维安
Paslières,帕斯利埃
Pas-de-Calais,加来海峡省
Parmain,帕尔曼
Pargny-sur-Saulx,索尔河畔帕尔尼
Pardies-Piétat,帕尔迪耶皮埃塔
Pardies,帕尔迪耶
Parçay-les-Pins,帕尔赛莱潘
Parbayse,帕尔拜斯
Paradou,帕拉杜
Pannecé,帕内塞
Pancé,庞塞
Palavas-les-Flots,帕拉瓦莱弗洛特
Palau-de-Cerdagne,帕洛德塞尔达尼
Pair-et-Grandrupt,佩尔和格朗德吕普
Paimpont,潘蓬
Paimboeuf,潘博厄
Paillet,佩莱
Pagolle,帕戈尔
Pagny-sur-Moselle,莫塞尔河畔帕尼
Pagny-le-Château,帕尼莱沙托
Pageas,帕热阿
Pabu,帕比
Ozenx-Montestrucq,奥藏蒙泰斯特吕
Oye-Plage,奥耶普拉日
Ouzouer-sur-Trézée,特雷泽埃河畔乌祖埃
Ouzouer-sur-Loire,卢瓦尔河畔乌祖埃
Outarville,乌塔尔维尔
Oulchy-le-Château,乌希堡
Ouistreham,乌伊斯特雷昂
Ouilly-le-Vicomte,乌伊利莱维孔特
Ouillon,乌伊隆
Oudrenne,乌德朗
Oudon,乌东
Oucques,乌屈埃
Ottrott,奥特罗
Ostricourt,奥斯特里库尔
Osthouse,奥斯图斯
Ostabat,奥斯塔巴阿斯姆
Ossun-ez-Angles,奥桑埃昂格莱
Ossès,奥塞
Osserain,奥瑟兰里瓦雷特
Ossenx,奥桑
Osse-en-Aspe,阿斯普地区奥斯
Ossé,奥塞
Ossas,奥萨叙阿尔
Osny,奥尼
Os-Marsillon,奥马尔西隆
Orschwihr,奥尔斯克维
Orschwiller,奥尔斯克维莱
Orsanco,奥尔桑科
Orsan,奥尔桑
Orry-la-Ville,奥尔里拉维尔
Ornézan,奥尔内藏
Ornex,奥尔内克斯
Orne,奧恩省
Ornans,奥尔南
Ormesson-sur-Marne,马恩河畔奥尔梅松
Orgon,奥尔贡
Orgnac-sur-Vézère,韦泽尔河畔奥尔尼亚克
Orègue,奥雷盖
Ordiarp,奥尔迪阿尔
Orcines,奥尔西内
Orchamps-Vennes,奥尔尚普韦内
Orbey,奥尔贝
Orbec,奥尔贝克
Oradour-Fanais,奥拉杜法奈
Oppède le Vieux,奥佩德
Oost-Cappel,东卡佩勒
Oô,奥奥
Onzain,翁赞
Ondres,翁德雷
Ondes,翁代
Olonne-sur-Mer,滨海奥洛纳
Solliès-Ville,索利耶维勒
Solignac,索利尼亚克
Soisy-sur-Seine,塞纳河畔苏瓦西
Soisy-sur-École,埃科尔河畔苏瓦西
Siorac-en-Périgord,佩里戈尔地区西奥拉克
Siorac-de-Ribérac,西奥拉克德里贝拉克
Sion-les-Mines,雄莱米内
Simiane-la-Rotonde,西米昂拉罗通德
Simiane-Collongue,西米昂科隆盖
Simacourbe,西马库尔布
Sillans-la-Cascade,西朗拉卡斯卡代
Sigean,西让
Sigale,西加尔
Sierck-les-Bains,谢尔莱班
Seyssuel,塞叙埃
Seyne-les-Alpes,塞恩
Seyches,塞谢
Sèvres-Anxaumont,塞夫勒昂克索蒙
Sévignacq,塞维尼亚
Sévignacq-Meyracq,塞维尼亚梅拉
Sévérac-le-Château,塞韦拉克莱沙托
Seurre,瑟尔
Seuillet,瑟伊莱
Servon-sur-Vilaine,维兰河畔塞尔翁
Serrières-sur-Ain,安河畔塞里耶尔
Serra-di-Ferro,塞拉迪費羅
Serquigny,塞尔屈伊尼
Serques,塞尔克
Sermaize-les-Bains,塞尔迈兹莱班
Sermaises,塞尔迈塞
Sérignan-du-Comtat,塞里尼昂迪孔塔
Sérignan,塞里尼昂
Sérifontaine,塞里丰坦
Sérent,塞朗
Serémange-Erzange,塞雷芒格埃尔藏格
Serbannes,塞尔巴内
Senonches,瑟农什
Senez,瑟内
Sencenac-Puy-de-Fourches,桑瑟纳克-皮伊德富尔谢
Sénas,塞纳
Semussac,瑟米萨克
Séméacq-Blachon,塞梅阿布拉雄
Sembadel,桑巴代
Sémalens,塞马朗
Seltz,塞尔特
Selles-sur-Cher,谢河畔瑟莱
Seix,塞镇
Seine-Saint-Denis,塞纳-圣但尼省
Seine-Maritime,滨海塞纳省
Seine-et-Marne,塞纳-马恩省
Seillans,塞朗
Seignosse,塞尼奥斯
Seiches-sur-le-Loir,莱-卢瓦河畔塞谢
Seichamps,塞尚普
Seich,塞克
Ségur-le-Château,塞居莱沙托
Séguret,塞居勒
Sées,塞镇
Sedzère,塞德泽尔
Sedze-Maubecq,塞德兹莫贝
Séby,塞比
Sebourg,塞布尔
Sébazac-Concourès,塞巴扎克孔库雷
Scy-Chazelles,斯西沙泽莱
Scrignac,斯克里尼亚克
Scorbé-Clairvaux,斯科尔伯克莱尔沃
Schwindratzheim,斯克万德拉特赞
Schwerdorff,斯克韦尔多尔
Schirrhoffen,斯希尔罗方
Schirrhein,斯希尔兰
Scherwiller,斯舍尔维莱
Schaffhouse-près-Seltz,斯沙富斯普雷塞尔特
Sceau,斯索圣昂热
Scaër,斯卡厄
Sayat,赛阿
Savy-Berlette,萨维贝尔莱特
Savonnières,萨沃尼埃
Savoie,萨瓦省
Savines-le-Lac,萨维内莱拉克
Savigny-sur-Braye,布赖埃河畔萨维尼
Savigny-Lévescault,萨维尼莱弗斯科尔
Savigny-lès-Beaune,萨维尼莱博恩
Savigné,萨维格
Savignac-les-Églises,萨维尼亚克莱埃格利塞
Savignac-Lédrier,萨维尼亚克莱德里耶
Saverdun,萨韦尔丹
Savenay,萨沃奈
Sauxillanges,索克西朗热
Sauveterre-Saint-Denis,索韦泰尔圣德尼
Sauveterre-de-Rouergue,索韦泰尔德鲁埃尔盖
Sauveterre-de-Guyenne,索韦泰尔德吉安
Sauveterre-de-Béarn,索韦泰尔德贝阿尔恩
Sauvelade,索韦拉德
Sauve,索夫
Sauvagnon,索瓦尼翁
Sautron,索特龙
Sausset-les-Pins,索塞莱潘
Saumane-de-Vaucluse,索马纳德沃克吕瑟
Saulzoir,索尔祖瓦尔
Saulxures-sur-Moselotte,莫斯洛特河畔索尔克叙尔
Saulx-les-Chartreux,索尔莱沙尔特勒
Saulx-le-Duc,索尔莱迪克
Sault-de-Navailles,索尔德纳韦莱
Saultain,索坦
Saulcy-sur-Meurthe,默尔特河畔索尔西
Saulce-sur-Rhône,罗讷河畔索尔克
Saujon,索容
Sauguis,索吉圣埃蒂安
Saugues,索盖
Saucède,索塞德
Saubusse,索比斯
Satillieu,萨蒂利厄
Sarzeau,萨尔佐
Sarthe,萨尔特省
Sars-Poteries,萨尔波特里
Sarrians,萨尔里昂
Sarrance,萨尔朗克
Sarraltroff,萨尔拉尔特罗
Sarralbe,萨尔拉尔布
Saorge,索尔格
Saône-et-Loire,索恩-卢瓦尔省
Santes,桑特
Santec,桑泰克
Sannerville,萨内尔维尔
Sanguinet,桑吉内
Sangatte,桑加特
Sandillon,桑迪隆
Sancoins,桑宽
Samsons-Lion,桑松利翁
Sansan,桑桑
Samer,萨梅尔
Salouël,萨卢埃勒
Sallespisse,萨莱斯皮斯
Salles-Mongiscard,萨莱蒙吉斯卡尔
Salles-la-Source,萨莱拉苏尔克
Salles-Curan,萨莱屈朗
Sallertaine,萨莱尔泰纳
Salindres,萨兰德雷
Salignac-Eyvigues,萨利尼亚克埃维盖
Salies-de-Béarn,萨利耶德贝阿尔恩
Salernes,萨莱尔纳
Saleich,萨莱克
Salses-le-Château,萨尔塞莱沙托
Salbris,萨尔布里
Salagnac,萨拉尼亚克
Saizerais,赛泽赖
Saint-Yzans-de-Médoc,圣伊藏德梅多克
Saint-Yrieix-sur-Charente,沙朗特河畔圣伊里耶伊
Saint-Yrieix-la-Perche,圣伊里耶伊拉佩尔什
Saint-Yorre,圣伊奥尔
Saint-Ybard,圣伊巴尔
Saint-Witz,圣维
Saint-Vulbas,圣维尔巴斯
Saint-Vit,圣维
Saint-Vincent-sur-Oust,乌斯河畔圣万桑
Saint-Vincent-sur-Jabron,雅布罗讷河畔圣万桑
Saint-Vincent-sur-Graon,格朗河畔圣万康
Saint-Vincent-les-Forts,圣万桑莱福尔特
Saint-Vincent-le-Paluel,圣万桑莱帕吕埃
Saint-Vincent-de-Cosse,圣万桑德科斯
Saint-Vincent-de-Barrès,圣万桑德巴尔雷
Saint-Victoret,圣维克托雷
Saint-Véran,圣韦朗
Saint-Venant,圣韦南
Saint-Valery-sur-Somme,索姆河畔圣瓦莱里
Saint-Valery,圣瓦勒里
Saint-Vaast-la-Hougue,圣瓦阿斯拉乌盖
Saint-Uze,圣于兹
Saint-Tugdual,圣蒂格迪阿
Saint-Trojan-les-Bains,圣特罗让莱班
Saint-Trivier-sur-Moignans,穆瓦尼昂河畔圣特里维埃
Saint-Thonan,圣托南
Saint-Thomas-de-Conac,圣托马德科纳克
Saint-Thois,圣图瓦
Saint-Symphorien-sur-Saône,索恩河畔圣西姆福里安
Saint-Symphorien-de-Mahun,圣西姆福里安德莫恩
Pragoulin,圣西尔韦斯特尔普拉古兰
Saint-Sulpice-la-Forêt,圣叙尔皮克拉福雷
Saint-Sulpice,圣叙尔皮克和卡梅拉克
Saint-Sulpice-de-Royan,圣叙尔皮克德鲁瓦昂
Saint-Sulpice-de-Roumagnac,圣叙尔皮克德鲁马尼亚克
Saint-Sulpice-de-Mareuil,圣叙尔皮克德马勒伊
Vieu,维厄
Vienne-en-Val,瓦地区维安
Vielmur-sur-Agout,阿古河畔维耶尔米
Vielleségure,维耶莱塞居尔
Viellenave-de-Navarrenx,维耶勒纳夫德纳瓦尔朗
Vielle-Aure,维耶尔奥尔
Vieille-Église,旧埃格利斯
Vidauban,维多邦
Vic-sur-Seille,塞尔河畔维克
Vic-sur-Cère,塞尔河畔维克
Vic-sur-Aisne,埃纳河畔维克
Vic-le-Comte,维克莱孔特
Vic-la-Gardiole,维克拉加尔迪奥尔
Vic-Fezensac,维克费藏萨克
Vicdessos,维克代索
Viarmes,维阿尔默
Vianne,维昂
Vialer,维阿莱
Viala-du-Pas-de-Jaux,维阿拉-迪-帕德若
Vézelise,韦泽利斯
Veyrines-de-Vergt,韦里内德韦尔格
Veyre-Monton,韦尔蒙通
Veynes,韦内
Vesancy,弗藏西
Verzenay,韦尔泽奈
Vertus,韋爾蒂
Verton,韦尔通
Vert-le-Petit,小韦尔
Vert-le-Grand,大韦尔
Verteuil-sur-Charente,沙朗特河畔韦尔特伊
Vert-en-Drouais,德鲁艾地区韦尔
Verteillac,韦尔泰拉克
Ver-sur-Mer,滨海韦
Ver-sur-Launette,洛内特河畔韦
Vers-Pont-du-Gard,韦尔蓬特-迪加尔
Vernosc-lès-Annonay,韦尔诺斯克莱阿诺奈
Vernoil-le-Fourrier,韦尔努瓦莱富尔里耶
Verneuil-sur-Igneraie,伊盖赖埃河畔韦尔纳伊
Verneuil-en-Halatte,阿拉特地区韦尔纳伊
Verneuil-en-Bourbonnais,布尔博奈地区韦尔纳伊
Vernet-la-Varenne,韦尔内拉瓦朗
Vernègues,韦尔内盖
Vermelles,韦尔梅勒
Vermand,韦尔芒
Verlinghem,韦尔兰盖姆
Verlincthun,韦尔兰克坦
Vergt,韦尔格
Vergongheon,韦尔贡容
Vergeroux,韦尔热鲁
Verdun-sur-Garonne,加罗纳河畔弗尔丹
Verdets,韦尔代特
Verdaches,韦尔达谢
Verberie,韦尔伯里耶
Ventabren,旺塔布朗
Vensac,旺萨克
Vénosc,韦诺斯克
Vennecy,韦内西
Venette,韦内特
Venerque,韦内尔屈埃
Vendrennes,旺德雷纳
Vendoire,旺杜瓦尔
Vendœuvres,旺多厄夫雷
Vendin-lès-Béthune,旺丹莱贝蒂讷
Vendeuvre-sur-Barse,巴尔斯河畔旺德夫尔
Vendeuvre-du-Poitou,旺德夫勒迪普瓦图
Vendenheim,旺德南
Vendegies-sur-Écaillon,埃卡永河畔旺德吉
Vendée,旺代省
Vendat,旺达
Venasque,弗纳斯屈厄
Venarey-les-Laumes,韦纳雷莱洛梅
Venanson,韦南松
Vémars,弗马尔
Velleron,弗莱龙
Velaux,韦洛
Velaine-en-Haye,艾埃地区韦兰
Veigné,韦涅
Vecoux,弗库
Veauche,沃克
Vazeilles-Limandre,瓦泽莱利芒德尔
Vaux-sur-Somme,索姆河畔沃村
Vaux-sur-Mer,滨海沃
Vaux-sur-Aure,奥尔河畔沃
Vaux-en-Bugey,比热地区沃
Vaumoise,沃穆瓦斯
Vaumeilh,沃梅尔
Vault-de-Lugny,沃尔德吕尼
Vaulnaveys-le-Haut,沃尔纳韦莱奥
Vauhallan,沃阿朗
Vaugrigneuse,沃格里尼厄斯
Vaugines,沃吉纳
Vaudry,沃德里
Vaudringhem,沃德兰盖姆
Vaucluse,沃克吕兹省
Vars-sur-Roseix,罗塞河畔瓦尔
Varrains,瓦尔兰
Varennes-sur-Loire,卢瓦尔河畔瓦雷内
Varennes-sur-Fouzon,富宗河畔瓦雷内
Varennes-sur-Allier,阿利耶河畔瓦雷内
Varennes-Saint-Sauveur,瓦雷訥聖索沃爾
Varennes-Jarcy,瓦雷纳雅尔西
Varennes-Changy,瓦雷内尚吉
Varangéville,瓦朗热维尔
Varaignes,瓦赖盖
Varages,瓦拉热
Var,瓦尔省
Vanxains,旺克桑
Vanosc,瓦诺斯克
Vanault-les-Dames,瓦诺尔莱达梅
Vals-les-Bains,瓦尔莱班
Valmy,瓦尔米
Valmondois,瓦尔蒙杜瓦
Valleraugue,瓦勒罗盖
Valgorge,瓦尔戈尔格
Valff,瓦尔
Valeuil,瓦勒伊
Valernes,瓦莱尔内
Valenton,瓦朗通
Valensole,瓦朗索尔
Valençay,瓦朗赛
Val d'Oise,瓦兹河谷省
Valdoie,瓦尔杜瓦
Valderoure,瓦尔德鲁尔
Val-de-Marne,马恩河谷省
Vailly-sur-Aisne,埃纳河畔瓦伊
Uzerche,于泽尔克
Uzemain,于泽曼
Uzein,于赞
Uxegney,于克塞盖伊
Utelle,于泰尔
Ustou,于斯图
Usson-en-Forez,福雷地区于松
Usson-du-Poitou,于松迪普瓦图
Urville-Nacqueville,于尔维尔纳屈埃维尔
Urost,于罗斯
Uriménil,于里默尼
Urepel,于雷佩
Urdos,于尔多
Urbanya,于尔巴尼阿
Unieux,于尼厄
Ully-Saint-Georges,于利圣若尔热
Uhart-Mixe,于阿尔米克斯
Uhart-Cize,于阿尔西兹
Uckange,于康格
Uchaux,于绍
Ubraye,于布赖埃
Turriers,蒂尔里耶尔
Tullins,蒂兰
Tulette,蒂莱特
Tucquegnieux,蒂屈埃尼厄
Tubersent,蒂贝尔桑
Truttemer-le-Petit,小特吕泰梅
Truttemer-le-Grand,大特吕泰梅
Trosly-Breuil,特罗斯利布勒伊
Troo,特罗奥
Trois-Villes,特鲁瓦维莱
Trois-Palis,特鲁瓦帕利
Troche,特罗克
Troarn,特罗阿尔恩
Trizay,特里泽
Trith-Saint-Léger,特里圣莱热
Trignac,特里尼亚克
Triembach-au-Val,特里耶姆巴克奥瓦
Trie-Château,特里耶沙托
Trézelles,特雷泽莱
Trévou-Tréguignec,特雷武特雷吉盖克
Trets,特雷
Tresses,特雷塞
Ramous,拉穆
Ramonchamp,拉蒙尚
Raismes,赖姆
Raimbeaucourt,兰博库尔
Raillencourt-Sainte-Olle,拉耶朗库尔圣奥勒
Rahling,拉兰
Racquinghem,拉坎盖姆
Râches,拉什
Rabou,拉布
Rabastens,拉巴斯唐
Quistinic,屈伊斯蒂尼克
Quintin,屈安坦
Quintenas,屈安特纳
Quingey,坎热
Quincy-sous-Sénart,屈安西苏塞纳尔
Quillan,屈伊朗
Quiévy,基耶维
Quiévrechain,基耶夫勒尚
Quiers-sur-Bézonde,贝宗德河畔屈耶尔
Queyssac,屈埃萨克
Quévert,屈埃韦尔
Quettehou,屈埃泰乌
Quesnoy-sur-Deûle,德勒河畔凯努瓦
Querqueville,屈埃尔屈埃维尔
Quend,康村
Quédillac,屈埃迪拉克
Quéant,凯昂
Puyvert,皮伊弗尔
Puyvalador,皮伊瓦拉多
Puy-Saint-Eusèbe,皮伊圣厄塞布
Puyoô,皮伊奥奥
Puymoyen,皮伊穆瓦昂
Puyméras,皮伊默拉
Puyloubier,皮伊卢比耶
Puy-l'Évêque,皮伊莱韦屈埃
Puy-Guillaume,皮伊吉洛姆
Puy-de-Dôme,多姆山省
Puycelsi,皮伊塞尔西
Puttelange-lès-Thionville,皮泰朗格莱蒂翁维尔
Putanges-Pont-Écrepin,皮唐热蓬埃克雷潘
Pussay,皮赛
Pulversheim,皮尔韦尔桑
Pulligny,皮利尼
Pujols-sur-Ciron,西罗讷河畔皮若尔
Pujaudran,皮若德朗
Puisserguier,皮伊塞尔吉耶
Puissalicon,皮伊萨利孔
Puiseux-en-France,弗朗斯地区皮伊塞
Puiseaux,皮伊索
Puilly-et-Charbeaux,皮伊沙尔博
Puilaurens,皮伊洛朗
Pugnac,皮尼亚克
Puget-Ville,皮热维尔
Puget-Théniers,皮热泰涅尔
Puget-Rostang,皮热罗斯唐
Prugnanes,普吕尼亚内
Proville,普罗维尔
Provenchères-sur-Fave,法沃河畔普罗旺谢尔
Priziac ( Priziac ),普里齐阿克
Prinquiau,普兰屈伊奥
Prigonrieux,普里贡里厄
Prignac-et-Marcamps,普里尼亚克和马尔康普
Prévessin-Moëns,普雷弗桑－莫昂
Preuilly-sur-Claise,克莱斯河畔普勒伊利
Pressignac-Vicq,普雷西尼亚克维
Préseau,普雷佐
Prémesques,普雷梅克
Prémanon,普雷芒翁
Preixan,普雷克桑
Preignac,普雷尼亚克
Préfailles,普雷费莱
Pré-en-Pail,普雷昂帕伊
Précy-sur-Oise,瓦斯河畔普雷西
Précilhon,普雷西永
Préchacq-Navarrenx,普雷沙纳瓦尔朗
Préchacq-Josbaig,普雷沙若斯拜
Prats-du-Périgord,普拉特迪佩里戈尔
Prats-de-Carlux,普拉特德卡尔吕
Prades-le-Lez,普拉代莱莱
Pouzac,普扎克
Poussan,普桑
Poursiugues,普尔西于盖布库埃
Pourrières,普尔里埃
Pourcieux,普尔西厄
Poulx,普尔
Poullaouen,普洛昂
Poullan-sur-Mer,滨海普朗
Pouligny-Saint-Pierre,普利尼圣皮耶尔
Pouliacq,普利阿
Pouldreuzic,普尔德勒齐克
Pouldergat,普尔代尔加
Pouilley-les-Vignes,普伊莱莱维盖
Pouillé-les-Côteaux,普伊莱莱科托
Pouancé,普昂塞
Port-Saint-Père,圣佩尔港
Port-Sainte-Foy-et-Ponchapt,波尔特-圣富瓦和蓬沙普
Port-Lesney,波尔莱斯内
Port-Launay,波尔洛奈
Port-La Nouvelle,波尔拉努韦尔
Portieux,波尔蒂厄
Portets,波尔泰特
Portet-de-Luchon,波尔泰德吕雄
Portet,波尔泰
Porté-Puymorens,波尔泰皮伊莫朗
Port-en-Bessin-Huppain,贝桑于潘港
Port-Brillet,波尔布里莱
Portbail,波尔特拜
Porspoder,波尔斯波代
Pornichet,波尔尼谢
Pordic,波尔迪克
Porcelette,波尔瑟莱特
Pont-sur-Yonne,约讷河畔蓬
Pont-sur-Seine,塞纳河畔蓬
Pont-sur-Sambre,桑布尔河桥村
Pont-Scorff,蓬斯科尔
Pont-Saint-Vincent,蓬圣万桑
Pontpoint,蓬特普安
Pontorson,蓬托尔松
Pontlevoy,蓬特勒瓦
Pontigny,蓬蒂尼
Pontiacq-Viellepinte,蓬蒂阿维耶勒潘特
Pontfaverger-Moronvilliers,蓬特法韦尔热莫龙维利耶尔
Pontevès,蓬特韦
Pont-en-Royans,鲁瓦昂地区蓬
Pont-du-Château,蓬迪沙托
Pont-du-Casse,蓬迪卡斯
Pont-de-Veyle,蓬德韦尔
Pont-de-Salars,蓬德萨拉尔
Pont-de-Roide,蓬德鲁瓦德
Pont-de-Labeaume,蓬德拉博姆
Pont-de-Buis-lès-Quimerch,蓬德比伊斯-莱斯-屈伊梅尔克
Pont-Croix,蓬克鲁瓦
Pontchâteau,蓬特沙托
Pontcharra,蓬特沙尔拉
Pont-à-Vendin,蓬塔旺丹
Pontarion,蓬塔里翁
Pontacq,蓬塔
Ponson-Dessus,蓬松代叙
Ponson-Debat-Pouts,蓬松代巴普特
Pondaurat,蓬多拉
Poncey-lès-Athée,蓬塞莱阿泰埃
Pomps,蓬普
Pomport,蓬波尔
Pompignac,蓬皮尼亚克
Pompertuzat,蓬佩尔蒂扎
Pommeuse,波默斯
Pommerit-le-Vicomte,波默里莱维孔特
Pommerit-Jaudy,波默里若迪
Pomérols,波梅罗尔
Pomarez,波马雷
Poilly-lez-Gien,普瓦利莱然
Poey-de-Lescar,波埃德莱斯卡
Pocé-sur-Cisse,西斯河畔波塞
Pluvigner,普吕维盖
Pluneret,普吕纳雷
Plumergat,普吕梅尔加
Plumelin,普吕默兰
Pluméliau,普吕梅利奥
Plumelec,普吕默莱克
Plumaugat,普吕莫加
Pluherlin,普吕埃尔兰
Pluguffan,普吕居方
Plozévet,普洛泽韦
Plovan,普洛旺
Plouyé,普卢伊埃
Plouvorn,普卢沃尔恩
Plouvien,普卢维安
Plourivo,普卢里沃
Plourin-lès-Morlaix,普卢兰莱莫尔莱
Plourin,普卢兰
Plouray,普卢赖
Plounévézel,普卢内韦泽
Plounéventer,普卢内旺泰
Plounéour-Trez,普卢内乌特雷
Plounéour-Ménez,普卢内乌梅内
Ploumoguer,普卢莫盖
Ploumilliau,普卢米利奥
Ploumagoar,普卢马戈阿
Plouider,普卢伊代
Plouharnel,普卢阿尔内
Plouha,普卢阿
Plouguin,普卢吉恩
Plouguernével,普卢盖尔内韦
Plouguenast,普卢盖纳斯
Plougoulm,普卢古尔姆
Plougonven,普卢贡旺
Plougasnou,普卢加斯努
Plouézec,普卢埃泽克
Plouër-sur-Rance,朗克河畔普卢厄
Plouénan,普卢埃南
Plouégat-Guérand,普卢埃加盖朗
Plouédern,普卢埃代尔恩
Plouëc-du-Trieux,普卢厄克迪特里厄
Ploudiry,普卢迪里
Ploudaniel,普卢达涅
Ploubezre,普卢贝兹尔
Ploubalay,普卢巴莱
Plouay,普卢艾
Plouarzel,普卢阿尔泽
Plouaret,普卢阿雷
Plouagat,普卢阿加
Plonévez-Porzay,普洛内韦波尔泽
Plonévez-du-Faou,普洛内韦迪福
Plonéis,普洛内伊
Plomodiern,普洛莫迪耶尔恩
Plombières-les-Bains,普隆比埃莱班
Plogonnec,普洛戈内克
Plogastel-Saint-Germain,普洛加斯泰圣日尔曼
Ploéven,普洛埃旺
Plœuc-sur-Lié,利埃河畔普洛厄克
Ploërdut,普洛厄尔迪
Ploemel,普洛埃梅
Plobannalec-Lesconil,普洛巴纳莱克莱斯科尼
Pleyber-Christ,普莱贝克里斯
Plévin,普莱万
Pléven,普莱旺
Pleuven,普勒旺
Pleurtuit,普勒尔蒂伊
Pleumeur-Gautier,普勒默戈蒂耶
Pleumeur-Bodou,普勒默博杜
Pleumeleuc,普勒默勒克
Pleumartin,普勒马尔坦
Pleudihen-sur-Rance,朗克河畔普勒迪安
Pleucadeuc,普勒卡德克
Plestin-les-Grèves,普莱斯坦莱格雷韦
Plestan,普莱斯唐
Plessix-Balisson,普莱西巴利松
Plessé,普莱塞
Plerneuf,普莱尔纳
Plerguer,普莱尔盖
Pléneuf-Val-André,普莱纳瓦昂德雷
Plélan-le-Grand,大普莱朗
Pleine-Fougères,普莱讷富热尔
