de_haŋkə	항케
ja_joɕimɯne	요시무네
ja_imazaɰa	이마사와
ja_ɖʲoɯkaɴ	료칸
ja_koɾɯɡɯ	코르그
ja_haɕidate	하시다테
ja_aɾata	아라타
ja_kazɯja	가즈야
ja_akʲiɾakʲoɯ	아키노리
ja_ɖʲiŋkɯːtaɯɴ	린쿠타운
ja_akemʲi	아케미
ja_kʲoɯtoɡoɕo	교토고쇼
ja_ikemoto	이케모토
ja_akʲɯɾa	아큐라
ja_mʲizɯhaɾa	미즈하라
ja_saɾɯta	사루타
ja_nakat͡sɯɡaɾɯɡɯɴ	나카쓰가루군
ja_toɯjama	도야마
ja_azɯmaɡɯɴ	아가쓰마군
ja_ɖʲɯːɡo	류고
ja_sɯɡenoja	스가야
ja_çisakeː	히사타카
ja_joɾʲimoto	요리모토
ja_ɯɾano	우라노
ja_aɾakʲi	아라키
ja_sat͡ɕiheː	쇼헤이
ja_hamanako	하마나호
ja_kʲitano	기타노
ja_makʲitaɾoɯ	신타로
ja_sɯɡʲitomat͡ɕi	스기토정
ja_akane	아카네
ja_ɸɯmʲinoɾʲi	몬토쿠
ja_ɕiĩakʲiɾa	노부아키
ja_kaɰabɯt͡ɕi	가와부치
ja_jɯːt͡sɯʑɯ	유즈키
ja_takatoɾʲimat͡ɕi	다카토리정
ja_ɡɯɾantoɯkʲoɯ	그랜도쿄
ja_hoɾʲiɡɯt͡ɕi	호리구치
ja_tojonomat͡ɕi	도요노정
ja_kamʲikaɰaɡɯɴ	가미카와군
ja_kamaike	카마치
ja_ɕioʑiɾʲi	시오지리
ja_iɰaːkʲiɾa	이와아키
ja_saɾɯsaɰa	사루사와
ja_taiɾaːi	다이라
ja_kaɰamotomat͡ɕi	가와모토정
ja_kakʲiɯt͡ɕi	가키우치
ja_maɾɯjama	마루야마
ja_koɯt͡ɕikeŋ	고치현
ja_t͡sɯnejasɯɕi	쓰네야스
ja_kat͡ɕija	카츠야
ja_takaɕijasɯɕi	다카야스
ja_sat͡ɕiɾoɯ	요시로
ja_toɯmamat͡ɕi	도마정
ja_haɾehaʑime	하루모토
ja_mʲisatomat͡ɕi	미사토정
ja_jɯjɯko	유유코
ja_kaãsaɰa	스가사와
ja_momoi	모모이
ja_oːkesɯtoɾa	오케스트라
ja_sekkaãseːʑi	섭관정치
ja_noto	노토
ja_d͡ʑibʲiɕiŋ	비신
ja_heːja	히라노
ja_tat͡sɯta	타츠타
ja_ɯkʲijoe	우키요에
ja_ɕaɾʲiŋ	샤린
ja_tadaɸɯmʲi	다다후미
ja_mʲijazakʲiɡɯɴ	미야자키군
ja_ɯʑimʲit͡sɯ	우지미쓰
ja_kɯmaɡɯɴ	구마군
ja_oːizɯmʲi	오오이즈미
ja_ɕiozaɰa	시오자와
ja_ɖʲit͡sɯko	리츠코
ja_hoɾoizɯmʲiɡɯɴ	호로이즈미군
ja_mʲinamotokeː	미나모토노
ja_jamaɡɯt͡ɕiɡɯmʲi	야마구치구미
ja_jada	야다
ja_kosɯɡʲimat͡ɕi	고스기정
ja_ɡʲind͡ʑinɖoɯ	긴지로
ja_kʲoɯɡokɯmat͡ɕi	교고쿠정
ja_d͡ʑɯɾʲiaɴ	줄리앙
ja_osamɯto	슈토
ja_nokend͡ʑi	겐지
ja_kʲiɕiɡamʲi	기시노우에
ja_akʲiomo	아키시게
ja_t͡sɯt͡sɯi	쓰쓰이
ja_koiso	고이소
ja_tekkadombɯɾʲi	뎃카돈
ja_sajaka	사야카
ja_t͡ɕoɯt͡ɕi	조지
ja_toɕinao	도시나오
ja_koːsɯna	이스나
ja_ajaja	아야
ja_d͡ʑɯnd͡ʑɯ	준키
ja_and͡ʑɯː	아즈미
ja_setaɡɯɴ	세타군
ja_jɯːɾʲakɯ	유랴쿠
ja_ɖakɯzaɴ	라쿠야마
ja_moɡʲimat͡ɕi	모테기정
ja_ɖomeɾo	로메로
ja_nekoda	네코다
ja_kat͡sɯeː	가쓰에이
ja_moɾʲiɕi	모리우지
ja_tet͡sɯja	데쓰야
ja_janaɡʲiteː	다네히코
ja_ɖaɴ	란
ja_ɡabɯmoɾʲit͡ɕika	모리치카
ja_jɯmeno	유메노
ja_keŋkʲit͡ɕi	겐키치
ja_tomʲiko	후미코
ja_kotoɯmat͡ɕi	고토정
ja_kʲiɾoːɾaɴ	기로란
ja_jomʲiɯɾʲiɾando	요미우리랜드
ja_kampakɯ	관백
ja_ɸɯdokʲi	풍토기
ja_sɯenaɡa	스에나가
ja_ɰakat͡sɯkʲi	와카쓰키
ja_sɯjama	스야마
ja_hakɯseẽɕa	하쿠센샤
ja_tat͡sɯnomat͡ɕi	다쓰노정
ja_jamaha	야마하
ja_seːɯɯ̃ɕoɯ	세이운상
ja_amejajokot͡ɕoɯ	아메야요코초
ja_ɕibazakʲi	시바사키
ja_saɰat͡ɕi	사와
ja_ɡɯɕi	구시켄
ja_ɖʲoɯkaɰa	료가
ja_janase	야나세
ja_isoda	이소다
ja_anno	안노
ja_emɯkaemat͡ɕi	에무카에정
ja_satota	사토다
ja_t͡sɯnenohana	쓰네노하나
ja_eːakʲi	히데아키
ja_boõsai	분재
ja_ɖʲiŋ	링
ja_takamasa	다카마사
ja_kat͡sɯoː	가쓰히로
ja_asaɕiŋ	조신
ja_komata	코마타
ja_daiɲi	다이니노
ja_kʲinomoto	키노모토
ja_ɖʲɯːand͡ʑi	료안지
ja_jamaɡʲiɰa	야마기와
ja_haãɰaseŋ	한와선
ja_ɕimada	시마다
ja_sɯemat͡ɕi	스에정
ja_joɕinoɾʲiçiko	유키히코
ja_iɰamat͡sɯ	이와마쓰
ja_ɸɯkɯokahaɴ	후쿠오카번
ja_hosoɡai	호소가이
ja_hoɾʲipɯɾo	호리프로
ja_aɕihaɾa	아시하라
ja_hajaot͡sɯ	사오토메
ja_hatato	마사토
ja_aɾamasaɾɯ	아라카쓰
ja_koɯeŋ	고엔유
ja_jamaɡɯt͡ɕi	야마구치
ja_çisaeda	히사에다
ja_tokɯɾa	도쿠라
ja_kantoɯheːja	간토평야
ja_naɾakeŋ	나라현
ja_ɯndoɯkai	운동회
ja_tojoko	도요코
ja_kamaiɕiseŋ	가마이시선
ja_mʲiɰako	미와코
ja_koɯdaãɕa	고단샤
ja_hatena	하테나
ja_bʲiɰa	비와
ja_mʲijama	미야마
ja_kat͡sɯzɯmʲi	가쓰즈미
ja_noheʑimat͡ɕi	노헤지정
ja_sakaekɯɾa	에이쿠라
ja_aɰaʑi	이와지
ja_kʲitaba	기타바야마
ja_t͡sɯnomat͡ɕi	쓰노정
ja_moɾʲinaɡa	모리나가
ja_aɾɯɸa	알파
ja_t͡sɯneasa	쓰네토모
ja_mʲit͡sɯi	미츠이
ja_kʲiɾʲitaɲi	키리타니
ja_oːbʲikʲi	오비키
ja_çiɾose	히로세
ja_kend͡ʑiɾoɯ	겐지로
ja_t͡sɯɾɯmʲi	쓰루미
ja_hanabaɾa	하나하라
ja_ɕimabaɾa	시마바라
ja_ɯedaka	우에코
ja_inao	이나오
ja_akaŋɡɯɴ	아칸군
ja_keːʑidoɯɕa	경자동차
ja_taiɾatakaɕi	다이라노
ja_ɡʲiɾɯdo	길드
ja_seẽsekʲiseŋ	센세키선
ja_hoɾokanaimat͡ɕi	호로카나이정
ja_çisamoto	히사모토
ja_ozakʲi	오자키
ja_kʲiɕimoto	키시모토
ja_kohaɾa	후루하라
ja_keːtama	케이쥬
ja_ɕiɡemoɾʲi	시게모리
ja_jɯɾamat͡ɕi	유라정
ja_ɯɾʲɯːmat͡ɕi	우류정
ja_naɡaho	조호
ja_it͡sɯe	이쓰에
ja_joneda	요네다
ja_kʲijojɯkʲi	기요유키
ja_taitoː	타이토
ja_jɯːsamat͡ɕi	유자정
ja_ɖaionesɯ	라이오네스
ja_haʑito	하나토
ja_takɯsa	다쿠사가와
ja_tomoɾʲika	유리카
ja_tadajɯkʲi	다다유키
ja_aɕikʲitamat͡ɕi	아시키타정
ja_nakaɯmʲi	나카우미호
ja_nomoto	노모토
ja_ɖɯsɯ	루스
ja_mʲit͡ɕija	미치이에
ja_asaɾʲie	마리에
ja_t͡sɯjoɕi	쓰토무
ja_mʲit͡ɕiteɾɯ	미치테루
ja_jabɯta	야부타
ja_d͡ʑoːʑi	조지
ja_sakɯʑiɾoɯ	사쿠지로
ja_kɯɲit͡ɕika	구니치카
ja_t͡sɯɾɯoka	츠루오카
ja_kɯɲiɡamʲiɡɯɴ	구니가미군
ja_itosɯ	이토스
ja_kɯba	구바
ja_ɯt͡ɕisanae	사나에
ja_keɲɲo	겐뇨
ja_meɾʲiːkʲi	메리
ja_amakɯsaɡɯɴ	아마쿠사군
ja_mʲisao	미사오
ja_ienaɡa	이에나가
ja_meːsa	메이사
ja_mʲineseŋ	미네선
ja_ɕinonoiseŋ	시노노이선
ja_t͡ɕoɯɕɯː	조슈
ja_ɕikotaŋɡɯɴ	시코탄군
ja_saɰamat͡sɯ	사와마쓰
ja_moɾʲijoɯ	모리
ja_hommat͡ɕi	혼마치
ja_ezakʲi	에사키
ja_naɡʲisomat͡ɕi	나기소정
ja_sat͡ɕio	유키오
ja_kʲimɯkakɯeː	김학영
ja_ɰakata	와카타
ja_sajoko	사요코
ja_toʑɯɴ	준
ja_mɯɾemat͡ɕi	무레정
ja_masaɕiɡe	마사시게
ja_çidenao	히데나오
ja_ajaoɴ	아야네
ja_ɸɯʑimoɾʲi	후지모리
ja_tadanaɡa	다다나가
ja_sebɯɯ̃iɾebɯɴ	세븐일레븐
ja_d͡ʑɯːkendoɯ	총검도
ja_joɕimʲimat͡ɕi	요시미정
ja_soɯtoɯɕɯː	조동종
ja_naɾaseŋ	나라선
ja_oːtonemat͡ɕi	오토네정
ja_kat͡sɯçiɾo	가쓰히로
ja_takeko	다케코
ja_imai	이마이
ja_ɲiɕiɯɰaɡɯɴ	니시우와군
ja_hot͡ɕɯːɾeː	다다노리
ja_ɯɾoɸɯt͡ɕi	우로부치
ja_t͡ɕokɯɾʲiŋ	나오미치
ja_ɡʲind͡zoɯ	긴조
ja_maedaɕi	마에다씨
ja_isaɡohoɾʲi	사오리
ja_saɕimaɡɯɴ	사시마군
ja_akʲio	후미오
ja_ɕintoɯɲippoɴ	신당일본
ja_iɰasakʲi	이와사키
ja_doɯmoto	도모토
ja_tomonobɯ	도모노부
ja_maçiɾo	마히로
ja_ɖʲiho	리호
ja_joɕikat͡sɯ	요시카쓰
ja_tojojamamat͡ɕi	도요야마정
ja_kaɰaɾampo	란포
ja_kaɡema	카게마
ja_ɕikaoimat͡ɕi	시카오이정
ja_izɯmotaiɕa	이즈모타이샤
ja_çitonoɾʲi	히토키
ja_hoɯkʲiʑi	호키지
ja_kaɰatakeçiko	다케히코
ja_paɕiɸʲikkɯ	퍼시픽
ja_koɯnomat͡ɕi	히로노정
ja_poːtoaiɾando	포트아일랜드
ja_çika	히가
ja_haɾɯjama	하루야마
ja_osama	오사마
ja_mʲizɯhomat͡ɕi	미즈호정
ja_kɯseɡɯɴ	구세군
ja_kokʲkʲi	가쓰미
ja_taɰaɾaja	다와라야
ja_matoi	마토메
ja_mʲiŋ	민
ja_mʲijaʑimamat͡ɕi	미야지마정
ja_ɸɯmʲija	후미야
ja_kazɯit͡ɕiɾoɯ	와이치로
ja_kɯɾoɸɯne	흑선
ja_moɾʲio	모리오
ja_satosakʲi	사토자키
ja_d͡zeɲɲihoŋkɯːjɯ	전일본공수
ja_odaɰaɾajado	오다와라슈쿠
ja_ɸɯɾanoseŋ	후라노선
ja_naɕikeː	에리카
ja_kaɡoɕimakeŋ	가고시마현
ja_motodoːɾʲi	모토미치
ja_nend͡ʑi	넨지
ja_çiɾobɯmʲi	히로부미
ja_naɾʲitaseŋ	나리타선
ja_mʲijatamat͡ɕi	미야타정
ja_joɯɸɯ	야부
ja_ɕindoɯ	신도
ja_inɯkʲi	이누키
ja_naojɯkʲi	나오유키
ja_kɯsat͡sɯmat͡ɕi	구사쓰정
ja_ɯt͡ɕimoto	우치모토
ja_kʲidaɡɯɴ	기타군
ja_okɯdeɾa	오쿠데라
ja_kazɯjo	가즈요
ja_ɕɯkɯba	슈쿠바
ja_tahaha	다모가미
ja_mɯneo	무네오
ja_haɾaɡɯt͡ɕi	하라구치
ja_ɕibakaɰamat͡ɕi	시바카와정
ja_takahata	타카하타
ja_ɕoɯt͡ɕikɯ	쇼치쿠
ja_tammat͡ɕi	소리마치
ja_kanai	가나이
ja_kʲijoɕiɾoɯ	키요시로
ja_koːtaɾoː	고타로
ja_sekʲido	세키도
ja_ɯtazɯmat͡ɕi	우타즈정
ja_d͡ʑiŋɡʲikaɴ	신기관
ja_nobɯçide	노부히데
ja_kaɰasakʲi	가와사키
ja_kaɰate	가와테
ja_kaɰasakʲijado	가와사키슈쿠
ja_çinamat͡sɯɾʲi	히나마쓰리
ja_kadota	가도타
ja_saːt͡ɕina	서치나
ja_nomʲiko	노미코
ja_joɯɰa	요와
ja_çiɾama	히라마
ja_hosoda	호소다
ja_teɾakoja	데라코야
ja_jɯːkʲiɡɯɴ	유키군
ja_d͡ʑɯmmoto	준키
ja_çiɾoi	히로이
ja_t͡sɯɾɯɡʲimat͡ɕi	쓰루기정
ja_paɯɾo	바오로
ja_jamamotoɡɯɴ	야마모토군
ja_ɰiɾɯsoɴ	윌슨
ja_masakʲiɡɯɴ	마쓰마에군
ja_t͡ɕiçoɯe	지헤
ja_etaɲi	가라타니
ja_ɸɯʑiː	후지이
ja_ɕind͡ʑiɾoɯ	신지로
ja_tessai	뎃사이
ja_mʲoɯbɯ	명부
ja_ɖakɯteŋɡɯɾɯːpɯ	라쿠텐
ja_kat͡ɕiseː	카츠키
ja_jɯːsono	아리조노
ja_iemʲit͡sɯ	이에미쓰
ja_bʲisɯko	비스코
ja_nakat͡sɯkasa	나카쓰카사
ja_ɡoɯɾʲikʲi	고리키
ja_kojɯkʲi	코유키
ja_kazɯsa	카즈사
ja_hoɾʲiː	호리이
ja_osaɰamat͡ɕi	나가와정
ja_kanda	칸다
ja_ɯt͡ɕieːsakɯ	에이사쿠
ja_koɯ	고
ja_ɕɯːt͡ɕiɡɯɴ	슈치군
ja_kasaɡʲi	카사기
ja_koɯɾʲoɯmat͡ɕi	고료정
ja_naɡɯmo	나구모
ja_iɕijama	이시야마
ja_mʲijaʑi	미야지
ja_kakɯkaɰa	츠노가에
ja_tomʲiɕiɡeɾɯ	도미나리
ja_taneomʲi	다네오미
ja_tojoɕima	토요시마
ja_ebʲina	켄이치
ja_toɕiːe	도시이에
ja_toinazoɯ	이나조
ja_moɾʲiaɡe	모리가미
ja_hatadai	마사히로
ja_sɯɡʲita	스기타
ja_joɕiet͡sɯko	에츠코
ja_akʲiɾakɯɴ	아키노리
ja_jasɯe	야스에
ja_kazaɴ	가잔
ja_bɯɯ̃ja	훈야노
ja_ɖeo	레오
ja_kaãseː	간세이
ja_naɡanɯma	나가누마
ja_ɸɯzɯkʲi	후즈키
ja_pentakkɯsɯ	펜탁스
ja_jɯika	유이모토
ja_ɕioja	우지치카
ja_ɖʲɯːtaɾoɯ	류타로
ja_ɡʲaɾoppɯ	갸롯푸
ja_takadono	타카도노
ja_t͡sɯʑinai	쓰지우치
ja_t͡ɕɯːteɾɯ	다다테루
ja_ɡʲind͡ʑiɾoɯ	긴지로
ja_sɯkehaɾɯ	스케토모
ja_meːseː	아키나리
ja_jamasatoɕihaja	지하야
ja_manat͡sɯ	마나쓰
ja_ɡennai	겐나이
ja_meɕiai	메시아이
ja_masaja	마사야
ja_ɕiɡemɯne	시게무네
ja_noɕɯː	시게루
ja_kaɰaɯtamaɾo	우타마로
ja_bʲikʲi	미키
ja_sohoɯ	소호
ja_daimaɾɯ	다이마루
ja_keː	케이
ja_oɡʲɯː	오규
ja_ɡokoɯ	고코곤
ja_inaɰaɕiɾoko	이나와시로호
ja_okaɕind͡ʑi	신지
ja_aɰanaka	단나카
ja_takehaɾa	다케하라
ja_heːaŋkʲoɯ	헤이안쿄
ja_kʲikɯtaɾoɯ	기쿠타로
ja_kat͡ɕiɯɾamat͡ɕi	가쓰우라정
ja_it͡ɕinobe	이치노헤노시하
ja_d͡ʑɯɴ	준
ja_oizɯmʲi	오이즈미
ja_pedaːseŋ	피더슨
ja_tadaçiɾo	다다히로
ja_hekʲiɾɯ	헤키루
ja_iɰasato	이와사토
ja_ɕiɡɯma	시그마
ja_eːɰa	에이와
ja_kasai	가사이
ja_ɲɯːzemmat͡ɕi	뉴젠정
ja_kɯesɯto	퀘스트
ja_kend͡zoɯ	겐조
ja_mʲit͡sɯtomo	미쓰토모
ja_keẽsɯke	겐스케
ja_tojamaɰaɴ	도야마만
ja_kamedahaɴ	가메다번
ja_maɾe	호마레
ja_ɲɯːɡɯɴ	뉴군
ja_kʲiɾʲiŋ	키린
ja_kaãɸɯtoɕiɕɯɴ	한태순
ja_hoɾʲie	호리에
ja_akʲizɯkʲi	아키즈키
ja_oːsakʲimat͡ɕi	오사키정
ja_iɰasaɰa	이와사와
ja_naɾa	나라
ja_kʲitamoto	기타모토
ja_aoba	아오바
ja_iɕizɯmʲi	시즈미
ja_kɯɕɕaɾoko	굿샤로호
ja_oːhaɾa	오하라
ja_mʲiɸɯ	미호
ja_kotoɲiɕikʲi	고토니시키
ja_ɖʲɯːsakɯ	류사쿠
ja_akoɯhaɴ	아코번
ja_end͡ʑiɾoɯ	엔지로
ja_çidejɯkʲi	히데유키
ja_çinokaɡemat͡ɕi	히노카게정
ja_sabɯɴ	사부리
ja_mʲijɯkʲi	미유키
ja_kʲinɯko	메이코
ja_tokʲihaɴ	도키노리
ja_abɯɾaja	아부라야
ja_kʲinoɕita	키노시타
ja_ɕiɡekat͡sɯ	시게카쓰
ja_tatakekʲi	다케키
ja_kamʲiheːɡɯɴ	가미헤이군
ja_ɕibatahaɴ	시바타번
ja_haɾʲimamat͡ɕi	하리마정
ja_nant͡ɕoɯ	남조
ja_eːɾekʲi	에이랴쿠
ja_meɡa	메가타
ja_saɡa	사가
ja_çiɾonoɾʲi	히로미치
ja_ɸɯkɯoɯ	후쿠오
ja_kaŋkʲi	타마키
ja_kat͡sɯɾabɯɴ	가트라
ja_satotaɾoɯ	소타로
ja_çidenoɾʲi	히데노리
ja_ɸɯmʲimaɾo	후미마로
ja_sɯɰa	스와베
ja_oːdaimat͡ɕi	오다이정
ja_sojoɡʲi	소요기
ja_tomaɕino	도마시노
ja_ɲippoŋɡa	일본화
ja_katanakaɾʲi	칼사냥
ja_eːːsao	에이토쿠
ja_kʲihaɾa	기하라
ja_koɯnai	고치
ja_kʲikaɾʲiŋ	카리니
ja_ɲiɕisonokʲiɡɯɴ	니시소노기군
ja_ɕɯːeːɕa	슈에이샤
ja_naoja	나오야
ja_masakat͡sɯ	마사카쓰
ja_koɯmʲiseŋ	고우미선
ja_kʲijotaɾoɯ	세이타로
ja_ɕimaːdemʲiːɾɯ	아데미르
ja_hambat͡sɯ	번벌
ja_hakɯhoɯ	하쿠호
ja_takadahaɴ	다카다번
ja_kaʑimoto	가지모토
ja_sɯkʲiɡaɾa	스키가라
ja_sakata	사카타
ja_ɸɯʑiɡɯt͡ɕi	후지구치
ja_immat͡sɯʑi	마쓰지
ja_ɕiɡejasɯ	시게야스
ja_koɯseː	고쇼
ja_senoɯe	세노우에
ja_koɯhaɾɯ	다카하루
ja_ɕoɯda	쇼다
ja_seːt͡sɯne	마사쓰네
ja_oɯçinaoko	나오코
ja_bandai	반다이
ja_bʲihaːɾʲiː	비하리
ja_tobe	도베
ja_antaiteɾa	안타이지
ja_t͡sɯnenaɡa	쓰네나가
ja_kamʲiːnaɡɯɴ	가미이나군
ja_atoɯmat͡ɕi	아토정
ja_jamaɡoeɡɯɴ	야마코시군
ja_nakaɡaɰamat͡ɕi	나카가와정
ja_kʲɯːkʲiŋ	규킨
ja_baiɕoɯ	바이쇼
ja_ɡeːɡʲi	게이샤
ja_ɡʲaɾɯ	갸루
ja_otoɰamat͡ɕi	오토와정
ja_ɯɡakʲi	우가키
ja_taɡaɰaɡɯɴ	다가와군
ja_ɕimakaoɾʲi	시마카
ja_sɯmʲikeŋ	스미
ja_jasɯda	야스다
ja_taɡamat͡ɕi	다가정
ja_ɕimaɡʲi	시마키
ja_kʲiɰako	키와코
ja_mʲijakɯɲi	미야구니
ja_taɲimasataka	마사타카
ja_mʲinoɰa	미노와
ja_mʲijaɡaɰamat͡ɕi	미야가와쵸
ja_tottoɾʲihaɴ	돗토리번
ja_jɯmeʑi	유메지
ja_takaɸɯmʲi	다카후미
ja_kʲida	기다
ja_kaɰamae	가와마에
ja_ioka	이오카
ja_aãiko	아이코
ja_kʲiba	기바
ja_oːt͡sɯkʲimat͡ɕi	오쓰키정
ja_tet͡sɯɾoɯ	데쓰로
ja_joakʲiɾa	료스케
ja_oɡʲisɯ	오기스
ja_tanaoie	나오이에
ja_ɸɯkɯ	후쿠
ja_ɕimoʑoɯ	시모조
ja_t͡ɕiː	치이
ja_hoɯdeŋ	호덴
ja_kakeɡaɰahaɴ	가케가와번
ja_mat͡sɯda	마쓰다
ja_mɯtoɯ	무토
ja_ɕiɰamat͡ɕi	시와정
ja_takamat͡ɕi	다카정
ja_t͡ɕatammat͡ɕi	자탄정
ja_inohaɾa	이노하라
ja_nakano	나카노
ja_tokʲinaː	토키나
ja_mana	마나
ja_mɯnekata	무네타카
ja_iɕizaɰa	이시자와
ja_ɲitta	닛타
ja_koɯnosɯke	고노스케
ja_jasɯhaɾa	야스하라
ja_kamotoɡɯɴ	가모토군
ja_mototokɯ	겐토쿠
ja_naɡanɯmamat͡ɕi	나가누마정
ja_kamʲio	가미오
ja_sako	사코
ja_ɖɯɾʲia	루리아
ja_ɖokɯzaɴ	로쿠잔
ja_ɰasabʲi	와사비
ja_oɕikaɡɯɴ	오시카군
ja_noɾʲiçito	노리히토
ja_beːsɯboːɾɯ	베이스볼
ja_hatasaɕimono	사시모노
ja_ɖʲɯːit͡sɯkʲi	다쓰키
ja_tadaːt͡sɯ	다다아쓰
ja_jaɡʲinɯma	야기누마
ja_haɾasai	하라
ja_d͡ʑɯntokɯ	준토쿠
ja_naohoɴ	나오모토
ja_aɾʲimoɾʲi	아리모리
ja_mʲiːna	미나
ja_sasɯhaɾa	사시하라
ja_tonoːka	토노오카
ja_sonobe	소노베
ja_jɯːko	유코
ja_ɰakana	와카나
ja_t͡ɕihaɾa	치하라
ja_ɕiĩɕiɡeɾɯ	지카시게
ja_oːi	오이
ja_oʑikamat͡ɕi	오지카정
ja_ait͡ɕikeŋ	아이치현
ja_kaɰakat͡sɯ	가와카쓰
ja_ɡaːɾa	갈라
ja_joɕinomat͡ɕi	요시노정
ja_ɸɯɾɯta	후루타
ja_eːɾʲika	에리카
ja_kokɯɕoɯ	코쿠쇼
ja_çiɡaɕiazaiɡɯɴ	히가시아자이군
ja_mʲit͡sɯnoɾʲi	미쓰노리
ja_nae	카나에
ja_ibata	이바타
ja_asaɡaɰamat͡ɕi	아사카와정
ja_tosamat͡ɕi	도사정
ja_akʲimʲit͡sɯ	아키미쓰
ja_inɯie	이누이
ja_janohoɯ	야카타
ja_ɲippond͡ʑinɖoɴ	일본인론
ja_çiɾoːɡɯɴ	히로오군
ja_kaɾasɯjamaseŋ	가라스야마선
ja_çiɾasaka	히라사카
ja_daɴ	단
ja_taketo	야마토
ja_moɾʲikʲi	모리
ja_kɯɕino	구시노
ja_sanetoɯ	사네토
ja_tokɯjama	토쿠야마
ja_koɾet͡ɕika	고레치카
ja_kɯɾɯɾʲiseŋ	구루리선
ja_mʲit͡ɕijasɯɕi	미치야스
ja_asɯke	아스케
ja_hazɯɡɯɴ	하즈군
ja_nat͡sɯme	나쓰메
ja_koɯoɴ	카논
ja_oːɕimaɡɯɴ	오시마군
ja_ɲiɕiazaimat͡ɕi	니시아자이정
ja_taɕiĩja	신야
ja_takɯma	다쿠마
ja_t͡ɕɯːkadombɯɾʲi	주카돈
ja_ɸɯʑimakʲi	후지마키
ja_soɯkʲit͡ɕi	소키치
ja_oːmoɾʲi	오오모리
ja_maiko	마이코
ja_seːsoɴ	세이손
ja_mʲit͡sɯko	미츠코
ja_amʲino	아미노
ja_ɕɯːseː	슈세이
ja_inabɯne	이나후네
ja_tadatokʲi	다다토키
ja_jamakɯɾa	야마쿠라
ja_çiɾomɯ	히로무
ja_motoçisa	모토히사
ja_teɾɯjɯkʲisɯke	테루노수케
ja_seẽçiɾoɕi	노리히로
ja_kaʑiɯɾa	카지우라
ja_mʲit͡sɯsada	미쓰사다
ja_jasɯoka	야스오카
ja_kɯɾokaɰa	구로카와
ja_oːkʲimat͡ɕi	오키정
ja_kɯɾʲimoto	구리모토
ja_banɖʲi	마리
ja_joɕiko	후미코
ja_mɯt͡sɯmʲiçiɾoɕi	무쓰히로
ja_oɡɯɾa	오구라
ja_tokɯmoto	토쿠모토
ja_izɯɾɯ	이즈루
ja_hoɾʲikeŋ	호리
ja_satomʲi	사토미
ja_bʲizaɴ	비잔
ja_mʲijazakʲi	미야자키
ja_sɯntoɯɡɯɴ	슨토군
ja_koɯkʲit͡ɕi	고키치
ja_itaiːtaibʲoɯ	이타이이타이병
ja_tahata	다바타
ja_meɡɯmʲikai	케이스케
ja_çideko	히데코
ja_kaɰaçisa	가와쿠보
ja_keŋkai	겐스케
ja_kakʲimoto	가키노모토노
ja_ɡeŋkainada	겐카이나다
ja_okʲi	유키
ja_mat͡sɯnaɡa	마쓰나가
ja_ɖʲiɾʲiaɴ	리리안
ja_keːɡo	게이고
ja_t͡sɯneçisa	쓰네히사
ja_takɯɾanosɯke	구라노스케
ja_tameda	다메다
ja_heːsɯke	헤이스케
ja_teẽɕoɯ	덴쇼
ja_heːzoɯ	헤이조
ja_mʲikataɡɯɴ	미카타군
ja_ɸɯʑiɡɯɴ	후지군
ja_kodaiɾa	코다이라
ja_mamoɾʲiɕiŋ	모리노부
ja_otoçiko	오토히코
ja_ɕiɡemʲit͡sɯ	시게미쓰
ja_semʲimaɾɯ	세미마루
ja_asoɡɯɴ	아소군
ja_takanaɰa	다카나와
ja_takase	타카세
ja_jɯmesakʲi	유메사키
ja_kʲisosammʲakɯ	기소산맥
ja_koɯhakɯ	코하쿠
ja_kaɰazɯ	카와즈
ja_mabaɾɯ	마하라
ja_ɖʲikɯːsaiseŋ	리쿠우사이선
ja_ɖabɯdeɾʲikkɯ	러브데릭
ja_meːtokɯ	메이토쿠
ja_ɯeʑimamat͡ɕi	가미지마정
ja_ɕimataɲi	시마타니
ja_sakɯɾaʑoɯ	사쿠라바
ja_jɯːaoi	유키
ja_sakʲiho	다모쓰
ja_ɕiɲɲiĩɕikʲi	친임식
ja_kʲino	키노
ja_jɯːsɯke	유스케
ja_it͡sɯko	이쓰코
ja_çiɾokoɯ	히로카
ja_tamamoɾʲi	타마모리
ja_mʲinamʲimɯɾoɡɯɴ	미나미무로군
ja_itaɾɯzoɯ	닷소
ja_ɕiːna	시나
ja_naɡase	나가세
ja_inaɰaɕiɾomat͡ɕi	이나와시로정
ja_ɕimpeː	신페이
ja_hoaɴ	호안
ja_temmoɴ	덴분
ja_toɯko	후지코
ja_kazɯko	사와코
ja_kaijoɯmat͡ɕi	가이요정
ja_kɯdoɯ	구도
ja_akaoɾʲi	아카리
ja_kat͡sɯnoɾʲi	가쓰노리
ja_ɕɯːheː	슈헤이
ja_jakɯɕimamat͡ɕi	야쿠시마정
ja_sakɯɾai	사쿠라이
ja_d͡ʑɯɯ̃çiɾoɕi	노부히로
ja_mɯtaːkʲiko	아키코
ja_mɯɾase	무라세
ja_mat͡sɯɕita	마쓰시타
ja_kɯsɯkɯsɯ	쿠스쿠스
ja_mɯkɯhaɾa	무쿠하라
ja_d͡ʑikeŋ	사건
ja_kɯt͡ɕikʲi	쿠츠키
