angela,앙겔라,anggelra
hoteev,호테예프,hoteyepeu
liefers,리페르스,ripereuseu
hildrun,힐드룬,hildeurun
tilkowski,틸코프스키,tilkopeuseuki
helga,헬가,helga
seidler,자이들러,jaideulreo
søren,쇠렌,soeren
eichberg,아이히베르크,aihibereukeu
freund,프로인트,peurointeu
osieck,오지크,ojikeu
oncken,옹켄,ongken
lovejoy,러브조이,reobeujoi
honig,호니히,honihi
annalena,아나레나,anarena
baerbock,베어보크,beeobokeu
kunz,쿤츠,kunceu
dettmar,데트마어,deteumaeo
cramer,크라머,keurameo
froese,프로제,peuroje
horstdieter,호르스트디터,horeuseuteuditeo
höttges,회트게스,hoeteugeseu
sheridan,셰리던,syerideon
doerry,되리,doeri
ricken,리켄,riken
eduard,에두아르트,eduareuteu
fraenkel,프랭켈,peuraengkel
kulenkampff,쿨렌캄프,kulrenkampeu
kölzig,쾰치크,koelcikeu
merz,메르츠,mereuceu
ribbeck,리베크,ribekeu
helmer,헬머,helmeo
yunus,유누스,yunuseu
malli,말르,malreu
geschonneck,게쇼네크,gesyonekeu
jana,야나,yana
pallaske,팔라스케,palraseuke
toppmöller,토프묄러,topeumoelreo
pisendel,피젠델,pijendel
brych,브리히,beurihi
sigfried,지크프리트,jikeupeuriteu
held,헬트,helteu
leon,레온,reon
balogun,발로군,balrogun
jungingen,융깅겐,yungginggen
humpe,훔페,humpe
tetzner,테츠너,teceuneo
cohn,콘,kon
barzel,바르첼,bareucel
rutschowstomporowski,루초슈톰포로프스키,rucosyutomporopeuseuki
mögenburg,뫼겐부르크,moegenbureukeu
davidson,데이비슨,deibiseun
samed,사메드,samedeu
yesil,예실,yesil
franke,프랑케,peurangke
wilfried,빌프리트,bilpeuriteu
tomma,토마,toma
abts,압츠,abceu
breitenreiter,브라이텐라이터,beuraitenraiteo
gensheimer,겐스하이머,genseuhaimeo
leonardo,레오나르도,reonareudo
bittencourt,비텡코우르트,bitengkoureuteu
eichrodt,아이크롯트,aikeurosteu
mölders,묄더스,moeldeoseu
mustafa,무스타파,museutapa
doğan,도안,doan
brülls,브륄스,beurwilseu
rose,로제,roje
eckel,에켈,ekel
wohlfarth,볼파르트,bolpareuteu
lange,랑게,rangge
reinders,라인더스,raindeoseu
hecke,헤케,heke
goretzka,고레츠카,goreceuka
vosstecklenburg,포스테클렌부르크,poseutekeulrenbureukeu
memering,메메링,memering
rehhagel,레하겔,rehagel
siegmund,지크문드,jikeumundeu
lubin,루빈,rubin
saftig,자프티히,japeutihi
hansgünter,한스귄터,hanseugwinteo
bruns,브룬스,beurunseu
junghans,융한스,yunghanseu
bongartz,봉가르츠,bonggareuceu
leister,라이스터,raiseuteo
tremmel,트레멜,teuremel
eckhard,에크하르트,ekeuhareuteu
krautzun,크라우춘,keuraucun
hopfer,호퍼,hopeo
sandro,잔드로,jandeuro
wagner,바그너,bageuneo
ronny,로니,roni
weller,벨러,belreo
zürner,취르너,cwireuneo
skibbe,스키베,seukibe
storck,슈토르크,syutoreukeu
maulbertsch,말베르츠,malbereuceu
mill,밀,mil
lachenmann,라헨만,rahenman
rehmer,레머,remeo
fin,핀,pin
bartels,바르텔스,bareutelseu
herman,헤르만,hereuman
shkodran,슈코드란,syukodeuran
mustafi,무스타피,museutapi
risse,리세,rise
quellmalz,켈말츠,kelmalceu
derwall,데어발,deeobal
pflügler,플뤼글러,peulrwigeulreo
pierremichel,피에르미셸,piereumisyel
lasogga,라조가,rajoga
quasthoff,크바스트호프,keubaseuteuhopeu
liebrich,리브리히,ribeurihi
oczipka,오칩카,ocibka
wetklo,베트클로,beteukeulro
valdet,발데트,baldeteu
rama,라마,rama
kirchhoff,키르히호프,kireuhihopeu
wück,뷔크,bwikeu
zorc,초어크,coeokeu
olk,올크,olkeu
klodt,클로트,keulroteu
hecker,헤커,hekeo
yvan,이반,iban
goll,골,gol
wolfermann,볼퍼만,bolpeoman
erik,에릭,erig
geißler,가이슬러,gaiseulreo
renner,레너,reneo
hansjochen,한스요헨,hanseuyohen
wess,베스,beseu
galle,갈레,galre
flick,플리크,peulrikeu
jantschke,얀치케,yancike
lior,리오,rio
shamriz,샴리즈,syamrijeu
burdenski,부르덴스키,bureudenseuki
worm,보름,boreum
josephine,요제피네,yojepine
henning,헤닝,hening
kleff,클레프,keulrepeu
herget,헤르게트,hereugeteu
demme,데메,deme
paulo,파울루,paulru
rink,힝크,hingkeu
votava,포타바,potaba
kremers,크레머스,keuremeoseu
apparat,아파라트,aparateu
engelhardt,엥엘하트,engelhateu
braeden,브래든,beuraedeun
borowka,보로프카,boropeuka
marschall,마르샬,mareusyal
horler,홀러,holreo
maffay,마파이,mapai
milko,밀코,milko
kelemen,켈레멘,kelremen
sydenham,시드남,sideunam
mebus,메부스,mebuseu
egid,에기트,egiteu
quirin,퀴린,kwirin
asam,아잠,ajam
frenzel,프렌첼,peurencel
thorsten,토르스텐,toreuseuten
fink,핑크,pingkeu
bommer,보머,bomeo
bellarabi,벨라라비,belrarabi
willimowski,빌리모프스키,bilrimopeuseuki
rode,로데,rode
langkamp,랑캄프,rangkampeu
reck,레크,rekeu
eichner,아이히너,aihineo
erhardt,에르하르트,ereuhareuteu
hubert,후베르트,hubereuteu
kah,카,ka
peer,페어,peeo
tuchel,투헬,tuhel
thiel,틸,til
slevogt,슬레포크트,seulrepokeuteu
popoff,포포프,popopeu
hoffmeister,호프마이스터,hopeumaiseuteo
luis,리스,riseu
seijas,세이하스,seihaseu
preetz,프레츠,peureceu
braunfels,브라운펠스,beuraunpelseu
voegelin,푀겔린,poegelrin
klos,클로스,keulroseu
dietz,디츠,diceu
alessandro,알레산드로,alresandeuro
rother,로터,roteo
frey,프라이,peurai
laband,라반트,rabanteu
herms,헤름스,hereumseu
niel,닐,nil
jonath,요나트,yonateu
finke,핑케,pingke
uwejens,우베옌스,ubeyenseu
mey,마이,mai
bergengruen,베르겐그루엔,bereugengeuruen
thorben,토르벤,toreuben
woithe,보이테,boite
schillings,실링스,silringseu
schuft,슈프트,syupeuteu
schaffer,샤퍼,syapeo
eder,에더,edeo
posipal,포지팔,pojipal
dremmler,드렘러,deuremreo
jungk,융크,yungkeu
schudt,슈트,syuteu
binz,빈츠,binceu
abramczik,아브람치크,abeuramcikeu
riedmüller,리트뮐러,riteumwilreo
kwiatkowski,크비아트코프스키,keubiateukopeuseuki
wegner,베그너,begeuneo
aziz,아지즈,ajijeu
bouhaddouz,부하두즈,buhadujeu
voss,포스,poseu
russ,루스,ruseu
hieronymus,히로니무스,hironimuseu
zewe,체베,cebe
manglitz,망글리츠,manggeulriceu
danner,다너,daneo
nogly,노글리,nogeulri
patzke,파츠케,paceuke
hornig,호르니크,horeunikeu
dorfner,도르프너,doreupeuneo
madison,매디슨,maediseun
ivy,아이비,aibi
krämer,크레머,keuremeo
peniel,페니엘,peniel
mlapa,음라파,eumrapa
irmin,이르민,ireumin
dutt,두트,duteu
gassner,가스너,gaseuneo
mergim,머르김,meoreugim
mavraj,마브라이,mabeurai
rausch,라우슈,rausyu
stindl,슈틴들,syutindeul
horn,호른,horeun
hakan,하칸,hakan
çalhanoğlu,찰하노을루,calhanoeulru
in,후세자빈,husejabin
rittberger,리트베르거,riteubereugeo
tannhäuser,탄호이저,tanhoijeo
lewandowski,레반도프스키,rebandopeuseuki
metzner,메츠너,meceuneo
frontzeck,프론체크,peuroncekeu
bakalorz,바칼로츠,bakalroceu
kerem,케렘,kerem
demirbay,데미르바이,demireubai
kilian,킬리안,kilrian
szepan,슈체판,syucepan
herrlich,헤를리히,hereulrihi
freimuth,프라이무트,peuraimuteu
benedict,베네딕트,benedigteu
wells,벨스,belseu
theismann,타이스만,taiseuman
liszt,리스트,riseuteu
ditmar,디트마어,diteumaeo
jakobs,야콥스,yakobseu
ducksch,두크슈,dukeusyu
durm,두름,dureum
halstenberg,할스텐베르크,halseutenbereukeu
berti,베르티,bereuti
vogts,포크츠,pokeuceu
faissal,파이살,paisal
ebnoutalib,에브누탈리프,ebeunutalripeu
wiedwald,비드발트,bideubalteu
glahn,글란,geulran
zacher,차허,caheo
illgner,일그너,ilgeuneo
wanja,바냐,banya
hyun,현,hyeon
schuhmacher,슈마허,syumaheo
magneto,매그니토,maegeunito
akpoguma,아크포구마,akeupoguma
däbritz,데브리츠,debeuriceu
odersky,오더스키,odeoseuki
jurack,유라크,yurakeu
birge,비르게,bireuge
schade,샤데,syade
nemes,네메스,nemeseu
heuser,호이저,hoijeo
chhunly,훈리,hunri
pagenburg,파겐부르크,pagenbureukeu
draisaitl,드라이자이틀,deuraijaiteul
haitzler,하이츨러,haiceulreo
drosten,드로스텐,deuroseuten
carmenmaja,카르멘마야,kareumenmaya
antoni,안토니,antoni
schorn,쇼른,syoreun
schwöbel,슈뵈벨,syuboebel
schick,시크,sikeu
letkowski,레트코브스키,reteukobeuseuki
rücker,뤼커,rwikeo
gretl,그레틀,geureteul
jodocus,요도쿠스,yodokuseu
trutfetter,트루트페터,teuruteupeteo
tippelt,티펠트,tipelteu
lehel,레헬,rehel
lauzemis,라우제미스,raujemiseu
doorsoun,두르순,dureusun
jascheroff,야셰로프,yasyeropeu
puppe,푸페,pupe
hollinderbäumer,홀린더보이머,holrindeoboimeo
nazarov,나자로프,najaropeu
ertmann,에르트만,ereuteuman
kudla,쿠들라,kudeulra
kapičić,카피치치,kapicici
peri,페리,peri
baumeister,바우마이스터,baumaiseuteo
alicia,알리치아,alricia
rittberg,리트베르크,riteubereukeu
konarske,코나르스케,konareuseuke
dominique,도미니크,dominikeu
heintz,하인츠,hainceu
henrike,헨리케,henrike
fehrs,페어스,peeoseu
nadeshda,나데슈다,nadesyuda
brennicke,브레니케,beurenike
reicher,레이처,reiceo
osterroth,오스터로트,oseuteoroteu
nilam,닐람,nilram
farooq,파루크,parukeu
elisa,엘리자,elrija
schlott,슐로트,syulroteu
aline,알리네,alrine
rotterfocken,로터포켄,roteopoken
zeller,첼러,celreo
helmchen,헬름센,helreumsen
ernstgeorg,에른스트게오르크,ereunseuteugeoreukeu
schwill,슈빌,syubil
felicio,펠리시오,pelrisio
brown,브라운,beuraun
forbes,포브스,pobeuseu
torben,토르벤,toreuben
liebrecht,리브레히트,ribeurehiteu
capito,카피토,kapito
holland,홀란트,holranteu
elise,엘리제,elrije
barensfeld,바렌스펠트,barenseupelteu
petrus,페트루스,peteuruseu
mastricht,마스트리흐트,maseuteuriheuteu
stäbler,슈테블러,syutebeulreo
nadia,나디아,nadia
hilker,힐커,hilkeo
schuch,슈흐,syuheu
florence,플로렌스,peulrorenseu
kasumba,카숨바,kasumba
franziska,프란치스카,peuranciseuka
knuppe,크누페,keunupe
panzner,판츠너,panceuneo
dragus,드라구스,deuraguseu
bonk,봉크,bongkeu
antes,안테스,anteseu
gereon,게레온,gereon
krahforst,크라포르스트,keuraporeuseuteu
oettingen,외팅겐,oetinggen
giese,기제,gije
stiehler,슈틸러,syutilreo
isolde,이솔데,isolde
barth,바스,baseu
weimann,바이만,baiman
basedow,바제도,bajedo
jørn,예른,yereun
kurth,쿠르트,kureuteu
korff,코르프,koreupeu
hansmichael,한스미하엘,hanseumihael
rehberg,레베르크,rebereukeu
schumm,슘,syum
rosendahl,로젠달,rojendal
helge,헬게,helge
heidegger,하이데거,haidegeo
franoszek,프라노젝,peuranojeg
leipold,라이폴트,raipolteu
mittelstaedt,미텔슈테트,mitelsyuteteu
gauland,가울란트,gaulranteu
mang,망,mang
hubertus,후베르투스,hubereutuseu
imogen,이모겐,imogen
kogge,코게,koge
konstanze,콘스탄체,konseutance
schulthess,슐테스,syulteseu
ina,이나,ina
weisse,바이세,baise
finder,파인더,paindeo
zawieja,차비에야,cabieya
isabel,이자벨,ijabel
kerschowski,케르쇼프스키,kereusyopeuseuki
apolant,아폴란트,apolranteu
igor,이고르,igoreu
jovanović,요바노비치,yobanobici
jella,옐라,yelra
janlennard,얀레나르트,yanrenareuteu
struff,슈트루프,syuteurupeu
nasher,내셔,naesyeo
vicari,비카리,bikari
hossenfelder,호센펠더,hosenpeldeo
janine,야니네,yanine
wissler,비슬러,biseulreo
zehrfeld,체르펠트,cereupelteu
kuene,쿠에네,kuene
franckenberg,프랑켄베르크,peurangkenbereukeu
strate,슈트라테,syuteurate
brambach,브람바흐,beurambaheu
kluckhohn,클루크혼,keulrukeuhon
jorinde,요린데,yorinde
maag,마아그,maageu
walterborjans,발터보르얀스,balteoboreuyanseu
vincenzo,빈첸초,bincenco
grifo,그리포,geuripo
greßler,그레슬러,geureseulreo
kralle,게르트,gereuteu
krawinkel,크라빙켈,keurabingkel
tomaschewsky,토마셰브스키,tomasyebeuseuki
leslie,레슬리,reseulri
malton,말톤,malton
liv,리브,ribeu
fries,프리스,peuriseu
trepte,트렙테,teurebte
eidinger,아이딩거,aidinggeo
lavinia,라비니아,rabinia
wilson,빌손,bilson
louis,루이스,ruiseu
hosemann,호제만,hojeman
loy,로이,roi
hering,헤링,hering
mauff,마우프,maupeu
marek,마레크,marekeu
harloff,하를로프,hareulropeu
ehrich,에를리히,ereulrihi
groeben,그로벤,geuroben
zak,차크,cakeu
wölfel,뵐펠,boelpel
leupolz,로이폴츠,roipolceu
nairy,나이리,nairi
baghramian,바그라미안,bageuramian
onel,오넬,onel
hernández,에르난데스,ereunandeseu
brandner,브란트너,beuranteuneo
navíd,나비드,nabideu
akhavan,아카반,akaban
nikola,니콜라,nikolra
kastner,카스트너,kaseuteuneo
kunzendorf,쿤첸도르프,kuncendoreupeu
bueren,부에렌,bueren
milena,밀레나,milrena
tscharntke,차른트케,careunteuke
beyerhaus,바이어하우스,baieohauseu
episcopius,에피스코비우스,episeukobiuseu
red,레드,redeu
skull,스컬,seukeol
masucci,마수치,masuci
kellermann,켈레르만,kelrereuman
nur,누르,nureu
fettahoğlu,페타홀루,petaholru
geis,가이스,gaiseu
rieder,리더,rideo
grossmann,그로스만,geuroseuman
landshoff,란츠호프,ranceuhopeu
remmler,렘러,remreo
undereyck,운데어아익,undeeoaig
vladimir,블라디미르,beulradimireu
lossky,로스키,roseuki
limpinsel,림핀젤,rimpinjel
kemmerich,켐머리히,kemmeorihi
uğur,우우르,uureu
krumbiegel,크룸비겔,keurumbigel
valeria,발레리아,balreria
eisenbart,아이젠바르트,aijenbareuteu
vicky,비키,biki
krieps,크립스,keuribseu
haverbeck,하페르베크,hapereubekeu
wünsche,뷘셰,bwinsye
vinzenz,빈첸츠,bincenceu
emrich,엠리히,emrihi
allerson,알레슨,alreseun
orban,오르반,oreuban
cosima,코시마,kosima
shaw,쇼,syo
hedwig,헤트비히,heteubihi
potthast,포타스트,potaseuteu
friedrichgeorg,프리드리히게오르크,peurideurihigeoreukeu
eberhardt,에버하르트,ebeohareuteu
heydrich,하이드리히,haideurihi
jeremy,예레미,yeremi
toljan,톨리안,tolrian
roßmann,로스만,roseuman
andersag,안데르자크,andereujakeu
kaan,카안,kaan
ayhan,아이한,aihan
klingenberg,클링겐베르크,keulringgenbereukeu
redman,레트만,reteuman
wulffdieter,울프디터,ulpeuditeo
rehborn,레보른,reboreun
adrienne,에이드리언느,eideurieonneu
mcqueen,맥퀸,maegkwin
stendera,슈텐데라,syutendera
alexandré,알렉산드레,alregsandeure
pölking,푈킹,poelking
falk,팔크,palkeu
hentschel,헨첼,hencel
freyberg,프라이베르크,peuraibereukeu
uth,우트,uteu
branko,브랑코,beurangko
tomović,토모빅,tomobig
gennadi,겐나디,gennadi
vengerov,벤게로브,bengerobeu
lee,리,ri
kohlmar,콜마,kolma
christaller,크리스탈러,keuriseutalreo
hanni,하니,hani
knut,크누트,keunuteu
grubauer,그루바워,geurubaweo
damm,담,dam
leibing,라이빙,raibing
jannik,야닉,yanig
bandowski,반도프스키,bandopeuseuki
dolkun,돌쿤,dolkun
isa,이사,isa
koslo,코슬로,koseulro
nursel,누르셀,nureusel
köse,쾨세,koese
röhler,뢸러,roelreo
justin,저스틴,jeoseutin
eilers,아일러스,ailreoseu
helberg,헬버그,helbeogeu
frauke,프라우케,peurauke
petry,페트리,peteuri
beckert,베케르트,bekereuteu
süle,쥘레,jwilre
arlissa,아를리사,areulrisa
kroll,크롤,keurol
victor,빅터,bigteo
beaumont,보몬트,bomonteu
levin,레빈,rebin
öztunali,외즈투날르,oejeutunalreu
kaye,카이에,kaie
hinzpeter,힌츠페터,hinceupeteo
bonmann,본만,bonman
voges,포게스,pogeseu
davie,다비,dabi
selke,젤케,jelke
burak,부라크,burakeu
karan,카란,karan
gebhard,게프하르트,gepeuhareuteu
zverev,즈베레프,jeuberepeu
jost,요스트,yoseuteu
gippert,기퍼트,gipeoteu
jonathan,조나탕,jonatang
tah,타,ta
green,그린,geurin
larissa,라리사,rarisa
strahl,슈트랄,syuteural
joshua,요주아,yojua
kimmich,키미히,kimihi
lemke,렘케,remke
kremer,크레머,keuremeo
yannick,야니크,yanikeu
stanislaw,스타니슬라프,seutaniseulrapeu
iljutschenko,일류첸코,ilryucenko
melvyn,멜빈,melbin
lorenzen,로렌즌,rorenjeun
becht,베흐트,beheuteu
gosens,고젠스,gojenseu
gebbe,게베,gebe
ebner,에브너,ebeuneo
aenne,에네,ene
ihlas,이흘라스,iheulraseu
bebou,베부,bebu
sinja,시냐,sinya
dieks,디크스,dikeuseu
stewart,스튜어트,seutyueoteu
mainka,마인카,mainka
schormann,쇼르만,syoreuman
kenan,케난,kenan
karaman,카라만,karaman
weigl,바이글,baigeul
klenke,클렝케,keulrengke
klostermann,클로스테르만,keulroseutereuman
rogowski,로고프스키,rogopeuseuki
svenja,스베냐,seubenya
lea,레아,rea
schüller,쉴러,swilreo
virtual,버추얼,beocueol
riot,라이엇,raieos
keogh,키오,kio
leroy,리로이,riroi
sané,자네,jane
gianluca,잔루카,janruka
jasinski,야신스키,yasinseuki
schwolow,슈볼로브,syubolrobeu
giesinger,기징거,gijinggeo
stenzel,슈텐첼,syutencel
marnon,마르논,mareunon
mahmoud,마흐무드,maheumudeu
dahoud,다후드,dahudeu
teesy,티지,tiji
marius,마리우스,mariuseu
janek,야네크,yanekeu
sternberg,슈테른베르크,syutereunbereukeu
fehlberg,펠베르크,pelbereukeu
donis,도니스,doniseu
avdijaj,아브디야이,abeudiyai
leonhardt,레온하르트,reonhareuteu
benko,벤코,benko
narges,나르게스,nareugeseu
rashidi,라시디,rasidi
jaehn,옌,yen
giffey,기파이,gipai
ewers,에베르스,ebereuseu
nadiem,나딤,nadim
amiri,아미리,amiri
ann,앤,aen
luca,루카,ruka
waldschmidt,발트슈미트,balteusyumiteu
umlauf,움라우프,umraupeu
jessy,제시,jesi
ares,아레스,areseu
spiesshofer,스피어스호퍼,seupieoseuhopeo
emma,엠마,emma
bading,바딩,bading
andrich,안드리히,andeurihi
mojen,모옌,moyen
namika,나미카,namika
vitalij,비탈리,bitalri
lux,룩스,rugseu
thilo,틸로,tilro
kehrer,케러,kereo
befort,베포르트,beporeuteu
blume,블루메,beulrume
passlack,파슬라크,paseulrakeu
küpper,퀴퍼,kwipeo
nübel,뉘벨,nwibel
grischa,그리샤,geurisya
prömel,프뢰멜,peuroemel
lilith,릴리트,rilriteu
stangenberg,슈탕겐베르크,syutanggenbereukeu
bibi,비비,bibi
bourelly,보릴리,borilri
henrichs,헨릭스,henrigseu
dreymon,드레이먼,deureimeon
nagelsmann,나겔스만,nagelseuman
çağla,찰라,calra
korkmaz,코르크마즈,koreukeumajeu
mariama,마리아마,mariama
jamanka,야망카,yamangka
winkelmann,빙켈만,bingkelman
cebio,세비오,sebio
soukou,수쿠,suku
teege,티에게,tiege
geiger,가이거,gaigeo
malina,멀리나,meolrina
weissman,와이스먼,waiseumeon
drogunova,드로구노바,deurogunoba
jamielee,제이미리,jeimiri
kriewitz,크리비츠,keuribiceu
pudenz,푸덴츠,pudenceu
salih,살리흐,salriheu
özcan,외즈잔,oejeujan
kwasi,콰시,kwasi
okyere,오키어,okieo
wriedt,브리트,beuriteu
zazie,자시,jasi
beetz,비츠,biceu
henri,헨리,henri
junghänel,융헤넬,yunghenel
jannes,야네스,yaneseu
shirin,시린,sirin
hanning,하닝,haning
uisenma,위센마,wisenma
borchu,보르추,boreucu
wellbrock,벨브로크,belbeurokeu
pol,폴,pol
lirola,리롤라,rirolra
thefatrat,더팻랫,deopaesraes
havertz,하베르츠,habereuceu
gangl,강글,ganggeul
barta,바르타,bareuta
weidel,바이델,baidel
lucie,루시,rusi
domenico,도메니코,domeniko
tedesco,테데스코,tedeseuko
torunarigha,토루나리가,torunariga
raum,라움,raum
barthel,카이저,kaijeo
merton,머튼,meoteun
levina,레비나,rebina
farke,파르케,pareuke
nmecha,은메차,eunmeca
dräger,드래거,deuraegeo
youssoufa,유수파,yusupa
moukoko,무코코,mukoko
yann,얀,yan
aurel,아우렐,aurel
bisseck,비세크,bisekeu
dora,도라,dora
tino,티노,tino
chrupalla,흐루팔라,heurupalra
ridle,리들레,rideulre
