éverton,艾华顿
moacyr,莫阿西尔
lívia,利维娅
gladys,格拉迪斯
monique,莫妮克
gardenberg,加登伯格
laíla,莱拉
márcia,玛西娅
deriquém,德里克姆
adour,阿杜尔
marli,玛莉
liliane,利利安
maestrini,梅斯特里尼
zwetsch,兹韦茨
manu,曼努
gavassi,加瓦西
lisca,利斯卡
lourenço,洛伦索
cazarré,卡扎雷
nara,奈良安刚
bornier,博尼尔
trad,特拉德
martan,马坦
tanaka,田中
salimeni,萨利梅尼
juliano,朱利安诺
mary,玛丽
sheyla,谢拉
marchesan,若涅尔
neuciano,赫苏斯
mara,玛拉
marcella,马塞拉
muniz,莫尼兹
trevijano,特雷维亚诺
maximira,马克西米拉
maíra,迈拉
marat,马拉特
descartes,笛卡尔
noemi,诺埃米
gerbelli,格贝利
bercovitch,贝科维奇
nonô,诺诺
nico,尼科
nicolaiewsky,尼古拉耶夫斯基
rospide,罗斯皮德
plácido,普莱西多
cidade,西达德
nuvens,努文斯
mionzinho,米翁齐尼奥
polliana,波丽安娜
older,埃尔德
olga,欧嘉
savary,萨瓦希
greca,格雷卡
onyx,米尔顿
lorenzoni,里贝罗
cockrane,科克伦
simonsen,西蒙森
laplan,拉普兰
tejera,特赫拉
lisbôa,里斯本
milionário,米利奥纳里奥
sabrit,萨布里特
talita,塔丽塔
olney,奥尔尼
breda,布雷达
tallyta,塔莉塔
roney,罗尼
villela,维尔拉
ottoni,奥多尼
wanda,万达
stefânia,斯特凡尼亚
jungmann,容曼
wendel,温德尔
werner,沃纳
schumann,舒曼
thalita,塔利塔
carauta,卡鲁塔
keplmair,凯普莱米尔
master,马斯特
thelmo,塞尔莫
garayp,加雷普
sacha,萨莎
amback,安巴克
renée,蕾妮
vielmond,维尔蒙德
pisaneschi,皮萨内斯基
prieto,普列托
zanoni,扎诺尼
ferrite,费利特
zezinho,泽津尼奥
ticiana,提西亚
villas,纳维拉斯
boas,博阿斯
yaçanã,亚萨尼亚
yago,亚戈
pikachu,皮卡丘
zenaldo,塞诺尔多
bromfman,布朗夫曼
pita,皮塔
selma,塞尔玛
egrei,爱格雷
torquato,托尔夸托
petraglia,佩特拉格里亚
rick,瑞克
bonadio,巴迪欧
ângela,安吉拉
dip,迪普
santucci,桑图希
vagner,瓦格纳
sol,索尔
talma,塔尔马
manhães,曼哈斯
kumode,库莫德
faini,费尼
guidolin,圭多林
stepan,斯蒂恩
nercessian,内塞西安
cantú,坎特
lucca,卢卡
deyverson,迪华臣
sater,萨特
sylvia,西尔维亚
salustti,萨卢斯蒂
cleyde,克莱德
yáconis,亚科尼斯
vidal,维达尔
negreiros,内格雷罗斯
sílvia,西尔维亚
guindane,金达内
cauby,部比
ademir,阿德米尔
zanyor,赞尼尔
alinne,阿琳
aguinaldo,阿吉纳尔多
bressane,布雷萨内
ailton,艾尔顿
krenak,克雷纳克
ágatha,阿加莎
bednarczuk,贝德纳楚克
gadelha,盖迪亚
oduvaldo,奥杜瓦尔多
vianna,维安娜
garib,加里布
bahls,巴尔斯
érico,埃里科
barbio,巴比奥
biteco,比特科
farley,法利
adolpho,阿道弗
millon,米伦
caramelo,卡拉梅洛
waldyr,瓦尔迪尔
ryder,莱德
yanna,扬娜
lavigne,拉维涅
protásio,普罗塔西奥
willyan,威廉
rica,里察
o'maihlan,奥梅兰
nivaldo,尼瓦尔多
bendini,本迪尼
giusti,朱斯蒂
pocah,波卡
lucia,卢西亚
hahnen,汉嫩
luis,路易斯
sergio,塞吉奥
krausz,克劳斯
grigio,格里吉奥
bisneto,比斯内托
cinthya,辛蒂娅
andressa,安德雷萨
urach,乌拉赫
molon,莫隆
ruschel,鲁舍尔
cé,谢
joelsas,乔尔萨斯
garambone,加兰伯恩
clarah,克拉拉
averbuck,阿弗巴克
aderlan,安德兰
andreatto,安德烈托
constantino,康斯坦蒂诺
kutner,库特纳
maeve,梅芙
amélia,阿梅利亚
eduarda,埃德瓦尔达
analu,阿纳鲁
marcony,马尔科尼
ghilherme,吉列摩
karanga,卡兰加
ale,阿勒
mchaddo,麦克哈多
queirós,基罗斯
cotrim,科特里姆
audi,欧吉
aracy,阿里西
oliver,欧利维尔
minatel,米纳特尔
pablo,巴勃罗
bethe,贝瑟
kalil,卡里尔
breno,布瑞诺
meurer,梅乌雷尔
galindo,加林多
furlan,弗尔兰
cassiano,卡西亚诺
júlia,茱莉亚
bindilatti,宾迪拉蒂
velasco,贝拉斯科
picoli,比高
baldini,巴尔迪尼
chandelly,香德莉
clésio,科莱西欧
lancellotti,兰切洛蒂
viscaíno,维斯卡诺
portiolli,波尔蒂奥利
perez,佩雷斯
malin,马林
nikitin,尼基庭
nemer,内梅尔
brant,布兰特
roseno,罗森诺
samira,萨米拉
verônica,维罗尼卡
ferriani,费里安尼
caboclo,卡布克洛
wirley,沃利
contaifer,康塔弗
stefany,斯蒂芬妮
vaz,瓦斯
everaldo,埃维拉尔多
stum,史通姆
teuda,托伊达
bara,巴拉
walace,华莱士
taryn,塔琳
szpilman,斯皮尔曼
rizzotto,里佐托
tess,蝶丝
wesley,韦斯利
safadão,萨法多
goiano,戈亚诺
galves,加尔韦斯
curti,柯蒂
dener,德内尔
pagnussat,帕努萨特
bonatini,邦拿天尼
clovis,克洛维斯
stefano,斯蒂法诺
jorgeh,豪尔赫
cabo,卡波
dorigon,多里根
macris,玛克里斯
cauly,考利
kéfera,凯费拉
buchmann,布赫曼
frezarin,布埃诺
dhiego,迪亚戈
derick,德里克
dischinger,迪欣格
micale,米卡莱
birindelli,比林德利
ratão,拉唐
leist,雷斯特
zaneratto,扎内拉托
dyego,迪戈
leomar,莱奥马尔
brustolin,布鲁斯托林
kuc,库克
venuto,韦努托
joesley,乔丝莉
aly,阿里
boulos,布洛斯
ane,安妮
marcelle,马塞勒
gummich,古米奇
fazu,法祖
kepler,克卜勒
dybal,迪巴尔
chami,查米
berna,伯纳
ceppas,西帕斯
erika,埃里卡
januza,贾努扎
lyanco,利安科
vojnovic,沃伊诺维奇
ingrid,英格丽
gamarra,加马拉
mascaro,马斯卡洛
poças,葡卡斯
hermano,埃尔马诺
concon,刚恭
halder,哈尔德
cinara,辛纳拉
yoandry,约安迪
lorrane,洛拉内
edgard,埃德加德
coronado,科罗纳多
moro,莫罗
kelly,凯莉
pissolato,皮索拉托
possignolo,波西诺洛
busin,布辛
andrigo,安德里戈
baio,巴伊欧
alende,阿兰德
claus,克劳斯
kleinübing,克莱努宾
tati,塔蒂
zaqui,扎基
nory,马里安诺
scarpa,斯卡尔帕
érick,埃里克
jacquin,杰奎因
leher,莱赫
fávaro,法瓦罗
dalavia,达拉维亚
ilan,伊兰
goldfajn,戈尔德法因
friedrich,弗里德里希
ignácio,伊格纳西奥
coqueiro,科奎罗
rauen,劳恩
pabllo,帕布洛
vittar,薇塔
sanábio,萨那比奥
lamac,拉马克
gloria,格洛里亚
groove,格鲁夫
samaia,萨马亚
paduan,帕杜安
shaylon,沙伊隆
victorino,维多利诺
chermont,克莱蒙
ornellas,奥内拉斯
clement,克莱门特
guajajara,瓜哈哈拉
murat,穆拉
popp,波普
pissardini,皮萨尔迪尼
hamer,哈默
baeza,巴埃萨
spada,斯巴达
dominic,多米尼克
rosicley,霍西克利
enzo,恩佐
zaga,查加
castanhari,卡斯坦哈里
takeshi,塔克希希
zaleski,扎莱斯基
minerato,米奈拉托
sigrist,西格里斯特
rabello,拉贝洛
ferrari,法拉利
betina,贝蒂娜
korbes,科尔伯斯
pomoceno,波莫切诺
raniel,拉尼尔
samya,萨米亚
pascotto,帕斯科托
martines,马丁内兹
gregore,格雷戈雷
jovane,若瓦内
guissone,吉松
bichette,比薛特
griphao,格里福
monalysa,蒙娜丽莎
waldenberg,华登贝治
tabata,塔巴塔
leonidas,莱昂尼达斯
eric,埃里克
takabatake,高畠
morelatto,莫雷拉托
calero,卡莱罗
ventura,文图拉
ivaldo,伊瓦尔多
susana,苏珊娜
caíque,凯克
purificação,普里菲卡索
leone,莱昂
flávia,弗拉维亚
amoêdo,阿莫多
maju,真珠
buffara,布法拉
natel,纳特尔
rossetto,罗塞托
baraldo,巴拉多
sâmia,萨米亚
rossieli,罗西利
iza,伊扎
arissana,阿里桑娜
pataxó,帕塔索
jaloo,贾鲁
hikari,希卡里
strada,斯特拉达
frambach,弗兰巴赫
baralhas,巴拉利亚斯
hang,杭
dhonata,德纳塔
flavia,弗拉维亚
pavanelli,帕瓦内利
gevú,热武
odair,奥迪
hellmann,海尔曼
mantuan,曼图安
ludmila,卢德米拉
jojo,乔乔
maronttinni,马龙蒂尼
tormena,托梅纳
umberto,翁贝托
louzer,卢泽
victoria,维多利亚
vida,维达
felicio,费利西奥
ramuth,拉穆斯
janones,雅诺内斯
asdrubal,阿斯德鲁巴尔
bentes,本特斯
rossatto,罗萨托
fabricio,法布里西奥
dinucci,迪努奇
pally,帕拉伊
fuzato,富扎托
zema,泽马
bragio,布拉吉奥
walce,沃尔斯
mailson,迈尔松
libonati,利伯纳蒂
tarcísio,塔西西奥
cezinha,塞齐纳
madureira,马杜雷拉
ibaneis,伊巴尼斯
jagger,贾格尔
castello,卡斯特略
brazão,布拉藏
teruel,特鲁埃尔
sapienza,萨皮恩扎
henry,亨利
fiuka,菲乌卡
campana,坎帕纳
vintecinco,维登斯高
meliande,梅里安德
von,冯
sperling,斯珀林
darley,达尔莱
kummer,库梅尔
frisson,弗里森
parisot,派瑞索
lozano,洛萨诺
cazado,卡萨多
edina,艾迪娜
reinier,雷涅尔
vaneza,凡妮莎
francielton,弗朗塞尔顿
weintraub,温特劳布
rayssa,拉伊莎
nestor,内斯托
hoefler,贺夫拿
hebert,赫贝尔特
pec,佩克
karen,凯伦
sztajnberg,施坦伯格
rafa,拉法
kalimann,卡里曼
dornelles,多赫聂拉斯
mychell,迈切尔
kalinka,卡琳卡
schutel,舒特尔
galdino,加尔迪诺
forster,福斯特
pitaluga,皮塔卢加
elysiário,埃利夏里奥
oinegue,奥内格
iano,伊诺
khury,库里
chediak,切迪亚克
paixão,派尚
dodi,多迪
khellven,凯尔文
sertório,纳里齐尼奥
collet,寇莱
aiiso,艾伊索
kawan,卡万
giulia,朱利亚
benite,贝尼特
thati,塔蒂
gisela,吉塞拉
padovan,帕多万
jeová,热奥瓦
morato,莫拉托
nabiyah,娜比娅
be,毕
zanovello,扎诺维洛
baniwa,巴尼瓦
pazuello,帕祖洛
miquéias,米奎亚斯
nyvi,内维
estephan,埃斯特凡
bendocchialves,本多基阿尔维斯
spajari,斯帕亚里
bianchi,比安奇
tomaselli,托马塞利
gessica,杰西卡
kayane,卡亚内
hariany,哈里亚尼
guile,吉尔
groppa,格罗帕
barbara,芭芭拉
timo,蒂莫
brenno,布雷诺
lucio,卢西奥
sandoval,桑多瓦尔
gianluca,詹卢卡
petecof,皮特科夫
eurídice,欧里迪塞
bachour,巴舒尔
florindo,弗洛里多
corral,科拉尔
bala,巴拉
flavio,弗拉维奥
aram,阿拉姆
prior,普莱尔
nowakonski,诺瓦孔斯基
aylton,艾尔顿
alemão,阿莱芒
waldomiro,瓦尔多米罗
vergueiro,韦尔盖罗
chibana,奇巴纳
canhoto,卡纽托
araunjo,阿劳霍
welington,威灵顿
molinari,莫利纳里
rato,拉托
metinho,梅蒂尼奥
baya,巴亚
emanuelly,伊曼纽莉
hilton,希尔顿
jaider,杰德尔
esbell,埃斯贝尔
chiesse,基耶斯
thyane,塞恩
oro,奥罗
vitinho,维蒂尼奥
dascar,达斯卡尔
adrilles,阿德里尔斯
andy,安迪
star,斯塔尔
berta,贝尔塔
keno,肯诺
yamada,杰西卡
nego,内戈
adressa,安德雷萨
suita,吹田
kayky,凯伊奇
ishiy,艾什
garnier,加涅尔
deolane,戴奥拉内
dávila,达维拉
matte,马特
sotto,索托
mayor,麦耶
matías,马蒂亚斯
mileide,米莱德
mihaile,米哈伊莱
dynho,迪尼奥
daiara,戴亚拉
tukano,图卡诺
mckeidy,麦凯迪
lisita,里斯塔
bortoleto,博尔托莱托
thales,泰雷兹
bretas,布雷塔斯
sinovčić,西诺维西奇
thelma,塞尔玛
natali,娜塔莉
pazete,帕泽特
pethit,佩蒂特
drik,德里克
rabelo,拉贝洛
du,杜
inhudes,因胡德斯
lourinelson,劳林内尔逊
vladmir,乌拉德米尔
cic,西奇
darwin,达尔文
fabro,法布罗
thuany,图阿尼
gercker,格克
assucena,阿苏塞纳
held,赫德
dragaud,德拉戈
manaira,马奈拉
selvagem,布边
big,比格
boscardin,博斯卡丁
brechane,布雷坎
erenice,埃伦尼斯
lohan,罗汉
deivid,戴维治
beraldo,贝拉尔多
caperbat,卡佩巴特
bel,贝尔
kowarick,科瓦里克
rikelme,里克尔梅
clerot,克莱罗特
mateusinho,马特乌西尼奥
alexsander,亚历山大
guinot,吉诺
matias,马蒂亚斯
lencastre,伦卡斯特雷
célia,西莉亚
lawson,劳森
soledad,莎莲
álvarez,阿尔瓦雷斯
bravo,巴禾
iglésias,伊格莱西亚斯
liberato,利贝拉托
villaverde,维拉芙尔德
nina,尼娜
bratchikova,布拉奇科娃
jesualdo,热苏亚尔多
wallenstein,华伦斯坦
leonor,莱昂诺尔
amália,亚美莉亚
barreno,巴雷诺
cavaco,卡瓦科
torga,托尔加
portas,波塔斯
tamagnini,塔马格尼尼
amadeo,阿马德奥
souzacardoso,卡多索
cortez,科特兹
romagnoli,罗马尼奥利
sofia,索菲亚
caixinha,卡辛夏
joana,乔安娜
francis,法兰西斯
obikwelu,奥比凯
sergey,沙治
yuran,约兰
florbela,弗洛贝拉
espanca,伊斯班卡
lio,丽欧
filipa,费利帕
vânia,瓦妮亚
dora,朵拉
marie,玛丽
myriam,米里亚姆
tonicha,托尼科
nucha,奴查
soraia,索莱娅
marcel,马塞尔
cintra,辛特拉
agustina,阿古丝蒂娜
bessaluís,贝萨露薏丝
bustorff,布斯托夫
cabecinha,卡贝辛哈
seninho,塞尼诺
amândio,阿曼迪奥
stromp,斯特罗普
mickael,米高
mikkel,米克尔
solnado,索尔纳多
edite,艾迪
durão,杜朗
madruga,马德鲁加
ariza,艾利沙
makukula,马古古拿
luxúria,卢克苏里亚
canibal,卡尼巴尔
lecabela,卡贝拉夸
rente,伦特
batarda,巴塔尔达
henâni,埃尔纳尼
constâncio,康斯坦西奥
eládio,埃拉迪奥
clímaco,克里马克斯
pina,皮纳
tomas,托马
liza,莉莎
cadete,贾德迪
norte,诺特
sido,薛度
jombati,祖巴迪
regula,雷古拉
oceano,奥塞安诺
madeira,马德拉
couceiro,库塞里奥
antóniopedro,安东尼奥佩德罗
botto,博托
calvário,卡尔瓦里奥
tréfaut,特雷福
ulisses,乌利塞斯
valadas,瓦拉达斯
águas,阿瓜斯
galeote,盖洛特
folha,福利亚
madragana,马德拉加娜
aloandro,阿洛安德罗
baltazar,巴尔塔扎尔
carrilho,卡里略
roderick,罗德里克
porfírio,波菲里奥
irina,伊莉娜
paião,佩奥
maximiano,马克西米
mané,文尼
paneira,帕内拉
hélia,海莉亚
carloto,卡里托
cotta,科塔
deslandes,德斯兰德斯
canijo,卡尼若
sapinho,萨皮尼奥
mendès,蒙德斯
cristóvão,克里斯托旺
ivens,吉尼斯塔尔
bonneville,邦纳维尔
adelaide,雅德蕾德
cabete,卡贝特
malhoa,马略阿
ié,伊埃
cabrita,卡布里塔
rueff,吕埃夫
secretário,塞克雷塔里奥
camané,卡马内
dimas,迪亚马斯
cachicote,卡西科特
jose,何塞
maristany,玛丽斯坦尼
cavalinhos,卡瓦利尼奥斯
zeller,泽勒
vilardebó,维拉德博
rondão,隆当
carriço,卡里科
garrido,加里多
pedroto,佩德罗托
esgaio,艾斯基奥
fernandez,费南迪斯
silvino,西尔维诺
louro,卢洛
barrilaro,巴里拉罗
ferro,费罗
julião,茹利昂
sarmento,萨尔门托
fogaça,福加萨
calisto,卡利斯托
morgado,莫尔加多
almeno,阿尔梅诺
kévin,凯文
viriatos,维里阿修斯志愿者
peyroteo,比路度
baldaque,巴尔达克
elvira,埃尔薇拉
fortunato,福尔图纳托
relvas,雷尔瓦斯
emmanuel,伊曼纽尔
cerejeira,塞雷热拉
ludovic,吕多维克
gamboa,冈博阿
goucha,古沙
cafú,卡福
claúdio,克劳迪奥
lucílio,卢西里奥
viegas,维耶加斯
margarida,玛格丽达
vilanova,维拉诺瓦
cajuda,卡胡达
columbano,科伦巴诺
bordalo,博达洛
taveira,塔维拉
mille,米勒
filomena,菲洛梅纳
cautela,考泰拉
minervino,米纳维诺
pietra,彼得拉
nicolau,尼古拉
breyner,布雷纳
homem,霍曼
cristo,克里斯托
ruben,鲁本
pataca,帕塔卡
octávio,奥塔维欧
oom,奥姆
sequeira,塞奎拉
capucho,卡普科
micaela,米卡埃拉
nozolino,诺佐利诺
tó,杜
lucenzo,卢森佐
peseiro,佩塞罗
espinha,埃斯皮尼亚
jorvan,乔曼
mitchell,米切尔
damas,达马斯
lasso,拉索
pascoaes,帕斯科埃斯
bolito,博利托
tordo,托多
waddington,瓦丁顿
rosado,罗萨多
mamadu,马马杜
candé,坎代
lorène,洛伦
bazolo,巴佐罗
louçã,洛索
athaide,阿特海德
metrass,梅特拉斯
hoji,霍士
moedas,莫耶达斯
verona,维罗纳
poeiras,波埃拉斯
richie,里奇
campbell,坎贝尔
molder,摩尔德
nilton,尼尔顿
jerónimo,热罗尼莫
kapinha,卡皮尼亚
ilídio,伊利迪奥
pero,佩罗
possidónio,波西东尼奥
cachapa,卡沙帕
salaviza,萨拉维撒
lídia,莉迪娅
ducla,杜克拉
ortigoso,奥提格索
cid,西德
mozos,勒莫佐斯
saboga,萨柏迦
nabeiro,纳贝罗
unas,乌纳斯
abecasis,阿贝卡西斯
shegundo,谢贡多
galarza,加拉萨
sambé,桑比
carpinteiro,卡彭特
neiva,奈瓦
sisley,希思黎
arrais,阿赖斯
quintas,昆塔斯
praia,普拉亚
teotónio,特奥托尼奥
aldeia,阿尔德亚
veleda,韦莱达
gaivão,盖瓦
espada,埃斯帕达
thilo,蒂洛
krasmann,克拉斯曼
felizardo,费利扎多
celeste,塞莱斯特
embalo,埃姆巴罗
victória,维多利亚
mina,米娜
andala,安达拉
frasquilho,弗拉斯基略
xeka,谢卡
dinarte,迪纳特
perry,佩里
breia,布雷亚
welket,韦尔凯特
bunguê,邦盖
paulino,保利诺
cardona,特卡多纳
jonathan,乔纳森
beaulieu,比利
pardal,帕达尔
hildeberto,伊尔德贝托
tsanko,桑科
arnaudov,阿诺多夫
iuri,尤里
baldé,巴尔德
rebocho,雷波乔
rochinha,罗希尼亚
buta,布塔
empis,恩皮斯
carraça,卡拉萨
quinaz,奎纳兹
telmo,特姆
inchude,因楚德
vinagre,维纳格
florentino,弗洛伦蒂诺
otero,奥特罗
marinheiro,马里涅罗
pomba,蓬巴
g,吉尔
janio,札尼欧
bikel,比凯尔
bastinhas,巴斯蒂尼亚斯
atilano,阿蒂拉诺
anjo,安乔
tristan,特里斯坦
evelise,艾维莉丝
veiga,维加
baró,巴罗
pascoal,帕斯夸尔
djaló,贾洛
oleg,奥列格
reabciuk,拉比丘克
asumah,阿苏马
abubakar,阿布巴卡尔
vladimir,弗拉迪米尔
stojković,斯托伊科维奇
isaura,伊绍拉
vidigal,维迪加尔
abdu,阿布杜
conté,康特
xadas,萨达斯
dany,达尼
balseiro,巴尔塞罗
antónia,安东尼娅
palla,帕拉
elliot,艾利洛
manor,马诺
solomon,所罗门
pen,潘
cátia,卡蒂亚
maçães,马萨埃斯
labaredas,拉巴雷达斯
joelson,约尔森
manta,曼塔
dylan,迪伦
liliana,莉莉安娜
cá,卡
famana,法马纳
quizera,奎泽拉
dolores,多洛雷斯
posser,波塞尔
braamcamp,布拉姆坎普
mayan,玛雅
conan,康那
osiris,奥西里斯
neemais,尼米亚斯
queta,克塔
isabela,伊莎贝拉
valadeiro,瓦拉迪罗
urbano,乌尔巴诺
guapo,瓜波
marafusta,马拉夫斯塔
tote,托蒂
condessa,孔德萨
cayatte,卡耶特
perles,珀尔斯
crespo,克雷斯波
churro,舍罗
rosas,罗萨斯
valério,瓦莱里奥
moses,摩西
aguilar,阿吉拉尔
pepê,佩佩
rapazote,拉帕斯特
preslav,普雷斯拉夫
borukov,博鲁科夫
buisel,布塞尔
bolieiro,博利埃罗
corceiro,科塞罗
martim,马丁
anri,安里
egutidze,叶古季泽
campelos,坎佩洛斯
ico,埃科
nader,纳德
casier,卡西尔
celton,塞尔顿
biai,拜艾
hector,赫克托
caeiro,卡埃罗
job,约伯
queiroga,凯罗加
machete,马谢特
júdice,茹迪塞
dalila,达莉拉
nazinho,纳齐尼奥
rowling,罗琳
arantes,阿兰特斯
novonor,奥德布雷希特
sarcófago,石棺
pampas,潘帕
curupira,库鲁皮拉
braskem,布拉斯科公司
supervia,超级维亚
taurus,金牛座军事工业公司
cruzado,巴西克鲁扎多
talian,塔利安方言
guanabara,瓜纳巴拉州
rocinha,罗西尼亚
valetudo,无限制格斗
caatinga,卡廷加
agrale,阿格拉勒公司
vaqueiro,法克罗
communio,共融
schroeder,施罗德
akan,阿坎族
lindóia,林多亚
jê,热语系
transbrasil,环巴西航空
memorial,儒塞利诺
jk,库比契克纪念馆
guanás,查内族
guaraná,瓜拉那饮料
gávea,加维亚
flaflu,法富
helibrás,赫磅公司
marabá,马拉巴
pommersch,东波美拉尼亚方言
itaeté,伊塔埃特
apurinã,阿普里纳族
rouge,鲁日
rorainópolis,罗赖诺波利斯
barras,巴尔拉
bradesco,布拉德斯科银行
pauliceia,保利塞亚
caixa,联邦储蓄银行
tepui,特普伊山
jaminauás,亚米纳瓦族
galeão,加利昂
taiuva,泰乌瓦
infraero,巴西机场基建公司
maçambara,马桑巴拉
tapioca,木薯根淀粉
ceilândia,瑟兰迪亚
ibovespa,巴西股市指数
brahma,博浪啤酒
assu,阿苏
grenal,甘际
terenas,泰雷纳族
sossêgo,索塞古
iguaraci,伊瓜拉西
neópolis,内奥波利斯
passavinte,帕萨文蒂
caipiríssima,卡琵利希玛
aracoiaba,阿拉索亚巴
brasileira,巴西莱拉
guaiuba,瓜伊乌巴
indianismo,土著主义
marcopolo,马可波罗
mibr,巴西制造
veja,看
nickelodeon,尼克国际儿童频道
fénix,费尼什
gvt,地球村电信
iuiú,尤尤
poxoréo,波绍雷乌
wari',瓦里
decasségui,归国日侨劳工
independência,因德彭登西亚
jacarepaguá,雅卡雷帕瓜
ribeirópolis,里贝罗波利斯
technos,帝诺
globosat,环球卫星
colméia,科尔梅亚
tiquira,惕其拉
buriti,布里蒂
seridó,塞里多
bonsucesso,邦苏塞索
dare,敢不敢
cutrale,库特拉莱
mectron,西亚特
doicodi,信息作战支队内防作战中心
itaquera,伊塔盖拉
parque,恩里克
butantã,布坦唐
slipstream,滑流
gnt,巴西
kuhikugu,库西库古遗址
transpetro,巴西石油运输公司
tucuruvi,图库鲁维
campolina,坎坡丽娜
catetinho,卡特蒂尼奥
nazária,纳扎里亚
neoconcretismo,新具体艺术运动
passo,帕索
torto,托托
riofilme,里约影业
sapopemba,萨波彭巴
yaokwa,伊奥夸
oeste,西部
anhangabaú,安加保
insurgência,暴动
ccxp,动漫体验展
ceasa,巴西供应中心
horizonte,奥里藏特
metá,梅塔
bingo,中性气体重子声学震荡望远镜
metrópoles,都市报
nabote,纳博特
brainflu,布雷夫鲁
algarve,阿尔加维
alentejo,阿连特茹
murtede,穆尔特代
lumiar,卢米亚
guia,吉亚
foral,法律汇编
almadrava,金枪鱼陷阱网
cadaval,卡达瓦尔
tâmega,塔梅加次区域
furnas,富尔纳斯
record,纪录报
ave,阿韦地方
interregional,区际列车
cristãonovo,新基督徒
cávado,卡瓦杜地方
carcavelos,卡卡维洛斯
poceirão,波塞朗
lusa,葡萄牙新闻社
minde,明迪
ibéria,西班牙国家航空
vidago,维达戈
doula,导乐
fantasporto,葡萄牙国际奇幻电影节
fermentões,费尔门托斯
azinhaga,亚辛哈加
ferreiras,费里拉斯
vimeiro,维梅鲁
alhadas,阿利亚达什
belas,贝拉什
espigueiro,霍雷奥
caniço,卡尼苏
caniçal,卡尼萨尔
cortiçadas,库尔蒂萨达什迪拉夫勒
capelas,卡佩拉斯
sonae,索奈
lavradio,拉夫拉迪乌
careto,波登西狂欢节
alvor,阿沃尔
alfarelos,阿尔法雷卢什
espiche,埃斯皮切
lacóbriga,拉科布里加
caxinas,卡西纳斯
vilamoura,维拉摩拉
comandos,葡萄牙陆军突击队
torre,托雷峰
quercus,栎树
adse,疾病保护与援助研究所
chelas,切拉斯
sosa,索萨
aquae,阿卡耶
flaviae,弗拉维亚耶
autorretrato,自画像
edisoft,爱迪软件
parchal,帕沙尔
encarnação,恩卡尔纳桑广场大道
bisalhães,比萨拉耶斯
lafões,拉丰伊什
monumento,路易
a,德
camões,贾梅士纪念像
bacalhau,马介休
taveirense,泰维伦斯
fanny,芬妮
owen,欧玟
serradura,木糠布甸
tekever,泰克弗
chega,够了
miróbriga,米罗布里加
prato,盘
bandeja,托盘
bocaiúva,博凯乌瓦
europe,欧洲
