thomas,托马斯
erftstadt,埃尔夫特施塔特
erzgebirge,厄尔士山脉
schwarzwald,黑林山
nettetal,内特塔尔
gifhorn,吉夫霍恩
börtlingen,伯特林根
altbach,阿尔特巴赫
sternenfels,施泰嫩费尔斯
waren,瓦伦
wedel,韦德尔
weißenfels,魏森费尔斯
lemgo,莱姆戈
freiberg,弗赖贝格
tiefenbronn,蒂芬布龙
mercedesbenz,梅赛德斯宾士
aurich,奥里希
bautzen,包岑
schlierbach,施利尔巴赫
remchingen,雷姆兴根
loffenau,洛弗瑙
memmingen,梅明根
falkensee,法尔肯塞
deizisau,代齐绍
maulbronn,毛尔布龙
kölsch,科隆啤酒
elsdorf,埃尔斯多夫
ottersweier,奥特斯韦尔
knittlingen,克尼特林根
ingolstadt,英戈尔施塔特
aumaweidatal,奥马魏达塔尔
heinsberg,海因斯贝格
wunstorf,文斯托夫
rheinmünster,莱茵明斯特
kieselbronn,基瑟尔布龙
niefernöschelbronn,尼费恩厄舍尔布龙
notzingen,诺青根
lichtenwald,利希滕瓦尔德
oberboihingen,上博伊欣根
böhmenkirch,伯门基希
gerstenberg,盖斯滕贝格
nürtingen,尼尔廷根
laatzen,拉岑
göttingen,哥廷根
treben,特雷本
windischleuba,温迪施洛伊巴
haselbach,哈瑟尔巴赫
neidlingen,奈德林根
ottenbach,奥滕巴赫
köngen,肯根
dreieich,德赖艾希
pirmasens,皮尔马森斯
althütte,阿尔特许特
holzmaden,霍尔茨马登
neckartenzlingen,内卡滕茨林根
südharz,南哈茨
ansbach,安斯巴赫
löhne,勒讷
fockendorf,福肯多夫
neulingen,诺伊林根
gallien,高卢
mühlacker,米尔阿克
heimsheim,海姆斯海姆
neuhausen,诺伊豪森
pforzheim,普福尔茨海姆
recklinghausen,雷克灵豪森
bottrop,博特罗普
altena,阿尔特纳
balve,巴尔沃
nachrodtwiblingwerde,纳赫罗特维布灵韦德
zülpich,曲尔皮希
bensheim,本斯海姆
völklingen,弗尔克林根
mettmann,梅特曼
fallschirmjägertruppe,空降猎兵
muggensturm,穆根施图尔姆
keltern,凯尔滕
schopfloch,绍普夫洛赫
ohmden,奥姆登
fürth,菲尔特
reutlingen,罗伊特林根
remscheid,雷姆沙伊德
neuenrade,诺伊恩拉德
plettenberg,普莱滕贝格
halver,哈尔费尔
kierspe,基尔斯珀
meinerzhagen,迈讷茨哈根
hückelhoven,许克尔霍芬
schorndorf,绍恩多夫
koblenz,科布伦兹
neuenbürg,诺伊恩比格
schwabach,施瓦巴赫
ettlingen,埃特林根
kamplintfort,坎普林特福特
landsberg,兰茨贝格
denkendorf,登肯多夫
dürnau,迪尔瑙
lauterstein,劳特施泰因
unterensingen,下恩辛根
wangen,旺根
erlangen,埃朗根
brilon,布里隆
hallenberg,哈伦贝格
marsberg,马尔斯贝格
germering,盖默灵
maintal,美因塔尔
würselen,维尔瑟伦
großrosseln,大罗瑟尔恩
uhingen,乌英根
süßen,叙森
ahaus,阿豪斯
werdohl,韦尔多尔
kleinblittersdorf,小布利特斯多夫
schmallenberg,施马伦贝格
kuchen,库亨
moers,默尔斯
trier,特里尔
herscheid,黑尔沙伊德
freital,弗赖塔尔
voerde,弗尔德
leinfeldenechterdingen,莱恩费尔登埃希特丁根
hoyerswerda,霍耶斯韦达
ruhrbesetzung,占领鲁尔
saarlouis,萨尔路易
braunsbach,布劳恩斯巴赫
pliezhausen,普利茨豪森
donzdorf,栋茨多夫
wiesensteig,维森施泰格
pellworm,佩尔沃姆
ostfildern,奥斯特菲尔登
coesfeld,科斯费尔德
ascheberg,阿舍贝格
opel,欧宝
greven,格雷文
heidekreis,海德县
kreßberg,克雷斯贝格
hemsbach,黑姆斯巴赫
bühlerzell,比勒采尔
mainhardt,美因哈特
michelfeld,米歇尔费尔德
jena,耶拿
siegen,锡根
lauenförde,劳恩弗尔德
ufa,乌发电影公司
fehmarn,费马恩
wolpertshausen,沃尔珀茨豪森
stimpfach,施廷普法赫
waldachtal,瓦尔德阿赫塔尔
lüdinghausen,吕丁豪森
olfen,奥尔芬
emsdetten,埃姆斯代滕
nordkirchen,诺德基兴
kempen,肯彭
poel,因瑟尔波埃尔
hildesheim,希尔德斯海姆
sulzbachlaufen,苏尔茨巴赫劳芬
vellberg,费尔贝格
fichtenau,菲希特瑙
ilshofen,伊尔斯霍芬
beuron,博伊龙
salzgitter,萨尔茨吉特
cottbus,科特布斯
billerbeck,比勒贝克
nottuln,诺图尔恩
datteln,达特尔恩
havixbeck,哈费克斯贝克
edingenneckarhausen,埃丁根内卡豪森
altenriet,阿尔滕里特
hochsauerlandkreis,上绍尔兰县
bühlertann,比勒坦
heiligkreuzsteinach,海利希克罗伊茨施泰纳赫
bammental,巴门塔尔
großerlach,格罗瑟拉赫
schwetzingen,施韦青根
lage,拉格
sinsheim,辛斯海姆
backnang,巴克南
rechberghausen,雷希贝格豪森
fluornwinzeln,弗卢奥恩温策尔恩
wesseling,韦瑟灵
deißlingen,代斯林根
eisingen,艾辛根
kaisersbach,凯撒斯巴赫
fußballbayernliga,巴伐利亚足球联赛
augsburg,奥格斯堡足球俱乐部
eppstein,埃普施泰因
drackenstein,德拉肯施泰因
iffezheim,伊弗茨海姆
sinzheim,辛茨海姆
dunningen,敦宁根
zugspitze,楚格峰
gera,格拉
deutz,多伊茨
kaiserslautern,凯撒斯劳滕
cammin,卡明
baiersbronn,拜尔斯布龙
königsbachstein,柯尼希斯巴赫施泰因
bösenbrunn,伯森布伦
bergen,贝尔根
süddeutschland,德国南部
kreuztal,克罗伊茨塔尔
sundern,孙登
eschbronn,埃施布龙
kämpfelbach,肯普弗尔巴赫
rudersberg,鲁德斯贝格
lindetal,林德塔尔
cölpin,克尔平
holldorf,霍尔多夫
epfendorf,埃普芬多夫
forbach,福尔巴赫
schenkenzell,申肯采尔
vöhringen,弗林根
meppen,梅彭
witten,维滕
friedland,弗里德兰
galenbeck,加伦贝克
eichhorst,艾肖尔斯特
gütersloh,居特斯洛
genzkow,根茨科
glienke,格林克
heinsdorfergrund,海恩斯多弗格伦德
mühlental,米伦塔尔
bösingen,伯辛根
leutenbach,洛伊滕巴赫
spiegelberg,施皮格尔贝格
unterkirnach,下基尔纳赫
werda,韦尔达
weischlitz,魏施利茨
zwota,茨沃塔
pragsdorf,普拉格斯多夫
datzetal,达策塔尔
salzlandkreis,萨尔茨兰县
erding,埃尔丁
wernigerode,韦尼格罗德
siemens,西门子
wellendingen,韦伦丁根
zwickau,茨维考
saalekreis,萨勒县
leer,莱尔
uelzen,于尔岑
tuttlingen,图特林根
fürstenfeldbruck,菲斯滕费尔德布鲁克
winsen,卢厄河畔温森
grünbach,格林巴赫
eichigt,艾希格特
ellefeld,埃勒费尔德
ratingen,拉廷根
hanau,哈瑙
burgenlandkreis,布尔根兰县
ense,恩瑟
goch,戈赫
mörfeldenwalldorf,默费尔登瓦尔多夫
dauchingen,道兴根
neumark,诺伊马克
pöhl,珀尔
neuensalz,新萨尔茨
muldenhammer,穆尔登哈默
gütenbach,居滕巴赫
römerstein,勒默施泰因
brigachtal,布里加赫塔尔
dessauroßlau,德绍罗斯劳
tübingen,蒂宾根
marl,马尔
worms,沃尔姆斯
konstanz,康斯坦茨
balingen,巴林根
zweibrücken,茨韦布吕肯
velbert,费尔伯特
wickede,维克德
soest,索斯特
lünen,吕嫩
steinfurt,施泰因富特
schönebeck,易北河畔舍讷贝克
minden,明登
geldern,盖尔登
barsinghausen,巴尔辛豪森
klingenthal,克林根塔尔
jesewitz,耶瑟维茨
crailsheim,克赖尔斯海姆
krostitz,克罗斯蒂茨
laußig,劳西希
löbnitz,勒布尼茨
markneukirchen,马克诺伊基兴
lengenfeld,伦根费尔德
goslar,戈斯拉尔
seelze,塞尔策
liebschützberg,利布许茨贝格
viernheim,菲恩海姆
elsterberg,埃尔斯特贝格
wiedemar,维德马尔
zinna,齐纳
einbeck,艾恩贝克
elstra,埃尔斯特拉
großröhrsdorf,大勒尔斯多夫
zachenberg,察亨贝格
aichwald,艾希瓦尔德
naundorf,瑙恩多夫
mockrehna,莫克雷纳
sonnenbühl,松嫩比尔
theuma,托伊马
steinberg,施泰因贝格
tirpersdorf,蒂尔珀斯多夫
cavertitz,卡沃蒂茨
villingenschwenningen,菲林根施文宁根
walddorfhäslach,瓦尔多夫黑斯拉赫
mehrstetten,梅尔施泰滕
straubenhardt,施特劳本哈特
korschenbroich,科申布罗赫
dreiheide,德赖海德
elsnig,埃尔斯尼希
jülich,于利希
ispringen,伊斯普林根
bischofswerda,比绍夫斯韦达
schlesien,西里西亚
friolzheim,弗里奥尔茨海姆
neukyhna,新基纳
rackwitz,拉克维茨
rodewisch,罗德维施
vollmershain,福尔默斯海恩
treuen,特罗伊恩
posterstein,波斯特施泰因
gießen,吉森
dorsten,多斯滕
neumünster,新明斯特
nettersheim,内特斯海姆
troisdorf,特罗斯多夫
castroprauxel,卡斯特罗普劳克瑟尔
viersen,菲尔森
gladbeck,格拉德贝克
delmenhorst,代尔门霍斯特
rheinsiegkreis,莱茵锡格县
rheinerftkreis,莱茵埃尔夫特县
lüdenscheid,吕登沙伊德
itzehoe,伊策霍
zschepplin,切普林
rheine,赖讷
zwochau,茨沃豪
rheinfelden,莱茵费尔登
georgsmarienhütte,格奥尔格斯马林许特
wermsdorf,韦姆斯多夫
gutenborn,古滕博恩
adidas,爱迪达
bernsdorf,贝恩斯多夫
thonhausen,通豪森
jonaswalde,约纳斯瓦尔德
netzschkau,内奇考
mylau,米劳
mühltroff,米尔特罗夫
beilrode,拜尔罗德
arzberg,阿茨贝格
stuhr,施图尔
laudenbach,劳登巴赫
mönsheim,门斯海姆
dietzenbach,迪岑巴赫
seewald,塞瓦尔德
kohlberg,科尔贝格
neckartailfingen,内卡泰尔芬根
steinmauern,施泰因毛尔恩
hülben,许尔本
schwaikheim,施韦克海姆
hattenhofen,哈滕霍芬
grabenstetten,格拉本施泰滕
grafenberg,格拉芬贝格
lauta,劳塔
königsbrück,柯尼希斯布吕克
schirgiswaldekirschau,希吉斯瓦尔德基绍
pulsnitz,普尔斯尼茨
niedereschach,下埃沙赫
schönwölkau,申沃尔考
trossin,特罗辛
nöbdenitz,内布德尼茨
löbichau,勒比肖
wildenbörten,维尔登伯尔滕
neuler,诺伊勒
kamenz,卡门茨
radeberg,拉德贝格
aspach,阿斯帕赫
lampertheim,兰佩特海姆
vechta,费希塔
immenstedt,伊门施泰特
heddesbach,黑德斯巴赫
oftersheim,奥夫特斯海姆
mühlhausen,米尔豪森
durmersheim,杜默斯海姆
deggendorf,代根多夫
wilthen,维尔滕
weißenberg,魏森贝格
neuruppin,新鲁平
personalausweis,德国身分证
reifenberg,赖芬贝格
merdingen,梅尔丁根
rheinberg,莱茵贝格
ahrenviölfeld,阿伦维厄尔费尔德
erzgebirgskreis,厄尔士山县
vogtlandkreis,福格特兰县
löwenstedt,勒文施泰特
bondelum,邦德卢姆
haselund,哈瑟伦德
murrhardt,穆尔哈特
wittichenau,维蒂歇瑙
bräunlingen,布罗因林根
gaildorf,盖尔多夫
montblanc,万宝龙
wollbach,沃尔巴赫
jungfernstieg,处女堤
bannewitz,班讷维茨
dippoldiswalde,迪波尔迪斯瓦尔德
bramsche,布拉姆舍
ganderkesee,甘德克塞
forchheim,福希海姆
bahretal,巴勒塔尔
woggersin,沃格辛
staven,施塔文
trollenhagen,特罗伦哈根
wulkenzin,武尔肯钦
herbertingen,黑伯廷根
zirzow,齐尔措
satteldorf,萨特尔多夫
herrenberg,黑伦贝格
kornwestheim,科恩韦斯特海姆
neddemin,内德明
idaroberstein,伊达尔奥伯施泰因
brunn,布伦
zahnaelster,察纳埃尔斯特
neverin,内沃林
neuenkirchen,诺伊恩基兴
sponholz,施蓬霍尔茨
höxter,赫克斯特
eisenhüttenstadt,艾森许滕施塔特
pirna,皮尔纳
sebnitz,塞布尼茨
dohna,多纳
dohma,多马
blankenhof,布兰肯霍夫
beseritz,贝瑟里茨
reilingen,赖林根
zahrensdorf,察伦斯多夫
plankstadt,普兰克施塔特
nußloch,努斯洛赫
zaisenhausen,蔡森豪森
dorfhain,多夫海恩
dürrröhrsdorfdittersbach,迪尔勒尔斯多夫迪特斯巴赫
glashütte,格拉斯许特
osterholzscharmbeck,奥斯特霍尔茨沙姆贝克
oererkenschwick,奥尔埃肯施维克
merzig,梅尔齐希
weyhe,魏厄
ard,德国公共广播联盟
gruibingen,格鲁伊宾根
meckesheim,梅克斯海姆
pfullingen,普富林根
waibstadt,魏布施塔特
hartmannsdorfreichenau,哈特曼斯多夫赖谢瑙
gohrisch,戈里施
heidenau,海德瑙
höckendorf,赫肯多夫
güstrow,居斯特罗
postbauerheng,波斯特鲍尔亨
hohnstein,霍恩施泰因
königstein,柯尼希施泰因
neidenstein,奈登施泰因
spechbach,施佩希巴赫
kreischa,克赖沙
saarpfalzkreis,萨尔普法尔茨县
barclaycard,巴克莱卡
helmstadtbargen,黑尔姆施塔特巴尔根
reichartshausen,赖夏尔茨豪森
alfdorf,阿尔夫多夫
wernau,韦尔瑙
neckarbischofsheim,内卡比绍夫斯海姆
thallichtenberg,塔利希滕贝格
plochingen,普洛兴根
reuth,罗伊特
hettingen,黑廷根
trochtelfingen,特罗赫特尔芬根
mengen,门根
veringenstadt,费林根施塔特
dornstetten,多恩施泰滕
frechen,弗雷兴
speyer,施派尔
selb,塞尔布
schönwald,申瓦尔德
callenberg,卡伦贝格
welzheim,韦尔茨海姆
zangberg,仓贝格
eppelheim,埃珀尔海姆
zandt,灿特
fußballbundesliga,德国足球甲级联赛
hayingen,海英根
neuffen,诺伊芬
bundesrat,德国联邦参议院
marxheim,马克思海姆
rehau,雷奥
rethem,雷特姆
kleve,克莱沃
elmshorn,埃尔姆斯霍恩
dennheritz,登黑里茨
fraureuth,弗劳罗伊特
crinitzberg,克里尼茨贝格
gersdorf,盖斯多夫
tangerhütte,唐格许特
wegeleben,韦格莱本
möckern,默肯
schwanebeck,施瓦讷贝克
aichtal,艾希塔尔
peine,派讷
bornheim,博恩海姆
lichtentanne,利希滕坦讷
langenweißbach,朗根韦斯巴赫
langenbernsdorf,朗根贝恩斯多夫
mülsen,米尔森
niederfrohna,下弗罗纳
gommern,戈门
oberwiera,上维拉
klötze,克勒策
hettstedt,黑特施泰特
ballenstedt,巴伦施泰特
schiederschwalenberg,希德施瓦伦贝格
zapel,察珀尔
zapfendorf,察普芬多夫
lörrach,勒拉赫
meßkirch,梅斯基希
winnenden,温嫩登
alpirsbach,阿尔皮斯巴赫
rastatt,拉施塔特
reinsdorf,赖恩斯多夫
remse,雷姆瑟
gerbstedt,盖尔布施泰特
niederheimbach,下海姆巴赫
höhrgrenzhausen,赫尔格伦茨豪森
helpt,黑尔普特
zarnewanz,察讷万茨
zarrendorf,察伦多夫
zarpen,察尔彭
schwerte,施韦特
sigmaringen,锡格马林根
metzingen,梅青根
breinigerberg,布赖尼格贝格
gielow,吉洛
faulenrost,福伦罗斯特
rhön,伦山
herzogenrath,黑措根拉特
gronau,格罗瑙
freudenstadt,弗罗伊登施塔特
hermaringen,黑尔马林根
dargun,达尔贡
illmensee,伊尔门塞
wäschenbeuren,韦申博伊伦
weinstadt,魏恩施塔特
wannweil,万韦尔
schramberg,施兰贝格
wehingen,韦欣根
neukalen,新卡伦
kummerow,库默罗
malchin,马尔欣
rhedawiedenbrück,雷达维登布吕克
frankenthal,弗兰肯塔尔
dülmen,迪尔门
kublank,库布兰克
mildenitz,米尔德尼茨
herborn,黑博恩
schönhausen,舍恩豪森
schönbeck,申贝克
neetzka,内茨卡
petersdorf,彼得斯多夫
woldegk,沃尔代克
basedow,巴瑟多
voigtsdorf,福格茨多夫
pfullendorf,普富伦多夫
duckow,杜科
spreewald,施普雷林山
niederlausitz,下卢萨蒂亚
rottweil,罗特韦尔
neckargemünd,内卡格明德
böblingen,伯布林根
hof,霍夫
stade,施塔德
crimmitschau,克里米乔
glauchau,格劳豪
briggow,布里戈
grammentin,格拉门廷
bredenfelde,布雷登费尔德
hohensteinernstthal,霍恩施泰因恩斯塔尔
demmin,代明
gülzow,居尔措
ivenack,伊沃纳克
schiltach,希尔塔赫
hardt,哈尔特
inzigkofen,因齐希科芬
hennef,亨内夫
melle,梅勒
limbachoberfrohna,林巴赫上弗罗纳
gotha,哥达
erkrath,埃尔克拉特
singen,辛根
werdau,韦尔道
hartenstein,哈滕施泰因
kirchberg,基希贝格
meerane,梅拉讷
leonberg,莱昂贝格
stavenhagen,施塔芬哈根
ritzerow,里策罗
rosenow,罗瑟诺
wildenfels,维尔登费尔斯
fellbach,费尔巴赫
mölln,默尔恩
jürgenstorf,于尔根斯托夫
knorrendorf,克诺伦多夫
kittendorf,基滕多夫
albstadt,阿尔布施塔特
engstingen,恩斯廷根
wendland,文德兰
donaueschingen,多瑙埃兴根
freising,弗赖辛
bitterfeldwolfen,比特费尔德沃尔芬
oberlungwitz,上隆维茨
obersontheim,上松特海姆
wiesenbach,维森巴赫
alsdorf,阿尔斯多夫
schloendratow,施伦德拉托
grabowhöfe,格拉博赫弗
wilkauhaßlau,维尔考哈斯劳
dfbpokal,德国足协杯
franken,弗兰肯
hügelsheim,许格尔斯海姆
pfalzgrafenweiler,普法尔茨格拉芬韦勒
riederich,里德里希
blaufelden,布劳费尔登
bingen,宾根
wurmberg,武尔姆贝格
albershausen,阿尔伯斯豪森
hohentengen,霍恩滕根
vorpommern,西波美拉尼亚
erkelenz,埃克伦茨
kamen,卡门
jabel,亚伯尔
straubing,施特劳宾
vöhrenbach,弗伦巴赫
gomadingen,戈马丁根
lobbach,洛巴赫
remshalden,雷姆斯哈尔登
hüfingen,许芬根
fußballoberliga,德国足球高级联赛
zettemin,采特明
bargteheide,巴格特海德
einhausen,艾恩豪森
gammertingen,加默廷根
klocksin,克洛克辛
kargow,卡尔戈
klink,克林克
peenehagen,佩讷哈根
moltzow,莫尔措
wismar,维斯马
filderstadt,菲尔德施塔特
schwinkendorf,施温肯多夫
nordhausen,诺德豪森
varchentin,法尔兴廷
vollrathsruhe,福尔拉茨鲁厄
vielist,菲利斯特
altenhof,阿尔滕霍夫
fincken,芬肯
lehrte,莱尔特
rodgau,罗德高
amberg,安贝格
bollewick,博莱维克
ötisheim,厄蒂斯海姆
berglen,贝格伦
weinheim,魏恩海姆
hohenstadt,霍恩施塔特
schrozberg,施罗茨贝格
bütow,比托
oberursel,上乌瑟尔
donauwörth,多瑙沃特
auenwald,奥恩瓦尔德
ötigheim,厄蒂希海姆
gerabronn,盖拉布龙
zwiefalten,茨维法尔滕
bietigheimbissingen,比蒂希海姆比辛根
lärz,莱尔茨
eisenach,爱森纳赫
bruchsal,布鲁赫萨尔
leizen,莱岑
ludorf,卢多夫
plüderhausen,普吕德豪森
kentzlin,肯茨林
oberrot,上罗特
fichtenberg,菲希滕贝格
hohenmocker,霍恩莫克
beggerow,贝格罗
hohenbollentin,霍恩博伦廷
massow,马索
brackenheim,布拉肯海姆
lichtenstein,利希滕斯坦
mönchweiler,门希韦勒
großbettlingen,大贝特林根
untermünkheim,下明克海姆
scheer,谢尔
herdwangenschönach,黑尔德旺根舍纳赫
gotthun,戈通
grabowbelow,格拉博贝洛
schlaitdorf,施莱特多夫
dietingen,迪廷根
frankenhardt,弗兰肯哈特
heddesheim,黑德斯海姆
dalbergwendelstorf,达尔贝格文德尔斯托夫
kieve,基沃
halberstadt,哈尔伯施塔特
muldentalkreis,穆尔登塔尔县
melz,梅尔茨
pinneberg,平讷贝格
dachau,达豪
priborn,普里博恩
rechlin,雷希林
meesiger,梅西格
kletzin,克莱钦
nossendorf,诺森多夫
sarow,萨罗
schönfeld,申费尔德
siedenbrünzow,锡登布林措
oppenweiler,奥彭韦勒
illingen,伊林根
pfronstetten,普夫龙施泰滕
reichstagsgebäude,德国国会大厦
kaarst,卡尔斯特
fünfseen,芬夫森
bartow,巴托
wredenhagen,弗雷登哈根
zepkow,策普科
vipperow,菲珀罗
stendal,施滕达尔
breesen,布雷森
gnevkow,格内夫科
golchen,戈尔兴
burow,布罗
grischow,格里绍
tuningen,图宁根
grapzow,格拉普措
sudeten,苏台德山脉
sommersdorf,索默斯多夫
stuer,施图尔
weißeritzkreis,魏瑟里茨县
warrenzin,瓦伦钦
verchen,费尔兴
utzedel,乌采德尔
altenhagen,阿尔滕哈根
altentreptow,旧特雷普托
dossenheim,多森海姆
schriesheim,施里斯海姆
villingendorf,菲林根多夫
wermelskirchen,韦默尔斯基兴
göhrenlebbin,格伦莱宾
kyffhäuserkreis,屈夫霍伊瑟县
seevetal,塞沃塔尔
angelbachtal,安格尔巴赫塔尔
aichhalden,艾希哈尔登
sietow,锡托
penkow,彭科
malchow,马尔肖
zislow,齐斯洛
silz,锡尔茨
walow,瓦洛
kriesow,克里索
pripsleben,普里普斯莱本
gültz,居尔茨
röckwitz,勒克维茨
siedenbollentin,锡登博伦廷
tützpatz,蒂茨帕茨
caaschwitz,卡施维茨
dornhan,多恩汉
epfenbach,埃普芬巴赫
zuzenhausen,楚岑豪森
nürburgring,纽博格林赛道
wartburgkreis,瓦尔特堡县
unstruthainichkreis,温斯特鲁特海尼希县
möllenhagen,默伦哈根
kuckssee,库克斯塞
ankershagen,安克斯哈根
penzlin,彭茨林
mirow,米罗
wildberg,维尔德贝格
wolde,沃尔德
werder,韦尔德
mohlsdorfteichwolframsdorf,莫尔斯多夫泰希沃尔夫拉姆斯多夫
zaberfeld,察伯费尔德
güglingen,居格林根
hohenzollern,霍亨索伦王朝
rheinland,莱茵兰
saaleholzlandkreis,萨勒霍尔茨兰县
möllenbeck,默伦贝克
elsterheide,埃尔斯特海德
göda,格达
rödinghausen,勒丁豪森
schwalmederkreis,施瓦尔姆埃德尔县
werrameißnerkreis,韦拉迈斯讷县
carpin,卡尔平
hohenzieritz,霍恩齐里茨
godendorf,戈登多夫
grünow,格吕诺
kirchlengern,基希伦根
hiddenhausen,希登豪森
blumenholz,布卢门霍尔茨
spenge,施彭格
arnsdorf,阿恩斯多夫
vogelsbergkreis,福格尔斯山县
userin,乌瑟林
wokuhldabelow,沃库尔达伯洛
neustrelitz,新施特雷利茨
crostwitz,克罗斯特维茨
bretnighauswalde,布雷特尼格豪斯瓦尔德
burkau,布尔考
demitzthumitz,代米茨图米茨
doberschaugaußig,多伯绍高西希
cunewalde,库讷瓦尔德
guttau,古陶
haselbachtal,哈瑟尔巴赫塔尔
großpostwitz,大波斯特维茨
königswartha,柯尼希斯瓦尔塔
hochkirch,霍赫基希
lahndillkreis,兰迪尔县
kubschütz,库布许茨
ilmkreis,伊尔姆县
großharthau,大哈尔陶
großdubrau,大杜布劳
großnaundorf,大瑙恩多夫
saaleorlakreis,萨勒奥拉县
priepert,普里珀特
eifel,艾费尔山
wustrow,武斯特罗
wesenberg,韦森贝格
blankensee,布兰肯塞
hochtaunuskreis,上陶努斯县
rheingautaunuskreis,莱茵高陶努斯县
holzminden,霍尔茨明登
maintaunuskreis,美因陶努斯县
wetteraukreis,韦特劳县
mainkinzigkreis,美因金齐希县
