кирилл,基里尔,kirill
каменский,卡缅斯基,kamenskiy
каменоломни,卡梅诺洛姆尼,kamenolomni
иннополис,因诺波利斯,innopolis
залив,扎利夫造船厂,zaliv
кардымово,卡尔德莫沃,kardymovo
иолго,约尔戈山脉,iolgo
ключевский,克柳切夫斯基,klyuchevskiy
калангуй,卡兰圭,kalanguy
кличка,克利奇卡,klichka
касторное,卡斯托尔诺耶,kastornoe
кирейково,基列科沃,kireykovo
колышлей,科雷什列伊,kolyshley
ко,科山,ko
колпна,科尔普纳,kolpna
ковернино,科韦尔尼诺,kovernino
кодар,科达尔山脉,kodar
кваркуш,克瓦尔库什山脉,kvarkush
кондинское,孔金斯科耶,kondinskoe
корфовский,科尔福夫斯基,korfovskiy
козулька,科祖利卡,kozulka
козинка,科津卡,kozinka
кокуй,科奎,kokuy
конышёвка,科内绍夫卡,konyshyovka
коренево,科列涅沃,korenevo
кропачёво,克罗帕乔沃,kropachyovo
крутинка,克鲁京卡,krutinka
кошурниково,科舒尔尼科沃,koshurnikovo
кшенский,克申斯基,kshenskiy
ксеньевка,克谢尼耶夫卡,ksenevka
куминский,库明斯基,kuminskiy
кяхулай,基亚胡莱,kyahulay
кузоватово,库佐瓦托沃,kuzovatovo
кудрово,库德罗沃,kudrovo
ламутский,拉穆特斯基火山,lamutskiy
кунгуртуг,昆古尔图格,kungurtug
куженкино,库任基诺,kuzhenkino
ленинский,列宁斯基,leninskiy
ламанон,知来岬,lamanon
лазурит,天青石设计局,lazurit
анатолий,阿纳托利,anatoliy
тимофеевич,季莫费耶维奇,timofeevich
фоменко,福缅科,fomenko
валерий,瓦列里,valeriy
быковский,贝科夫斯基,bykovskiy
фёдор,费奥多尔,fyodor
михайлович,米哈伊洛维奇,mihaylovich
достоевский,陀思妥耶夫斯基,dostoevskiy
григорий,格里戈里,grigoriy
перельман,佩雷尔曼,perelman
каниськина,卡尼斯金娜,kaniskina
евгений,叶夫根尼,evgeniy
касперский,卡巴斯基,kasperskiy
татьяна,塔季扬娜,tatyana
чернова,切尔诺娃,chernova
елена,埃琳娜,elena
лашманова,拉什马诺娃,lashmanova
нетребко,涅特列布科,netrebko
сергей,谢尔盖,sergey
юшенков,尤申科夫,yushenkov
софия,索菲娅,sofiya
асгатовна,阿斯戈托芙娜,asgatovna
губайдулина,古拜杜丽娜,gubaydulina
даниэль,丹尼尔,daniel
фридман,弗里德曼,fridman
ельцин,叶利钦,elcin
гергиев,格吉耶夫,gergiev
родион,罗季翁,rodion
константинович,康斯坦丁诺维奇,konstantinovich
щедрин,谢德林,shchedrin
герасимов,格拉西莫夫,gerasimov
лебедев,列别杰夫,lebedev
святослав,斯维亚托斯拉夫,svyatoslav
рихтер,里赫特,rihter
деанна,迪安娜,deanna
нолан,诺兰,nolan
фазу,法祖,fazu
алиева,阿里耶娃,alieva
кирдяпкин,科德亚普金,kirdyapkin
иван,伊万,ivan
ухов,乌科夫,uhov
александр,亚历山大,aleksandr
солженицын,索尔仁尼琴,solzhenicyn
эльвира,埃尔薇拉,elvira
набиуллина,纳比乌林娜,nabiullina
наталья,娜塔莉亚,natalya
антюх,安秋赫,antyuh
мандреко,曼德雷科,mandreko
мария,玛丽亚,mariya
савинова,萨维诺娃,savinova
юлия,尤利娅,yuliya
зарипова,扎瑞波娃,zaripova
михаил,米哈伊尔,mihail
калашников,卡拉什尼科夫,kalashnikov
расул,拉苏尔,rasul
гамзатов,伽姆扎托夫,gamzatov
галина,加林娜,galina
зыбина,齐宾,zybina
нюша,纽莎,nyusha
кокорин,科科林,kokorin
белоглазов,别洛格拉佐夫,beloglazov
андрей,安德烈,andrey
звягинцев,萨金塞夫,zvyagincev
валентина,瓦伦蒂娜,valentina
терешкова,捷列什科娃,tereshkova
чикатило,齐卡提洛,chikatilo
курёхин,库尔约希,kuryohin
павел,帕维尔,pavel
романович,罗曼诺维奇,romanovich
попович,波波维奇,popovich
олег,奥列格,oleg
попов,波波夫,popov
ксения,克谢尼娅,kseniya
раппопорт,拉波波尔特,rappoport
вадим,瓦迪姆,vadim
бровцев,博罗夫谢夫,brovcev
елизавета,伊丽莎白,elizaveta
михайловна,米哈伊洛娃,mihaylovna
боярская,博亚尔斯卡娅,boyarskaya
карен,卡伦,karen
шахназаров,沙赫纳札罗夫,shahnazarov
дима,季马,dima
билан,比兰,bilan
дарья,达里娅,darya
пищальникова,皮萨尔尼科娃,pishchalnikova
исинбаева,伊辛巴耶娃,isinbaeva
вальтерович,瓦尔杰洛维奇,valterovich
литвиненко,利特维年科,litvinenko
алла,阿拉,alla
пугачёва,普加乔娃,pugachyova
владимир,弗拉基米尔,vladimir
дыбо,德博,dybo
николай,尼古拉,nikolay
апаликов,阿帕里科夫,apalikov
андреевич,安德烈耶维奇,andreevich
козлов,科兹洛夫,kozlov
стивен,史蒂芬,stiven
сигал,席格,sigal
морозов,莫罗佐夫,morozov
роман,罗曼,roman
аркадьевич,阿尔卡季耶维奇,arkadevich
абрамович,阿布拉莫维奇,abramovich
аршавин,阿尔沙文,arshavin
марат,马拉特,marat
сафин,萨芬,safin
аронович,阿罗诺维奇,aronovich
винников,温尼科夫,vinnikov
курникова,库妮可娃,kurnikova
соколов,索科洛夫,sokolov
василий,瓦西里,vasiliy
иванович,伊万诺维奇,ivanovich
петров,彼得罗夫,petrov
дмитрий,德米特里,dmitriy
язов,亚佐夫,yazov
виталий,维塔利,vitaliy
егор,叶戈尔,egor
гайдар,盖达尔,gaydar
прохоров,普罗霍罗夫,prohorov
алексей,阿列克谢,aleksey
пажитнов,帕基特诺夫,pazhitnov
разборов,拉兹波洛夫,razborov
алан,阿伦,alan
дзагоев,迪沙哥耶夫,dzagoev
александра,亚历山德拉,aleksandra
коллонтай,柯伦泰,kollontay
пучков,普契科夫,puchkov
политковская,波利特科夫斯卡娅,politkovskaya
юрий,尤里,yuriy
мильнер,米尔纳,milner
учитель,乌契杰利,uchitel
путин,普京,putin
басов,巴索夫,basov
фазиль,法齐尔,fazil
искандер,伊斯坎德尔,iskander
лысенко,李森科,lysenko
нина,尼娜,nina
андреева,安德烈耶娃,andreeva
сокуров,索库罗夫,sokurov
спасский,斯帕斯基,spasskiy
тимати,提马堤,timati
масляков,马斯利亚科夫,maslyakov
виктор,维克托,viktor
ишаев,伊沙耶夫,ishaev
шарапова,莎拉波娃,sharapova
лукьяненко,卢基扬年科,lukyanenko
станислав,斯坦尼斯拉夫,stanislav
анастасия,阿纳斯塔西娅,anastasiya
эдуардовна,埃杜多芙娜,eduardovna
бабурова,巴布洛娃,baburova
халифман,哈利夫曼,halifman
вероника,维罗尼卡,veronika
борисовна,博里索夫娜,borisovna
дударова,杜达洛娃,dudarova
охлобыстин,阿赫洛贝斯金,ohlobystin
куликов,库利科夫,kulikov
лев,列夫,lev
гумилёв,古米列夫,gumilyov
светлана,斯韦特兰娜,svetlana
пархоменко,帕尔霍缅科,parhomenko
дементьева,德门蒂耶娃,dementeva
евгения,叶夫根尼娅,evgeniya
манюкова,曼尼欧可娃,manyukova
лариса,拉里莎,larisa
латынина,拉特尼娜,latynina
сильнов,西尔诺夫,silnov
эдуард,爱德华,eduard
успенский,乌斯宾斯基,uspenskiy
анатольевич,阿纳托利耶维奇,anatolevich
ковалёв,科瓦廖夫,kovalyov
борчин,博尔钦,borchin
надежда,娜杰日达,nadezhda
петрова,佩特洛娃,petrova
петрович,彼得罗维奇,petrovich
капица,卡皮察,kapica
кириленко,基里连科,kirilenko
дмитриевич,德米特里耶维奇,dmitrievich
саитов,赛托夫,saitov
власов,弗拉索夫,vlasov
бондарчук,邦达尔丘克,bondarchuk
карпов,卡尔波夫,karpov
кончаловский,康查洛夫斯基,konchalovskiy
губин,古宾,gubin
осипов,奥西波夫,osipov
пухов,普霍夫,puhov
медведев,梅德韦杰夫,medvedev
доку,杜克,doku
умаров,乌马罗夫,umarov
пашинин,帕希宁,pashinin
геннадий,根纳季,gennadiy
янаев,亚纳耶夫,yanaev
пускепалис,普克帕里斯,puskepalis
вячеславович,维亚切斯拉沃维奇,vyacheslavovich
грызлов,格雷兹洛夫,gryzlov
моисеевич,莫伊谢耶维奇,moiseevich
ботвинник,博特温尼克,botvinnik
зубков,祖布科夫,zubkov
абрикосов,阿布里科索夫,abrikosov
дружинин,德鲁日宁,druzhinin
шевчук,舍夫丘克,shevchuk
савицкая,萨维茨卡娅,savickaya
валерьевна,彼得罗娃,valerevna
архипова,阿尔希波娃,arhipova
молчанова,莫彻诺瓦,molchanova
жерар,杰哈,zherar
депардьё,德巴狄厄,depardyo
захар,扎哈尔,zahar
брон,布朗,bron
карелин,卡列林,karelin
лавров,拉夫罗夫,lavrov
максим,马克西姆,maksim
гвинджия,格温吉亚,gvindzhiya
константин,康斯坦丁,konstantin
новосёлов,诺沃肖洛夫,novosyolov
магомед,马戈梅德,magomed
мустафаевич,穆斯塔法耶维奇,mustafaevich
оздоев,奥兹多耶夫,ozdoev
коротаев,科罗塔耶夫,korotaev
солдатов,索尔达托夫,soldatov
арсен,阿尔森,arsen
галстян,戈尔斯蒂安,galstyan
михалков,米亥科夫,mihalkov
жорес,若雷斯,zhores
алфёров,阿尔费罗夫,alfyorov
жирков,日尔科夫,zhirkov
кириенко,基里延科,kirienko
русских,鲁斯基赫,russkih
анюков,阿纽科夫,anyukov
стоянов,扬诺夫,stoyanov
вадимович,瓦季莫维奇,vadimovich
березовский,别列佐夫斯基,berezovskiy
зюганов,久加诺夫,zyuganov
ходорковский,霍多尔科夫斯基,hodorkovskiy
фрадков,弗拉德科夫,fradkov
дуров,杜罗夫,durov
герман,日尔曼,german
титов,季托夫,titov
илья,伊利亚,ilya
олейников,奥莱尼科弗,oleynikov
чумичева,图乔米切娃,chumicheva
мстислав,姆斯蒂斯拉夫,mstislav
леопольдович,列奥波尔多维奇,leopoldovich
ростропович,罗斯特罗波维奇,rostropovich
зобнин,佐布宁,zobnin
игорь,伊戈尔,igor
сысоев,赛索耶夫,sysoev
навальный,纳瓦利内,navalnyy
касьянов,卡西亚诺夫,kasyanov
людмила,柳德米拉,lyudmila
петрушевская,彼得鲁舍夫斯卡娅,petrushevskaya
нойштедтер,诺伊施泰特,noyshtedter
зырянов,沙里恩洛夫,zyryanov
денисов,杰尼索夫,denisov
леонов,列昂诺夫,leonov
владимирович,弗拉基米罗维奇,vladimirovich
бекетов,别克托夫,beketov
лужков,卢日科夫,luzhkov
парыгин,帕勒根,parygin
воронин,沃罗宁,voronin
стругацкий,斯特鲁加茨基,strugackiy
марис,马里斯,maris
янсонс,扬颂斯,yansons
лидия,利季娅,lidiya
корнеевна,科尔涅耶夫娜,korneevna
чуковская,楚科夫斯卡娅,chukovskaya
корчагин,柯察金,korchagin
леонидович,列昂尼多维奇,leonidovich
зайцев,扎伊采夫,zaycev
стриженов,斯特里仁诺夫,strizhenov
горбачёв,戈尔巴乔夫,gorbachyov
ирина,伊琳娜,irina
лобачёва,洛巴切娃,lobachyova
матвиенко,马特维延科,matvienko
екатерина,叶卡捷琳娜,ekaterina
шихова,希霍娃,shihova
манин,马宁,manin
кустинская,库斯金斯卡娅,kustinskaya
басков,巴斯科夫,baskov
ледяхов,列迪亚霍夫,ledyahov
динияр,迪迪亚尔,diniyar
билялетдинов,比尔亚莱特迪诺夫,bilyaletdinov
глеб,格列布,gleb
панфилов,潘非洛夫,panfilov
элла,艾拉,ella
диль,迪尔,dil
ашкенази,阿什肯纳齐,ashkenazi
альфред,阿尔弗雷德,alfred
гарриевич,加里耶维奇,garrievich
шнитке,施尼特凯,shnitke
степанова,斯捷潘诺娃,stepanova
леонид,列昂尼德,leonid
слуцкий,斯勒茨基,sluckiy
олейник,奥列尼克,oleynik
давыденко,达维登科,davydenko
башмет,巴什米特,bashmet
арнольд,阿诺尔德,arnold
степанович,斯捷潘诺维奇,stepanovich
черномырдин,切尔诺梅尔金,chernomyrdin
георгий,格奥尔基,georgiy
гречко,格列奇科,grechko
романцев,罗曼采夫,romancev
рыбников,雷布尼科夫,rybnikov
шонин,绍宁,shonin
любшин,柳布申,lyubshin
уланова,乌兰诺娃,ulanova
белов,贝洛夫,belov
бажина,巴任娜,bazhina
кукушкин,库库什金,kukushkin
лебзяк,莱布齐亚克,lebzyak
зархи,扎克希,zarhi
апти,阿普蒂,apti
аухадов,阿乌卡多夫,auhadov
памфилова,帕姆菲洛娃,pamfilova
валентин,瓦连京,valentin
сергеевич,谢尔盖耶维奇,sergeevich
павлов,帕夫洛夫,pavlov
ингеборга,英格波佳,ingeborga
дапкунайте,达库内提,dapkunayte
никифоров,尼基福罗夫,nikiforov
ильиных,伊林尼赫,ilinyh
рязанова,利亚扎诺娃,ryazanova
шойгу,绍伊古,shoygu
кайдановский,凯伊达诺夫斯基,kaydanovskiy
авербах,阿维尔巴赫,averbah
ковальчук,科瓦利丘克,kovalchuk
лазуткин,拉祖特金,lazutkin
кузнецова,库兹涅佐娃,kuznecova
болдырев,博尔德列夫,boldyrev
колобков,科罗布科夫,kolobkov
щёголев,晓戈列夫,shchyogolev
вилкова,维尔科娃,vilkova
дугин,杜金,dugin
лагно,拉诺,lagno
андронов,安德罗诺夫,andronov
майя,玛娅,mayya
плисецкая,普丽谢斯卡娅,pliseckaya
арнтгольц,阿哥尔茨,arntgolc
анита,阿妮塔,anita
цой,崔,coy
ивановна,伊万诺夫娜,ivanovna
заславская,扎斯拉夫斯卡娅,zaslavskaya
федосеев,费多谢耶夫,fedoseev
любимов,柳比莫夫,lyubimov
польских,波尔斯基赫,polskih
высоцкий,维索茨基,vysockiy
теодорович,特奥多罗维奇,teodorovich
винокуров,维诺库罗夫,vinokurov
бечке,别奇克,bechke
ларк,拉克,lark
жорж,乔治,zhorzh
