lionel,利昂内尔
noicattaro,诺伊卡塔罗
rodello,罗德洛
deruta,德鲁塔
poggiorsini,波焦尔西尼
osasio,奥萨肖
osasco,奥萨斯科
ozegna,奥泽尼亚
oulx,乌尔克斯
saluzzo,萨卢佐
nicorvo,尼科尔沃
moggio,莫焦
suello,苏埃洛
vescovato,韦斯科瓦托
madignano,马迪尼亚诺
valgreghentino,瓦尔格雷根蒂诺
ostuni,奥斯图尼
sambuco,桑布科
pavarolo,帕瓦罗洛
parella,帕雷拉
pancalieri,潘卡列里
gubbio,古比奥
sirone,锡罗内
garlate,加尔拉泰
spineda,斯皮内达
novalesa,诺瓦莱萨
nole,诺莱
noasca,诺阿斯卡
cornale,科尔纳莱
fortunago,福尔图纳戈
nomaglio,诺马廖
colico,科利科
rogeno,罗杰诺
cedrasco,切德拉斯科
oglianico,奥利亚尼科
orbassano,奥尔巴萨诺
salmour,萨尔穆尔
albairate,阿尔巴伊拉泰
moglia,莫利亚
none,诺内
bresso,布雷索
arconate,阿尔科纳泰
foligno,福利尼奥
saliceto,萨利切托
cisternino,奇斯泰尼诺
gussola,古索拉
erchie,埃尔基耶
fasano,法萨诺
alberona,阿尔贝罗纳
apricena,阿普里切纳
magione,马焦内
sampeyre,桑佩雷
marsciano,马尔夏诺
torchiarolo,托尔基亚罗洛
accadia,阿卡迪亚
pianezza,皮亚内扎
pessinetto,佩西内托
pertusio,佩尔图肖
sanfront,圣弗龙特
tartano,塔尔塔诺
segrate,塞格拉泰
basiano,巴夏诺
montone,蒙托内
cogliate,科利亚泰
castelnovetto,卡斯泰尔诺韦托
paullo,保洛
besate,贝萨泰
corbetta,科尔贝塔
cocquiotrevisago,科奎奥特雷维萨戈
izano,伊扎诺
valmadrera,瓦尔马德雷拉
vailate,瓦伊拉泰
pecco,佩科
latiano,拉蒂亚诺
mesagne,梅萨涅
oria,奥里亚
perrero,佩雷罗
pinasca,皮纳斯卡
pinerolo,皮内罗洛
chieuti,基耶乌蒂
pomaretto,波马雷托
basiglio,巴西廖
carlantino,卡尔兰蒂诺
bubbiano,布比亚诺
biccari,比卡里
bovino,博维诺
scagnello,斯卡涅洛
savigliano,萨维利亚诺
carapelle,卡拉佩莱
candela,坎德拉
arluno,阿尔卢诺
piscina,皮希纳
piverone,皮韦罗内
poirino,波伊里诺
soresina,索雷西纳
sanfrè,圣弗雷
montefalco,蒙特法尔科
cergnago,切尔尼亚戈
veddasca,韦达斯卡
bareggio,巴雷焦
merate,梅拉泰
melegnano,梅莱尼亚诺
deliceto,代利切托
dervio,德尔维奥
faeto,法埃托
pralormo,普拉洛尔莫
prarostino,普拉罗斯蒂诺
pramollo,普拉莫洛
somano,索马诺
prascorsano,普拉斯科尔萨诺
guardamiglio,瓜尔达米廖
ischitella,伊斯基泰拉
sernio,塞尔尼奥
fombio,丰比奥
soncino,松奇诺
melzo,梅尔佐
codevilla,科德维拉
lierna,列尔纳
verceia,韦尔切伊阿
calolziocorte,卡洛尔齐奥科尔泰
lesina,莱西纳
lucera,卢切拉
pragelato,普拉杰拉托
porte,波尔泰
carpino,卡皮诺
scarnafigi,斯卡尔纳菲吉
prali,普拉利
norcia,诺尔恰
paciano,帕恰诺
piossasco,皮奥萨斯科
sinio,锡尼奥
reano,雷亚诺
ribordone,里博尔多内
galgagnano,加尔加尼亚诺
rivalba,里瓦尔巴
panicale,帕尼卡莱
campodolcino,坎波多尔奇诺
misinto,米辛托
mercallo,梅尔卡洛
goito,戈伊托
poggiodomo,波焦多莫
triuggio,特留焦
ordona,奥尔多纳
torresina,托雷西纳
pietralunga,彼得拉伦加
pratiglione,普拉蒂廖内
quagliuzzo,夸柳佐
quassolo,夸索洛
quincinetto,昆奇内托
robassomero,罗巴索梅罗
rivara,里瓦拉
rivarossa,里瓦罗萨
bozzolo,博佐洛
piegaro,皮耶加罗
rivoli,里沃利
peschici,佩斯基奇
panni,潘尼
carnago,卡尔纳戈
cunardo,库纳尔多
buccinasco,布奇纳斯科
tarantasca,塔兰塔斯卡
stroppo,斯特罗波
roletto,罗莱托
cremenaga,克雷梅纳加
preci,普雷奇
lanzada,兰扎达
treiso,特雷伊索
delebio,德莱比奥
graffignana,格拉菲尼亚纳
somaglia,索马利亚
besnate,贝斯纳泰
bellusco,贝卢斯科
mattinata,马蒂纳塔
cuggiono,库焦诺
maleo,马莱奥
merlino,梅尔利诺
rubiana,鲁比亚纳
rueglio,鲁埃廖
valloriate,瓦洛里亚泰
valmala,瓦尔马拉
venasca,韦纳斯卡
scheggino,斯凯吉诺
sellano,塞拉诺
verduno,韦尔杜诺
valgrana,瓦尔格拉纳
biassono,比亚索诺
rosta,罗斯塔
roure,鲁雷
valfurva,瓦尔富尔瓦
verzuolo,韦尔佐洛
vernante,韦尔南泰
rondissone,龙迪索内
rorà,罗拉
briosco,布里奥斯科
salassa,萨拉萨
salbertrand,萨尔贝特兰德
sigillo,锡吉洛
spoleto,斯波莱托
villafalletto,维拉法莱托
mesero,梅塞罗
grezzago,格雷扎戈
gordona,戈尔多纳
sovico,索维科
borgarello,博尔加雷洛
barlassina,巴尔拉西纳
serracapriola,塞拉卡普里奥拉
stornara,斯托尔纳拉
trinità,特里尼塔
traona,特劳纳
valdieri,瓦尔迪耶里
cuveglio,库韦廖
avetrana,阿韦特拉纳
castellaneta,卡斯特拉内塔
carosino,卡罗西诺
crispiano,克里斯皮亚诺
zapponeta,扎波内塔
volturino,沃尔图里诺
torgiano,托尔贾诺
lozza,洛扎
brinzio,布林齐奥
vignate,维尼亚泰
opera,奥佩拉
pero,佩罗
vicoforte,维科福尔泰
spello,斯佩洛
brebbia,布雷比亚
samone,萨莫内
arcisate,阿尔奇萨泰
cantello,坎泰洛
nibionno,尼比翁诺
vignolo,维尼奥洛
agnadello,阿尼亚代洛
turbigo,图尔比戈
vinadio,维纳迪奥
ostiano,奥斯蒂亚诺
piuro,皮乌罗
battuda,巴图达
lomagna,洛马尼亚
stornarella,斯托尔纳雷拉
torremaggiore,托雷马焦雷
troia,特罗亚
orino,奥里诺
casciago,卡夏戈
vernate,韦尔纳泰
sedriano,塞德里亚诺
gessate,杰萨泰
assago,阿萨戈
vieste,维耶斯泰
todi,托迪
fragagnano,弗拉加尼亚诺
faggiano,法贾诺
ginosa,吉诺萨
grottaglie,格罗塔列
valtopina,瓦尔托皮纳
sulbiate,苏尔比亚泰
valfabbrica,瓦尔法布里卡
santena,桑泰纳
sabbioneta,萨比奥内塔
curtatone,库尔塔托内
scalenghe,斯卡伦盖
scarmagno,斯卡尔马尼奥
lainate,拉伊纳泰
maruggio,马鲁焦
cuvio,库维奥
ferno,费尔诺
cairate,卡伊拉泰
gazzuolo,加佐洛
vottignasco,沃蒂尼亚斯科
umbertide,翁贝蒂德
concorezzo,孔科雷佐
lavenomombello,拉韦诺蒙贝洛
landriano,兰德里亚诺
sciolze,肖尔泽
sestriere,塞斯特列雷
bogogno,博戈尼奥
boca,博卡
borgolavezzaro,博尔戈拉韦扎罗
borgomanero,博尔戈马内罗
briona,布廖纳
caltignaga,卡尔蒂尼亚加
laterza,拉泰尔扎
leporano,莱波拉诺
lizzano,利扎诺
manduria,曼杜里亚
vanzago,万扎戈
secugnago,塞库尼亚戈
sangano,桑加诺
strambinello,斯特兰比内洛
sparone,斯帕罗内
susa,苏萨
strambino,斯特兰比诺
cameri,卡梅里
casalbeltrame,卡萨尔贝尔特拉梅
casalino,卡萨利诺
armeno,阿尔梅诺
ameno,阿梅诺
sordio,索尔迪奥
casalvolone,卡萨尔沃洛内
casalmaiocco,卡萨尔马伊奥科
binasco,比纳斯科
arona,阿罗纳
biandrate,比安德拉泰
daverio,达韦廖
sava,萨瓦
statte,斯塔泰
barengo,巴伦戈
tavagnasco,塔瓦尼亚斯科
cremosano,克雷莫萨诺
valgioie,瓦尔焦耶
vaie,瓦伊埃
usseaux,乌塞奥
cavallirio,卡瓦利廖
morterone,莫尔泰罗内
usseglio,乌塞廖
gorgonzola,戈尔贡佐拉
pulsano,普尔萨诺
roccaforzata,罗卡福尔扎塔
bellano,贝拉诺
massafra,马萨夫拉
monteiasi,蒙特亚西
montemesola,蒙特梅索拉
trana,特拉纳
trausella,特劳塞拉
traversella,特拉韦尔塞拉
traves,特拉韦斯
trofarello,特罗法雷洛
cavaglietto,卡瓦列托
gerenzano,杰伦扎诺
cugliatefabiasco,库利亚泰法比亚斯科
zeccone,泽科内
genivolta,杰尼沃尔塔
trovo,特罗沃
vistarino,维斯塔里诺
bonemerse,博内梅尔塞
imbersago,因贝尔萨戈
cerano,切拉诺
comignago,科米尼亚戈
colazza,科拉扎
cureggio,库雷焦
cressa,克雷萨
mottola,莫托拉
palagianello,帕拉贾内洛
palagiano,帕拉贾诺
valperga,瓦尔佩加
venaus,韦瑙斯
galliate,加利亚泰
verolengo,韦罗伦戈
galbiate,加尔比亚泰
torricella,托里切拉
anghiari,安吉亚里
monteparano,蒙特帕拉诺
cavacurta,卡瓦库尔塔
ghemme,盖梅
gattico,加蒂科
vestignè,韦斯蒂涅
vialfrè,维亚尔夫雷
castelseprio,卡斯泰尔塞普廖
meleti,梅莱蒂
vigone,维戈内
vidracco,维德拉科
gozzano,戈扎诺
grignasco,格里尼亚斯科
invorio,因沃里奥
landiona,兰迪奥纳
lesa,莱萨
verretto,韦雷托
gargallo,加尔加洛
gerenzago,杰伦扎戈
genzone,真佐内
gambolò,甘博洛
cicognolo,奇科尼奥洛
volongo,沃隆戈
inzago,因扎戈
varisella,瓦里塞拉
dormelletto,多尔梅莱托
divignano,迪维尼亚诺
magherno,马盖尔诺
copiano,科皮亚诺
linarolo,利纳罗洛
sergnano,塞尔尼亚诺
pianengo,皮亚嫩戈
vendrogno,文德罗尼奥
senago,塞纳戈
bucine,布奇内
bibbiena,比别纳
capolona,卡波洛纳
villarbasse,维拉尔巴塞
villareggia,维拉雷贾
villastellone,维拉斯泰洛内
cilavegna,奇拉韦尼亚
momo,莫莫
vinovo,维诺沃
vische,维斯凯
meina,梅纳
miasino,米亚西诺
mezzomerico,梅佐梅里科
maggiora,马焦拉
vistrorio,维斯特罗廖
volpiano,沃尔皮亚诺
viù,维乌
nebbiuno,内比乌诺
nibbiola,尼比奥拉
zenevredo,泽内夫雷多
unicredit,裕信银行
portobuffolé,波尔托布福莱
montegaldella,蒙泰加尔德拉
cavriglia,卡夫里利亚
chitignano,基蒂尼亚诺
oleggio,奥莱焦
monteviale,蒙泰维亚莱
montegalda,蒙泰加尔达
ferentillo,费伦蒂洛
posada,波萨达
ficulle,菲库莱
grancona,格兰科纳
laterina,拉泰里纳
volvera,沃尔韦拉
paruzzaro,帕鲁扎罗
giove,焦韦
guardea,瓜尔代亚
brenta,布伦塔
mese,梅塞
marzio,马尔齐奥
mussolente,穆索伦泰
pombia,蓬比亚
dazio,达齐奥
montecastrilli,蒙泰卡斯特里利
chiuppano,基乌帕诺
pettenasco,佩泰纳斯科
pogno,波尼奥
montemignaio,蒙特米尼亚约
monterchi,蒙特尔基
sillavengo,锡拉文戈
trevignano,特雷维尼亚诺
otricoli,奥特里科利
parrano,帕拉诺
narni,纳尔尼
lucignano,卢奇尼亚诺
sizzano,锡扎诺
terdobbiate,泰尔多比亚泰
tornaco,托尔纳科
sozzago,索扎戈
soriso,索里索
suno,苏诺
sangiano,桑贾诺
teglio,泰廖
casalzuigno,卡萨尔祖伊尼奥
montevarchi,蒙特瓦尔基
taino,塔伊诺
recetto,雷切托
marzano,马尔扎诺
falcade,法尔卡代
mel,梅尔
romentino,罗门蒂诺
polino,波利诺
vespolate,韦斯波拉泰
porano,波拉诺
montefranco,蒙泰夫兰科
montecchio,蒙特基奥
vicolungo,维科伦戈
vinzaglio,温扎廖
montegabbione,蒙泰加比奥内
stroncone,斯特龙科内
bisceglie,比谢列
mansuè,曼苏埃
corana,科拉纳
lovero,洛韦罗
trecate,特雷卡泰
veruno,韦鲁诺
grantola,格兰托拉
vervio,韦尔维奥
poppi,波皮
baranzate,巴兰扎泰
cigognola,奇戈尼奥拉
bardello,巴尔德洛
alonte,阿隆泰
ceranova,切拉诺瓦
alliste,阿利斯泰
alezio,阿莱齐奥
aradeo,阿拉代奥
andrano,安德拉诺
macerata,马切拉塔
pesaro,佩萨罗
arizzano,阿里扎诺
arola,阿罗拉
aurano,奥拉诺
bollate,博拉泰
cervesina,切尔韦西纳
baceno,巴切诺
pratovecchio,普拉托韦基奥
bianzone,比安佐内
camparada,坎帕拉达
baveno,巴韦诺
bee,贝埃
sestino,塞斯蒂诺
sansepolcro,圣塞波尔克罗
valeggio,瓦莱焦
stia,斯蒂亚
subbiano,苏比亚诺
crespadoro,克雷斯帕多罗
foza,福扎
concamarise,孔卡马里塞
alessano,阿莱萨诺
cannole,坎诺莱
gambellara,甘贝拉拉
valdastico,瓦尔达斯蒂科
castegnero,卡斯泰涅罗
carmiano,卡尔米亚诺
brovellocarpugnino,布罗韦洛卡尔普尼诺
trinitapoli,特里尼塔波利
calascacastiglione,卡拉斯卡卡斯蒂廖内
cambiasca,坎比亚斯卡
caravate,卡拉瓦泰
fabriano,法布里亚诺
caprezzo,卡普雷佐
jesi,耶西
cannobio,坎诺比奥
marnate,马尔纳泰
ranco,兰科
marchirolo,马尔基罗洛
zovencedo,佐文切多
zermeghedo,泽尔梅盖多
casarano,卡萨拉诺
crodo,克罗多
teramo,泰拉莫
chieti,基耶蒂
beuracardezza,贝乌拉卡尔德扎
belgirate,贝尔吉拉泰
bognanco,博尼扬科
codognè,科多涅
lastebasse,拉斯泰巴塞
gambugliano,甘布利亚诺
chiampo,基安波
arnesano,阿尔内萨诺
botrugno,博特鲁尼奥
calimera,卡利梅拉
fermo,费尔莫
domodossola,多莫多索拉
cursoloorasso,库尔索洛奥拉索
imperia,因佩里亚
alleghe,阿莱盖
savona,萨沃纳
guagnano,瓜尼亚诺
giurdignano,朱尔迪尼亚诺
lequile,莱奎莱
lizzanello,利扎内洛
leverano,莱韦拉诺
brendola,布伦多拉
preganziol,普雷甘齐奥尔
galatone,加拉托内
galatina,加拉蒂纳
giuggianello,朱贾内洛
gallipoli,加里波利
pancarana,潘卡拉纳
rea,雷亚
cavagliospoccia,卡瓦廖斯波恰
castelgomberto,卡斯特尔贡贝尔托
costabissara,科斯塔比萨拉
cossogno,科索尼奥
cesara,切萨拉
craveggia,克拉韦贾
crevoladossola,克雷沃拉多索拉
castro,卡斯特罗
bressanvido,布雷桑维多
robbio,罗比奥
collepasso,科莱帕索
cavallino,卡瓦利诺
macugnaga,马库尼亚加
loreglia,洛雷利亚
copertino,科佩尔蒂诺
agra,阿格拉
ruino,鲁伊诺
ravenna,拉文纳
breganze,布雷甘泽
druogno,德罗尼奥
forlì,弗利
calvene,卡尔韦内
cartigliano,卡尔蒂利亚诺
formazza,福尔马扎
falmenta,法尔门塔
germagno,杰尔马尼奥
gignese,吉涅塞
ghiffa,吉法
menarola,梅纳罗拉
retorbido,雷托尔比多
cursi,库尔西
cutrofiano,库特罗菲亚诺
diso,迪索
rimini,里米尼
mezzago,梅扎戈
albonese,阿尔博内塞
miggiano,米贾诺
melpignano,梅尔皮尼亚诺
masera,马塞拉
malesco,马莱斯科
clivio,克利维奥
massiola,马肖拉
chiuro,基乌罗
pistoia,皮斯托亚
otranto,奥特朗托
nardò,纳尔多
neviano,内维亚诺
omegna,奥梅尼亚
arezzo,阿雷佐
ormelle,奥尔梅莱
palmariggi,帕尔马里吉
patù,帕图
parabita,帕拉比塔
poggiardo,波贾尔多
pallanzeno,帕兰泽诺
ornavasso,奥尔纳瓦索
piedimulera,皮耶迪穆莱拉
busnago,布斯纳戈
besozzo,贝索佐
cadrezzate,卡德雷扎泰
maglie,马利耶
martano,马尔塔诺
martignano,马尔蒂尼亚诺
matino,马蒂诺
prato,普拉托
montecrestese,蒙泰克雷斯泰塞
nonio,诺尼奥
montescheno,蒙泰斯凯诺
lucca,卢卡
azzio,阿齐奥
oggebbio,奥杰比奥
pisa,比萨
agordo,阿戈尔多
gurro,古罗
intragna,因特拉尼亚
albosaggia,阿尔博萨贾
arcole,阿科莱
mesenzana,梅森扎纳
albuzzano,阿尔布扎诺
resana,雷萨纳
monvalle,蒙瓦莱
parona,帕罗纳
orsago,奥尔萨戈
pozzoleone,波佐莱奥内
melissano,梅利萨诺
melendugno,梅伦杜尼奥
lecce,莱切
miazzina,米亚齐纳
mergozzo,梅尔戈佐
saltrio,萨尔特里奥
rasura,拉苏拉
ardenno,阿尔登诺
monfumo,蒙富莫
rognano,罗尼亚诺
nanto,南托
miane,米亚内
orgiano,奥尔贾诺
nociglia,诺奇利亚
angiari,安贾里
ortelle,奥尔泰莱
novoli,诺沃利
castronno,卡斯特龙诺
gela,杰拉
tromello,特罗梅洛
lomello,洛梅洛
istrana,伊斯特拉纳
scaldasole,斯卡尔达索莱
morgano,莫尔加诺
rosà,罗萨
pederobba,佩代罗巴
mossano,莫萨诺
racale,拉卡莱
presicce,普雷西切
ruffano,鲁法诺
salve,萨尔韦
avellino,阿韦利诺
benevento,贝内文托
isernia,伊塞尔尼亚
vazzola,瓦佐拉
caldiero,卡尔迪耶罗
sannicola,桑尼科拉
barletta,巴列塔
sanarica,萨纳里卡
savelli,萨韦利
frosinone,弗罗西诺内
brugherio,布鲁盖里奥
voghera,沃盖拉
breme,布雷梅
cesiomaggiore,切肖马焦雷
brogliano,布罗利亚诺
viterbo,维泰博
spongano,斯蓬加诺
specchia,斯佩基亚
rieti,列蒂
squinzano,斯昆扎诺
latina,拉蒂纳
anoia,阿诺亚
antonimina,安托尼米纳
ardore,阿尔多雷
surbo,苏尔博
surano,苏拉诺
bagaladi,巴加拉迪
benestare,贝内斯塔雷
brindisi,布林迪西
bonavigo,博纳维戈
luino,卢伊诺
zerbolò,泽尔博洛
caponago,卡波纳戈
scorrano,斯科拉诺
seclì,塞克利
scandale,斯坎达莱
strongoli,斯特龙戈利
affi,阿菲
umbriatico,温布里亚蒂科
verzino,韦尔齐诺
africo,阿夫里科
zugliano,祖利亚诺
castagnaro,卡斯塔尼亚罗
soleto,索莱托
loria,洛里亚
brancaleone,布兰卡莱奥内
andria,安德里亚
quero,奎罗
trani,特拉尼
vas,瓦斯
morbegno,莫尔贝尼奥
valdidentro,瓦尔迪登特罗
vedelago,韦代拉戈
villorba,维洛尔巴
spresiano,斯普雷夏诺
sternatia,斯泰尔纳蒂亚
supersano,苏佩尔萨诺
bivongi,比翁吉
bovalino,博瓦利诺
tambre,坦布雷
belfiore,贝尔菲奥雷
taviano,塔维亚诺
taurisano,陶里萨诺
trepuzzi,特雷普齐
tiggiano,蒂贾诺
buttapietra,布塔彼得拉
canolo,卡诺洛
careri,卡雷里
cardeto,卡尔代托
longarone,隆加罗内
buguggiate,布古贾泰
sandrigo,桑德里戈
susegana,苏塞加纳
fonzaso,丰扎索
sondalo,松达洛
valstagna,瓦尔斯塔尼亚
fonte,丰泰
bagnone,巴尼奥内
aulla,奥拉
creazzo,克雷亚佐
caltrano,卡尔特拉诺
veglie,韦列
argelato,阿尔杰拉托
zollino,佐利诺
vernole,韦尔诺莱
filattiera,菲拉蒂耶拉
comano,科马诺
taranto,塔兰托
casignana,卡西尼亚纳
caulonia,考洛尼亚
ciminà,奇米纳
cinquefrondi,钦奎弗龙迪
fivizzano,菲维扎诺
fosdinovo,福斯迪诺沃
tricase,特里卡塞
tuglie,图列
ugento,乌真托
vidor,维多尔
martellago,马尔泰拉戈
camini,卡米尼
calanna,卡兰纳
candidoni,坎迪多尼
matera,马泰拉
chiavenna,基亚文纳
cassola,卡索拉
gavirate,加维拉泰
condofuri,孔多富里
cosoleto,科索莱托
cosenza,科森扎
montignoso,蒙蒂尼奥索
cittanova,奇塔诺瓦
grotteria,格罗泰里亚
sassari,萨萨里
azzate,阿扎泰
olbia,奥尔比亚
bussolengo,布索伦戈
mulazzo,穆拉佐
mirano,米拉诺
podenzana,波登扎纳
pontremoli,蓬特雷莫利
tresana,特雷萨纳
giffone,吉福内
molvena,莫尔韦纳
nuoro,努奥罗
sappada,萨帕达
castellavazzo,卡斯泰拉瓦佐
calciano,卡尔恰诺
bernalda,贝纳尔达
portalbera,波尔塔尔贝拉
delianuova,代利亚诺瓦
sovramonte,索夫拉蒙泰
soverzene,索韦尔泽内
fiumara,菲乌马拉
ferruzzano,费鲁扎诺
galatro,加拉特罗
gerace,杰拉切
cirigliano,奇里利亚诺
colobraro,科洛布拉罗
melicucco,梅利库科
melicuccà,梅利库卡
monasterace,莫纳斯泰拉切
molochio,莫洛基奥
gallio,加利奥
posina,波西纳
roana,罗阿纳
arcugnano,阿尔库尼亚诺
villacidro,维拉奇德罗
bardolino,巴多利诺
zimella,齐梅拉
veronella,韦罗内拉
grottole,格罗托莱
malo,马洛
oristano,奥里斯塔诺
redavalle,雷达瓦莱
camponogara,坎波诺加拉
zeri,泽里
aliano,阿利亚诺
accettura,阿切图拉
laganadi,拉加纳迪
locri,洛克里
ferrandina,费兰迪纳
craco,克拉科
garaguso,加拉古索
gorgoglione,戈尔戈廖内
grassano,格拉萨诺
mammola,马莫拉
maropati,马罗帕蒂
sarcedo,萨尔切多
salcedo,萨尔切多
palmi,帕尔米
palizzi,帕利齐
sovizzo,索维佐
sarego,萨雷戈
sossano,索萨诺
laghi,拉吉
montebelluna,蒙特贝卢纳
fregona,弗雷戈纳
sarmede,萨尔梅德
gotico,哥德式艺术
fontanelle,丰塔内莱
altissimo,阿尔蒂西莫
albettone,阿尔贝托内
rotzo,罗特佐
conco,孔科
schiavon,斯基亚翁
villaverla,维拉韦尔拉
irsina,伊尔西纳
miglionico,米廖尼科
villaga,维拉加
santorso,桑托尔索
vergiate,韦尔贾泰
ispra,伊斯普拉
iglesias,伊格莱西亚斯
sanluri,圣卢里
valdisotto,瓦尔迪索托
noale,诺阿莱
castana,卡斯塔纳
sedico,塞迪科
tortolì,托尔托利
policoro,波利科罗
pomarico,波马里科
silea,锡莱阿
lanusei,拉努塞伊
sormano,索尔马诺
alfedena,阿尔费代纳
lazise,拉齐塞
arsiero,阿尔谢罗
enego,埃内戈
spinea,斯皮内阿
pianiga,皮亚尼加
fossò,福索
cavarzere,卡瓦泽雷
meolo,梅奥洛
trevenzuolo,特雷文佐洛
giussago,朱萨戈
asiago,阿夏戈
acciano,阿恰诺
aielli,阿耶利
segusino,塞古西诺
roghudi,罗格乌迪
rosarno,罗萨尔诺
samo,萨莫
carbonia,卡尔博尼亚
correzzana,科雷扎纳
rotondella,罗通代拉
salandra,萨兰德拉
riace,里亚切
caspoggio,卡斯波焦
rizziconi,里齐科尼
salzano,萨尔扎诺
casaleone,卡萨莱奥内
montescaglioso,蒙特斯卡廖索
pisticci,皮斯蒂奇
limana,利马纳
pazzano,帕扎诺
placanica,普拉卡尼卡
platì,普拉蒂
polistena,波利斯泰纳
portigliola,波尔蒂廖拉
trapani,特拉帕尼
corteolona,科尔泰奥洛纳
vidigulfo,维迪古尔福
confienza,孔菲耶恩扎
siracusa,锡拉库萨
stigliano,斯蒂利亚诺
tricarico,特里卡里科
valsinni,瓦尔辛尼
limbiate,林比亚泰
tursi,图尔西
enna,恩纳
caltanissetta,卡尔塔尼塞塔
scido,希多
origgio,奥里焦
vercana,韦尔卡纳
siziano,锡齐亚诺
agrigento,阿格里真托
cordignano,科尔迪尼亚诺
sommo,索姆莫
barbianello,巴尔比亚内洛
trichiana,特里基亚纳
abriola,阿布里奥拉
dizzasco,迪扎斯科
desio,代西奥
ateleta,阿泰莱塔
balvano,巴尔瓦诺
avigliano,阿维利亚诺
banzi,班齐
mantello,曼泰洛
ternate,泰尔纳泰
zinasco,齐纳斯科
drezzo,德雷佐
fumane,富马内
avezzano,阿韦扎诺
brognaturo,布罗尼亚图罗
capistrano,卡皮斯特拉诺
cessaniti,切萨尼蒂
baragiano,巴拉贾诺
varapodio,瓦拉波迪奥
acquaro,阿夸罗
briatico,布里亚蒂科
roncello,龙切洛
cancellara,坎切拉腊
campomaggiore,坎波马焦雷
filogaso,菲洛加索
carnate,卡尔纳泰
belgioioso,贝尔焦约索
spessa,斯佩萨
maccagno,马卡尼奥
