de_toːmas	托马斯
de_p͡fafənhauhsən	普法芬豪森
de_obeɐʃnaiediŋk	上施奈丁
de_tusənhauhsən	图森豪森
de_høniŋən	亨宁根
de_metliŋən	梅德林根
de_lølbax	勒尔巴赫
de_unteɐdiːsən	下迪森
de_iːxənhauhsən	伊兴豪森
de_kaɐsdoɐf	卡尔斯多夫
de_botənbax	博滕巴赫
de_vyʃhaim	维施海姆
de_namboɐn	楠博恩
de_valtmynxən	瓦尔德明兴
de_noyhses	诺伊塞斯
de_het͡sles	黑茨莱斯
de_biːnənbytel	比嫩比特尔
de_kʁumviʃ	克鲁姆维施
de_vaŋeːlauh	旺格劳
de_vetauh	韦陶
de_uɐmit͡s	乌尔米茨
de_imənʁoyt	伊门罗伊特
de_memiŋeɐbeɐk	梅明格贝格
de_taːdən	塔登
de_niːdeɐʁiːdən	下里登
de_kaŋkeːlauh	坎克劳
de_osteɐstet	奥斯特施泰特
de_niːnboɐstel	宁博斯特尔
de_lamstet	拉姆施泰特
de_kiɐxəntumbax	基兴通巴赫
de_boːkeːnem	博克讷姆
de_kiɐxdoɐf	基希多夫
de_foɐveɐk	福尔韦克
de_bexhoːfən	贝希霍芬
de_diːtənhoːfən	迪滕霍芬
de_kolov	科洛
de_loːʀaː	洛拉
de_ʁant͡sauh	兰曹
de_zalmtal	萨尔姆塔尔
de_vəndelshaim	文德尔斯海姆
de_toyplit͡s	托伊布利茨
de_kiɐxənlaːmit͡s	基兴拉米茨
de_ɡuntʁemiŋən	贡德雷明根
de_dusliŋən	杜斯林根
de_baisvail	拜斯韦尔
de_kalxʁoyt	卡尔希罗伊特
de_kaɐlstat	卡尔施塔特
de_klaiənostaim	小奥斯特海姆
de_kʁailiŋk	克赖灵
de_zømeɐdaː	瑟默达
de_fainveɐkbauh	范维克鲍
de_kuːp͡feɐt͡sel	库普弗采尔
de_zontaim	松特海姆
de_odənbax	奥登巴赫
de_maɐktʁetvit͡s	马尔克特雷德维茨
de_pʁoselshaim	普罗瑟尔斯海姆
de_duiŋən	杜英根
de_deːʀəntal	代伦塔尔
de_ileɐtisən	伊勒蒂森
de_baɐdoːvik	巴多维克
de_heːsel	黑瑟尔
de_ʃvaɐt͡sənpʁuk	施瓦岑布鲁克
de_pomelspʁun	波默尔斯布伦
de_høxbeɐk	赫希贝格
de_valdyɐn	瓦尔迪恩
de_veɐdum	韦尔杜姆
de_noyhdeːnauh	诺伊德瑙
de_leːɡepʁux	莱格布鲁赫
de_metənhaim	梅滕海姆
de_eslaɐn	埃斯拉恩
de_flos	弗洛斯
de_ʃtatbeɐɡən	施塔特贝根
de_buɐɡtan	布格坦
de_himelstat	希默尔施塔特
de_ʁaiexənʃvant	赖兴施万德
de_pyɐɡən	皮尔根
de_ʃpainshaɐt	施派恩斯哈特
de_lant͡sə	兰策
de_laːbeɐvaintiŋk	拉伯韦恩廷
de_valksfeldə	瓦尔克斯费尔德
de_obeɐplaixfelt	上普莱希费尔德
de_aiesənhaim	艾森海姆
de_noɐdstemən	北施泰门
de_faːlpʁux	法尔布鲁赫
de_høsbax	赫斯巴赫
de_nandlstat	楠德尔施塔特
de_huishaim	胡伊斯海姆
de_myːltal	米尔塔尔
de_leːɐbeɐk	莱尔贝格
de_ʁonənbeɐk	龙嫩贝格
de_boft͡sən	博夫岑
de_zaːɐveliŋən	萨尔韦林根
de_osteɐviːk	奥斯特维克
de_zalt͡sheməndoɐf	萨尔茨黑门多夫
de_eʃedə	埃舍德
de_makdaːla	马格达拉
de_kopənpʁykɡə	科彭布吕格
de_tvistʁiŋən	特维斯特林根
de_kʁaiənsən	克赖恩森
de_pyʁbaum	皮尔鲍姆
de_volfeɐstat	沃尔弗施塔特
de_maɐktbeɐɡel	马克特贝格尔
de_emeɐsakɐ	埃默斯阿克
de_halbə	哈尔伯
de_haisdoɐf	海斯多夫
de_volfeɐt͡ʃvəndən	沃尔弗奇文登
de_bøːhən	伯恩
de_epishauhsən	埃皮斯豪森
de_fənsteɐbax	芬斯特巴赫
de_viːp͡felt	维普费尔德
de_diːteɐskiɐxən	迪特斯基兴
de_dənkliŋən	登克林根
de_ipənʃiːt	伊彭希德
de_ʁoːdeːnes	罗德内斯
de_bøtxeɐstʁasə	贝特夏街道
de_ediːɡeːʀelɐ	埃迪格埃勒
de_taːveɐn	塔韦恩
de_efeːʀodə	埃费罗德
de_noyhsoɐk	诺伊索尔格
de_koːbeɐk	科贝格
de_pokɡənseə	波根塞
de_ʃøfvek	舍夫韦格
de_ʃølnax	舍尔纳赫
de_ɡøsənhaim	格森海姆
de_ʁøːɐnbax	勒恩巴赫
de_obeɐkoːt͡sauh	上科曹
de_edeːvext	埃德韦希特
de_teːdiŋkhauhsən	泰丁豪森
de_ʁiŋeːlaie	林格莱
de_kʁateɐsdoɐf	格拉特斯多夫
de_mitelsin	米特尔辛
de_haːfənloːɐ	哈芬洛尔
de_valeɐstain	瓦勒施泰因
de_jandelspʁun	扬德尔斯布伦
de_haːnbax	哈恩巴赫
de_baxhaːɡel	巴赫哈格尔
de_loːkiɐxən	洛基兴
de_køːniçsmoːs	柯尼希斯莫斯
de_tʁain	特赖恩
de_viːfelstedə	维弗尔施泰德
de_tailhaim	泰尔海姆
de_estənfelt	埃斯滕费尔德
de_niːby	尼比
de_fʁiːsənʁiːt	弗里森里德
de_klainhoyhbax	小霍伊巴赫
de_ʁiːdənhaim	里登海姆
de_vəntoɐf	文托夫
de_tʁam	特拉姆
de_haɐsum	哈尔苏姆
de_syʁɡənstain	叙根施泰因
de_valdstetən	瓦尔德施泰滕
de_melsbax	梅尔斯巴赫
de_obeɐnoyhkiɐxən	上诺伊基兴
de_maut	毛特
de_viːɐshop	维尔斯霍普
de_kliŋkʁadə	克林克拉德
de_hoɐnbek	霍恩贝克
de_kyːsən	屈森
de_vaːpelfelt	瓦珀尔费尔德
de_uɐsbeɐk	乌尔斯贝格
de_ʃvaɐt͡sənbax	施瓦岑巴赫
de_loːbeɐk	洛贝格
de_maɐktofiŋən	马克特奥芬根
de_maɐktloyhɡast	马克特洛伊加斯特
de_biːsənhoːfən	比森霍芬
de_ʁaiənauh	赖瑙
de_daietiŋk	代廷
de_misənvilhams	米森维尔哈姆斯
de_laːmeɐdiŋən	拉默丁根
de_antdoɐf	安特多夫
de_ʁhiːnov	里诺
de_hoːhənhoɐn	霍恩霍恩
de_kulpin	库尔平
de_kamlax	卡姆拉赫
de_despeːtal	代斯珀塔尔
de_kitlit͡s	基特利茨
de_ebeɐholt͡sən	埃伯霍尔岑
de_iɐxənʁiːt	伊尔兴里特
de_ʁaimliŋən	赖姆林根
de_haiemeɐtiŋən	海默廷根
de_viːsauh	维绍
de_tʁausnit͡s	特劳斯尼茨
de_plaŋkənfels	普兰肯费尔斯
de_hetstat	黑特施塔特
de_volmeɐsdoɐf	沃尔默斯多夫
de_ekeːnis	埃克尼斯
de_ʁamhuːsən	拉姆胡森
de_ʁextənbax	雷希滕巴赫
de_kuːfiliː́steatɐ	居维利埃剧院
de_oeɐsbeɐk	厄斯贝格
de_ɡeltiŋk	盖尔廷
de_hoɐɡauh	霍尔高
de_tʁuŋkelsbeɐk	特伦克尔斯贝格
de_ineɐnt͡sel	因嫩采尔
de_piɐk	皮尔克
de_kameltal	卡默尔塔尔
de_plaiebax	布莱巴赫
de_ʃvindeɡk	施温德格
de_ofənbeɐk	奥芬贝格
de_hepbeɐk	黑普贝格
de_ɡeɐmaːʀiŋən	盖马林根
de_oesteɐvuɐt	厄斯特武特
de_pomeɐby	波默比
de_kiɐxhaslax	基希哈斯拉赫
de_diɐleːvaŋk	迪勒旺
de_beteln	贝特尔恩
de_vestfelt	韦斯特费尔德
de_haɐbaɐnsən	哈尔巴尔恩森
de_pʁøːkel	布勒克尔
de_maːʀiːnhaːɡən	马林哈根
de_oldənboɐstel	奥尔登博斯特尔
de_laŋkliŋən	朗林根
de_vintbeɐk	温德贝格
de_epnat	埃布纳特
de_voːʀiŋən	沃林根
de_ʃlemin	施莱明
de_ʃpliːtsdoɐf	施普利茨多夫
de_voːltoɐf	沃尔托夫
de_noytʁosənfelt	新德罗森费尔德
de_ʃpaiexeɐsdoɐf	施派歇尔斯多夫
de_insiŋən	因辛根
de_pʁeːbit͡s	普雷比茨
de_paintən	派恩滕
de_pʁauhbax	布劳巴赫
de_tʁiːfənstain	特里芬施泰因
de_uɐspʁiŋən	乌尔施普林根
de_mindelstetən	明德尔施泰滕
de_titdiʃə	蒂迪舍
de_lənɡkʁiːs	伦格里斯
de_vonseːs	翁塞斯
de_fuksmyːl	富克斯米尔
de_otoːboyhʀən	奥托博伊伦
de_mitelsteːnaːə	米特尔斯特纳厄
de_klainʁindeɐfelt	小林德费尔德
de_noyhhytən	诺伊许滕
de_ʁet͡sstat	雷茨施塔特
de_kaːlauh	卡劳
de_vintbeɐɡən	温德贝根
de_ʁaietənbux	赖滕布赫
de_pʁesek	普雷塞克
de_ostən	奥斯滕
de_loːʀup	洛鲁普
de_obeɐkʁiːsbax	上格里斯巴赫
de_miteːleʃənbax	米特尔埃申巴赫
de_hytən	许滕
de_ɡoshaim	戈斯海姆
de_vaɐŋauh	瓦恩高
de_kʁaːp͡felt	格拉布费尔德
de_beːlum	贝卢姆
de_ʁiːdeːʀiŋk	里德灵
de_zyːdeɐstaːpel	南施塔珀尔
de_kʁaːmeɐhof	克拉默霍夫
de_ʁøːdeɐlant	勒德兰
de_totmoːs	托特莫斯
de_vitmolt	维特莫尔特
de_ɡunt͡sənhauhsən	贡岑豪森
de_ekəntal	埃肯塔尔
de_noyənpʁoːk	诺伊恩布罗克
de_niːnvoːlt	宁沃尔德
de_kʁuməndiːk	克鲁门迪克
de_hoːdoɐf	霍多夫
de_klamp	克兰普
de_kaisboɐstel	凯斯博斯特尔
de_veːvelsflet	韦沃尔斯弗莱特
de_heːbeɐtshauhsən	黑伯茨豪森
de_bylkauh	比尔考
de_pʁamstet	布拉姆施泰特
de_zøxteːnauh	瑟希特瑙
de_dənkiŋən	登京根
de_pʁutiŋk	普鲁廷
de_haist	海斯特
de_tʁapənkamp	特拉彭坎普
de_katəndoɐf	卡滕多夫
de_vilənʃaːʀən	维伦沙伦
de_lant͡ʃaidə	兰沙伊德
de_poyənbeɐk	波延贝格
de_lemføɐdə	莱姆弗尔德
de_iːɐleɐstain	伊勒施泰因
de_laŋkʃait	朗沙伊德
de_baieɐpʁun	拜尔布伦
de_noɐdənham	诺登哈姆
de_esəns	埃森斯
de_køːniçspʁun	柯尼希斯布伦
de_vitmunt	维特蒙德
de_klaiŋkaːl	小卡尔
de_fit͡sbek	菲茨贝克
de_flain	弗莱恩
de_ʃtefanskiɐxən	施特凡斯基兴
de_oeːʃebytel	厄舍比特尔
de_holstənniːndoɐf	霍尔斯滕宁多夫
de_kolmoːɐ	科尔莫尔
de_hainsən	海恩森
de_tuːt͡siŋk	图青
de_ɡondeɐshauhsən	贡德斯豪森
de_pulənʁoyt	普伦罗伊特
de_ʁotleːbən	罗特莱本
de_laŋeːnaɐɡən	朗根阿根
de_beːnediktboyeɐn	贝内迪克特博依恩
de_kʁafʁat	格拉夫拉特
de_hoːheːnaltaim	霍恩阿尔特海姆
de_vøːɐdən	沃尔登
de_beːt͡siːɡauh	贝齐高
de_niːdeɐfylbax	下菲尔巴赫
de_ʃildaː	希尔达
de_kluis	克卢伊斯
de_daːməndoɐf	达门多夫
de_fineːlant	芬讷兰
de_biʃvaiɐ	比施韦尔
de_beːfeɐstet	贝沃施泰特
de_lintik	林蒂希
de_aiexəndoɐf	艾兴多夫
de_taɐp	塔尔普
de_viːtmaɐʃən	维特马尔申
de_paisən	派森
de_ʃalkholt͡s	沙尔克霍尔茨
de_zint͡sik	辛齐希
de_haieliçənbeɐk	海利根贝格
de_kʁuməndaix	克鲁门代希
de_fintel	芬特尔
de_buːbənʁoyt	布本罗伊特
de_tvisteːtal	特维斯特塔尔
de_lyeɐdisən	吕尔迪森
de_pʁeːføɐdə	布雷弗德
de_noyfʁaː	诺伊夫拉
de_kiɐxpʁak	基希布拉克
de_hiŋstaidə	兴斯特海德
de_boːdənfeldə	博登费尔德
de_ɡeːɐdən	盖尔登
de_kisdoɐf	基斯多夫
de_kaːdənbeɐɡə	卡登贝格
de_atənhoːfən	阿滕霍芬
de_holnset	霍尔恩塞特
de_bixl	比希尔
de_kiːfeɐsfeldən	基弗斯费尔登
de_ɡeːfeɐsdoɐf	盖沃斯多夫
de_obeːʀameɐɡauh	上阿默高
de_vesteɐŋkʁunt	韦斯滕格伦德
de_valdaːʃaf	瓦尔达沙夫
de_luteːʀan	卢特兰
de_iŋelfiŋən	英格尔芬根
de_hujə	胡耶
de_kʁempdoɐf	克伦普多夫
de_vasbek	瓦斯贝克
de_faːleɐmoːɐ	法勒莫尔
de_zaːmeɐbeɐk	萨默贝格
de_zaːldoɐfsuɐhaim	萨尔多夫苏尔海姆
de_pʁit͡svalk	普里茨瓦尔克
de_mexteɐsən	梅希特森
de_ʁaiexeɐsboyeɐn	赖谢斯博伊恩
de_mynsiŋk	明辛
de_uɐsənsolən	乌尔森索伦
de_platliŋk	普拉特灵
de_balt͡shauhsən	巴尔茨豪森
de_ʁimstiŋk	里姆斯廷
de_viliŋən	维林根
de_fʁiːtʁiksholm	腓特烈斯霍尔姆
de_vaɐʁiŋkholt͡s	瓦灵霍尔茨
de_aʃhaim	阿施海姆
de_fʁameɐsbax	弗拉默斯巴赫
de_boyhtelsbax	博伊特尔斯巴赫
de_ɡaiesənhauhsən	盖森豪森
de_peːteɐshauhsən	彼得斯豪森
de_faɐxant	法尔先特
de_sykə	锡克
de_buɐɡsponhaim	布格施蓬海姆
de_leːt͡sdoɐf	莱茨多夫
de_lisbeɐk	利斯贝格
de_butjaːdiŋən	布特亚丁根
de_meɐkəndoɐf	梅尔肯多夫
de_kʁombax	克龙巴赫
de_kʁempeɐhaidə	克伦珀海德
de_oeːliksdoɐf	厄利克斯多夫
de_pʁobst͡selaː	普罗布斯特采拉
de_ɡaŋklofsømeɐn	冈格洛夫瑟门
de_ɡynstet	金施泰特
de_dyːdənbytel	迪登比特尔
de_folkmaɐsən	福尔克马森
de_manstet	曼施泰特
de_ɡutmanshauhsən	古特曼斯豪森
de_eleɐsleːbən	埃勒斯莱本
de_fetdeːʀiŋən	费德林根
de_bøɐdeːlant	伯尔德兰
de_ʁaːnis	拉尼斯
de_ʃlixtiŋk	施利希廷
de_ʃtoltənbeɐk	施托尔滕贝格
de_pløt͡skauh	普勒茨考
de_ostʁaːmontʁaː	奥斯特拉蒙德拉
de_baiəneɐstat	拜讷施塔特
de_hənʃleːbən	亨施莱本
de_kʁosʁuːdestet	大鲁德施泰特
de_kanaːvuɐf	坎纳武夫
de_alpeɐstet	阿尔珀施泰特
de_baːʀənboɐstel	巴伦博斯特尔
de_peɐlesʁoyt	佩勒斯罗伊特
de_ɡeslauh	盖斯劳
de_ziːt͡sbytel	锡茨比特尔
de_ɡaːxənbax	加亨巴赫
de_apənsən	阿彭森
de_himelp͡foɐtən	希默尔普福滕
de_hetviːɡənkoːk	黑德维根科格
de_noɐtdaix	诺德代希
de_elpeɐsbytel	埃尔珀斯比特尔
de_epənvøːɐdən	埃彭沃尔登
de_vesteɐdaikstʁix	西代希施特里希
de_taisail	泰赛尔
de_daiesənhauhsən	代森豪森
de_buɐksin	布格辛
de_iŋeɐsleːbən	英格斯莱本
de_haieɐsdoɐf	海尔斯多夫
de_køslaɐn	克斯拉恩
de_paɐsbeɐk	帕尔斯贝格
de_nonvailɐ	农韦勒
de_edeɐsleːbən	埃德斯莱本
de_meːlmaiesel	梅尔迈瑟尔
de_mønksdekɡiŋən	门希斯代京根
de_vaɐtmansʁot	瓦特曼斯罗特
de_vaieːeɐhamɐ	魏尔哈默
de_ɡepsatel	盖布萨特尔
de_osteːʀaistet	东艾施泰特
de_ɡetaim	盖德海姆
de_zeːliŋstet	塞灵施泰特
de_ʃtaikʁaː	施泰格拉
de_otənstain	奥滕施泰因
de_ʁøtɡesbytel	勒特格斯比特尔
de_hainsfaɐt	海恩斯法尔特
de_ʃaufliŋk	绍夫灵
de_daiəniŋk	代宁
de_haːmeɐsən	哈默森
de_holt͡sbuŋə	霍尔茨本格
de_kaːks	卡克斯
de_zontʁaː	松特拉
de_diŋklaɡə	丁克拉格
de_ʃvapmynxən	施瓦布明兴
de_neːt͡sov	内措
de_kaːlypbə	卡吕伯
de_haieliçənstetən	海利根施泰滕
de_diŋsleːbən	丁斯莱本
de_fyɐstənstain	菲尔斯滕施泰因
de_ʃtʁasbeɐk	施特拉斯贝格
de_biːdeɐbax	比德巴赫
de_haɐseːfelt	哈瑟费尔德
de_buxpʁun	布赫布伦
de_uetiŋən	于廷根
de_tøːpən	特彭
de_flaiʃvaŋən	弗莱施旺根
de_beɐɡatʁoytə	贝加特罗伊特
de_volfeɡk	沃尔夫埃格
de_vaisdoɐf	魏斯多夫
de_kʁosənvøɐdən	大沃尔登
de_ʁoːʀənfels	罗伦费尔斯
de_kiɐxənpiŋaɐtən	基兴平加滕
de_maːʀoldsvaiesax	马罗尔茨韦萨赫
de_ofeːnauh	奥弗瑙
de_konʁadsʁoyt	孔拉茨罗伊特
de_kiɐxlautɐ	基希劳特
de_laŋkfuɐt	朗富特
de_laiebeɐtiŋən	莱伯廷根
de_biːtikhaim	比蒂希海姆
de_zikmaːʀiŋəndoɐf	锡格马林根多夫
de_folkənʃvant	福尔肯施万德
de_ebənvailɐ	埃本韦勒
de_kʁyŋkʁaut	格林克劳特
de_oːlsbax	奥尔斯巴赫
de_zyːdeɐhastet	南哈施泰特
de_vøɐnit͡s	沃尔尼茨
de_kʁemsdoɐf	格雷姆斯多夫
de_fiːfbeɐɡən	菲夫贝根
de_oldənbytel	奥尔登比特尔
de_teːtənhuːsən	泰滕胡森
de_poiŋk	波英
de_tʁifteɐn	特里夫滕
de_byːleɐtal	比勒塔尔
de_lautɐ	劳特
de_ekvail	埃格韦尔
de_pʁoyhnaː	布罗伊纳
de_velhaim	韦尔海姆
de_kolbiŋən	科尔宾根
de_laliŋk	拉灵
de_vaieːənt͡sel	魏恩采尔
de_joːhanesbeɐk	约翰内斯贝格
de_ebeɐsbaxmusbax	埃伯斯巴赫穆斯巴赫
de_fʁonʁoytə	弗龙罗伊特
de_noɐtʁax	诺德拉赫
de_hoːbeɐk	霍贝格
de_haɐdisleːbən	哈尔迪斯莱本
de_hasleːbən	哈斯莱本
de_vundeɐsleːbən	文德斯莱本
de_zasbaxvaldən	萨斯巴赫瓦尔登
de_ʁaumbax	劳姆巴赫
de_botneɡk	博德内格
de_pøːsiŋk	珀辛
de_hoskiɐx	霍斯基希
de_vilstet	维尔施泰特
de_kʁoːɡaspə	克罗格阿斯珀
de_otənbytel	奥滕比特尔
de_helmstoɐf	黑尔姆斯托夫
de_oldənhytən	奥尔登许滕
de_obeɐhain	奥伯海恩
de_ʁipeɐshauhsən	里珀斯豪森
de_buɐɡpʁepax	布格普雷帕赫
de_ʃeːnefelt	谢讷费尔德
de_foltlaɡə	福尔特拉格
de_vildənbeɐk	维尔登贝格
de_helfeːsiːk	黑尔沃西克
de_bøːmfelt	伯姆费尔德
de_zindelsdoɐf	辛德尔斯多夫
de_vilmeːʀiŋk	维尔默灵
de_obeɐnhaim	奥伯恩海姆
de_ɡeɐtʁiŋən	盖特林根
de_butənviːsən	布滕维森
de_ɡynteɐsleːbən	金特斯莱本
de_ɡynt͡sax	金察赫
de_damflet	达姆弗莱特
de_ʃuteɐvalt	舒特瓦尔德
de_ɡukɡənhauhsən	古根豪森
de_unteɐvaltauhsən	下瓦尔德豪森
de_vaisvail	魏斯韦尔
de_hoɐɡənt͡sel	霍尔根采尔
de_muɐk	穆尔格
de_ʁənniŋən	伦宁根
de_faːlə	法勒
de_paːdənstet	帕登施泰特
de_fiːɐnauh	菲尔瑙
de_kisənpʁyk	基森布吕克
de_veɐniŋshauhsən	韦宁斯豪森
de_hoːlənbeɐk	霍伦贝格
de_teliŋstet	泰灵施泰特
de_neːɡənboɐn	内根博恩
de_vaitnauh	魏特瑙
de_peːɡestoɐf	佩格斯托夫
de_kənt͡siŋən	肯青根
de_møːt͡siŋən	默青根
de_klainmølsən	小默尔森
de_klainpʁembax	小布伦巴赫
de_ʁiːtɡən	里特根
de_ʁoklum	罗克卢姆
de_mulsum	穆尔苏姆
de_ʃpʁøːtauh	施普勒陶
de_maɐkfipax	马克菲帕赫
de_unteɐʃøːnauh	下舍瑙
de_ɡøːɐdə	格尔德
de_ʃvaluŋən	施瓦伦根
de_aiesəndoɐf	艾森多夫
de_memelsdoɐf	梅默尔斯多夫
de_iɐseə	伊尔塞
de_løsnix	勒斯尼希
de_ɡeːʀolfiŋən	盖罗尔芬根
de_noyhʀiːt	诺伊里德
de_heːʀoldstat	黑罗尔德施塔特
de_oysənhaim	奥伊森海姆
de_ʁauhheːnepʁax	劳厄讷布拉赫
de_faːʀənbax	法伦巴赫
de_vaːkeɐsbeɐk	瓦克斯贝格
de_biːbeːʀax	比伯拉赫
de_lameɐshaːɡən	拉默斯哈根
de_hoːnikseə	霍尼希塞
de_jeːfənstet	耶文施泰特
de_obeɐstat	奥伯施塔特
de_meːt͡sels	梅策尔斯
de_diːkel	迪克尔
de_diŋkelʃeɐbən	丁克尔谢本
de_bythaɐt	比特哈德
de_ʃolpʁun	绍尔布伦
de_ʃtøɐnstain	施特恩施泰因
de_kʁafliŋk	格拉夫灵
de_tuːxənbax	图亨巴赫
de_ʁiːdənbeɐk	里登贝格
de_høːp͡fiŋən	赫普芬根
de_obeɐhait	奥伯海德
de_maːlstetən	马尔施泰滕
de_fiːʀettʁunstat	菲雷特特伦施塔特
de_køːniçshaim	柯尼希斯海姆
de_ʁiːt͡ʃənhauhsən	里辰豪森
de_beɐmbax	贝尔恩巴赫
de_bekstet	贝希施泰特
de_heɐʃdoɐf	黑尔施多夫
de_obeɐkat͡s	上卡茨
de_uːtəndoɐf	乌滕多夫
de_bənshauhsən	本斯豪森
de_hofstetən	霍夫施泰滕
de_hemiŋən	黑明根
de_liːt͡səndoɐf	利岑多夫
de_doleɐn	多伦
de_kveɐnhaim	奎恩海姆
de_kʁyːnəndaix	格吕嫩代希
de_oeːdeʁkvaɐt	厄德夸特
de_ʃpʁaitbax	施普赖特巴赫
de_boms	博姆斯
de_vatəndoɐf	瓦滕多夫
de_xuɐsdoɐf	休尔斯多夫
de_eɐbənhauhsən	埃尔本豪森
de_aleshaim	阿勒斯海姆
de_ənɡelsbeɐk	恩格尔斯贝格
de_voneːbeɐk	翁讷贝格
de_tʁøːbiːʃauh	德勒比绍
de_obeɐvait	上魏德
de_ʁokhauhsən	罗克豪森
de_kaltənvestaim	卡尔滕韦斯特海姆
de_køːnikseɡkvalt	柯尼希斯埃格瓦尔德
de_hytishaim	许蒂斯海姆
de_haːdənfelt	哈登费尔德
de_viɐsol	沃尔索
de_kʁaːfənɡeːhaik	格拉芬格海希
de_køtnit͡s	克德尼茨
de_maɐtinstain	马丁施泰因
de_bøɐʁstat	伯尔施塔特
de_vetstetən	韦特施泰滕
de_obeɐsin	上辛恩
de_doːbel	多伯尔
de_emeɐtal	埃默塔尔
de_hit͡shoːfən	希茨霍芬
de_ʁaixmansdoɐf	赖希曼斯多夫
de_lənkfelt	伦费尔德
de_døʃnit͡s	德施尼茨
de_ʁoyhʀiːt	罗伊里特
de_piːsauh	皮绍
de_noyhɡeɐnsdoɐf	诺伊格尔恩斯多夫
de_toyhxeɐn	托伊谢恩
de_taixvit͡s	泰希维茨
de_binsvaŋən	宾斯旺根
de_foɐstiniŋk	福斯廷宁
de_fʁitliŋən	弗里特林根
de_fiːʃiŋən	菲兴根
de_ɡaisax	盖萨赫
de_ʃleːdoɐf	施莱多夫
de_pənneːvit͡s	佩内维茨
de_lankənkʁaːnit͡s	兰肯格拉尼茨
de_kiɐʃʁot	基施罗特
de_ʃtʁandə	施特兰德
de_metdeɐshaim	梅德斯海姆
de_ʁotdɐ	罗德
de_noyfʁaunhoːfən	新弗劳恩霍芬
de_niːdeːʀaixbax	下艾希巴赫
de_zaːɡaɐt	萨加尔德
de_jetiŋən	耶廷根
de_umeɐstat	乌默施塔特
de_obeɐp͡fʁameɐn	上普夫拉默恩
de_ʃaːfhaim	沙夫海姆
de_hənfstet	亨夫施泰特
de_eɐɡeɐshaim	埃格斯海姆
de_valtənhauhsən	瓦尔滕豪森
de_landənsbeɐk	兰登斯贝格
de_biɐkhaim	比克海姆
de_kuɐsdoɐf	库尔斯多夫
de_ʁeːvailɐ	雷韦勒
de_huŋənʁot	洪根罗特
de_kʁaːfənviːsən	格拉芬维森
de_pilstiŋk	皮尔斯廷
de_hynstetən	欣施泰滕
de_vaieɡənhaim	魏根海姆
de_unteɐvøsən	下沃森
de_veːnt͡sən	文岑
de_noyənstain	诺恩施泰因
de_fʁiːtʁikstal	腓特烈斯塔尔
de_ʃeːxiŋən	谢兴根
de_ʃpʁiŋstilə	施普林施蒂勒
de_noyhbeːʀənt	新贝伦德
de_zilbeɐstet	锡尔伯施泰特
de_daneːveɐk	丹讷韦克
de_aʃənhauhsən	阿申豪森
de_doleːʀup	多勒鲁普
de_diːlkiɐxən	迪尔基兴
de_loit	洛伊特
de_zaustʁup	绍斯特鲁普
de_hyfelshaim	许弗尔斯海姆
de_dauhvelshauhsən	道沃尔斯豪森
de_tʁaiefeldən	德赖费尔登
de_joaːximstal	约阿希姆斯塔尔
de_osteɐfelt	奥斯特费尔德
de_malteɐdiŋən	马尔特丁根
de_ɡolmbax	戈尔姆巴赫
de_bøtiŋən	伯廷根
de_zomeɐhauhsən	索默豪森
de_neːkaɐt͡simeɐn	内卡齐门
de_ʁənxən	伦兴
de_niːdeːʀalbən	下阿尔本
de_beɐntʁot	贝恩德罗特
de_haiənauh	海瑙
de_maːt͡sənbax	马岑巴赫
de_ɡeɐhaɐdshoːfən	盖哈茨霍芬
de_tʁefelstain	特雷弗尔施泰因
de_ɡeːʀoːdaː	盖罗达
de_ɡeoɐɡənskmynt	格奥尔根斯格明德
de_kʁeːdiŋk	格雷丁
de_ʁiːtauhsən	里德豪森
de_kembeɐk	肯贝格
de_leːdeɐhosə	莱德霍瑟
de_haɐtpølnit͡s	哈尔特珀尔尼茨
de_valtənhoːfən	瓦尔滕霍芬
de_ʃvaːʀaː	施瓦拉
de_ʃvaːnauh	施瓦瑙
de_maisənhaim	迈森海姆
de_ʃtaiənax	施泰纳赫
de_loyhtənbeɐk	洛伊滕贝格
de_zoleːʀup	索勒鲁普
de_ʁaːbel	拉伯尔
de_pʁuxtən	普鲁赫滕
de_hysby	许斯比
de_veːs	韦斯
de_ɡeltoɐf	盖尔托夫
de_beɐɡənhuːsən	贝尔根胡森
de_ʁeːkeɐshauhsən	雷克斯豪森
de_duxʁot	杜罗特
de_boliŋstet	博灵施泰特
de_danənfels	丹嫩费尔斯
de_beːxənhaim	贝兴海姆
de_ʁatsvailɐ	拉茨韦勒
de_ʁelsbeɐk	雷尔斯贝格
de_ɡəndeɐkiŋən	根德京根
de_lutvikʃoɐɡast	路德维希绍尔加斯特
de_unteɐʁaiexənbax	下赖兴巴赫
de_noyhboyeɐn	新博伊恩
de_vikɡənsbax	维根斯巴赫
de_hoːhənlaiepiʃ	霍恩莱皮施
de_kyɐnax	屈纳赫
de_kʁøːdən	格勒登
de_tytəndoɐf	蒂滕多夫
de_kʁostiːmik	大蒂米希
de_voːldə	沃尔德
de_niːdeɐhoːsənbax	下霍森巴赫
de_valtkapel	瓦尔德卡珀尔
de_ʃtøsən	施特森
de_ʃʁaplauh	施拉普劳
de_maɐklkoːfən	马克尔科芬
de_ɡeːʀən	盖伦
de_noɐ	讷尔
de_tʁaiaː	特赖亚
